"LIST-ID","occups_cats"
"303630","Metal-Working"
"303631","Retail"
"303632","Retail"
"303633","Clothing"
"303633","Retail"
"303634","Retail"
"303635","Retail"
"303636","Retail"
"303637","Retail"
"303638","Retail"
"303639","Retail"
"303639","Retail"
"303640","Retail"
"303641","Retail"
"303641","Retail"
"303641","Retail"
"303642","Food-Retail"
"303642","Food-Retail"
"303642","Retail"
"303643","Retail"
"303643","Retail"
"303643","Food-Production"
"303644","Clothing"
"303644","Retail"
"303645","Retail"
"303645","Food-Retail"
"303646","Retail"
"303646","Food-Retail"
"303647","Retail"
"303647","Food-Retail"
"303648","Transport"
"303648","Retail"
"303648","Food-Retail"
"303648","Managerial"
"303656","Miscellaneous Services"
"303672","Finance"
"303673","Finance"
"303674","Finance"
"303675","Finance"
"303676","Finance"
"303677","Finance"
"303678","Finance"
"303679","Finance"
"303680","Finance"
"303681","Miscellaneous Services"
"303682","Food-Production"
"303683","Food-Production"
"303684","Food-Production"
"303685","Food-Production"
"303693","Miscellaneous Services"
"303694","Miscellaneous Services"
"303695","Miscellaneous Services"
"303695","Miscellaneous Services"
"303696","Miscellaneous Services"
"303697","Miscellaneous Services"
"303698","Miscellaneous Services"
"303699","Miscellaneous Services"
"303699","Food-Production"
"303700","Miscellaneous Services"
"303701","Miscellaneous Services"
"303730","Food-Production"
"303731","Food-Production"
"303750","Plastic Arts"
"303751","Plastic Arts"
"303752","Plastic Arts"
"303753","Plastic Arts"
"303754","Plastic Arts"
"303755","Plastic Arts"
"303757","Plastic Arts"
"303757","Plastic Arts"
"303758","Plastic Arts"
"303758","Food-Production"
"303758","Plastic Arts"
"303759","Retail"
"303760","Retail"
"303762","Food-Production"
"303763","Food-Production"
"303765","Food-Production"
"303766","Food-Production"
"303767","Food-Production"
"303768","Food-Production"
"303769","Food-Production"
"303770","Food-Production"
"303771","Food-Production"
"303772","Food-Production"
"303773","Food-Production"
"303774","Food-Production"
"303775","Household Goods"
"303776","Household Goods"
"303777","Metal-Working"
"303778","Metal-Working"
"303779","Metal-Working"
"303780","Metal-Working"
"303781","Building"
"303782","Miscellaneous Services"
"303783","Food-Retail"
"303784","Food-Retail"
"303785","Food-Retail"
"303786","Plastic Arts"
"303787","Food-Retail"
"303799","Miscellaneous Services"
"303800","Miscellaneous Services"
"303801","Miscellaneous Services"
"303803","Clothing"
"303804","Clothing"
"303805","Clothing"
"303806","Clothing"
"303807","Clothing"
"303808","Clothing"
"303809","Clothing"
"303810","Food-Production"
"303811","Food-Production"
"303811","Food-Production"
"303811","Metal-Working"
"303811","Metal-Working"
"303813","Food-Production"
"303814","Fuel / Raw material"
"303815","Retail"
"303815","Retail"
"303820","Miscellaneous Services"
"303821","Miscellaneous Services"
"303823","Retail"
"303824","Retail"
"303825","Retail"
"303826","Retail"
"303827","Retail"
"303829","Retail"
"303830","Retail"
"303831","Food-Production"
"303833","Clothing"
"303834","Clothing"
"303835","Clothing"
"303836","Clothing"
"303837","Clothing"
"303838","Clothing"
"303839","Clothing"
"303840","Clothing"
"303841","Clothing"
"303842","Clothing"
"303844","Miscellaneous Services"
"303845","Building"
"303845","Building"
"303846","Metal-Working"
"303851","Household Goods"
"303852","Household Goods"
"303853","Plastic Arts"
"303853","Plastic Arts"
"303854","Clothing"
"303855","Metal-Working"
"303856","Glass-Working"
"303857","Glass-Working"
"303862","Miscellaneous Services"
"303863","Building"
"303864","Building"
"303865","Building"
"303866","Building"
"303867","Building"
"303868","Building"
"303869","Building"
"303870","Plastic Arts"
"303870","Building"
"303879","Retail"
"303880","Retail"
"303887","Plastic Arts"
"303895","Transport"
"303896","Clothing"
"303897","Miscellaneous Services"
"303897","Miscellaneous Services"
"303898","Miscellaneous Services"
"303899","Miscellaneous Services"
"303900","Miscellaneous Services"
"303901","Miscellaneous Services"
"303902","Miscellaneous Services"
"303903","Miscellaneous Services"
"303904","Miscellaneous Services"
"303905","Miscellaneous Services"
"303906","Miscellaneous Services"
"303907","Miscellaneous Services"
"303908","Miscellaneous Services"
"303909","Metal-Working"
"303910","Water-Management"
"303911","Metal-Working"
"303912","Metal-Working"
"303913","Metal-Working"
"303914","Metal-Working"
"303915","Metal-Working"
"303916","Metal-Working"
"303917","Metal-Working"
"303917","Metal-Working"
"303920","Retail"
"303921","Retail"
"303922","Retail"
"303923","Retail"
"303924","Retail"
"303925","Retail"
"303926","Retail"
"303927","Retail"
"303928","Retail"
"303929","Retail"
"303930","Retail"
"303931","Retail"
"303932","Retail"
"303933","Retail"
"303934","Retail"
"303935","Retail"
"303936","Retail"
"303937","Clothing"
"303939","Clothing"
"303950","Food-Retail"
"303951","Food-Retail"
"303953","Education"
"303953","Miscellaneous Services"
"303954","Miscellaneous Services"
"303955","Miscellaneous Services"
"303957","Miscellaneous Services"
"303958","Miscellaneous Services"
"303959","Miscellaneous Services"
"303960","Miscellaneous Services"
"303961","Miscellaneous Services"
"303962","Miscellaneous Services"
"303963","Miscellaneous Services"
"303965","Miscellaneous Services"
"303965","Retail"
"303987","Metal-Working"
"303988","Food-Retail"
"304003","Food-Production"
"304003","Miscellaneous Services"
"304003","Clothing"
"304022","Food-Production"
"304023","Food-Production"
"304024","Food-Production"
"304026","Food-Production"
"304027","Food-Production"
"304028","Food-Production"
"304039","Miscellaneous Services"
"304042","Performing Arts"
"304045","Plastic Arts"
"304046","Performing Arts"
"304052","Managerial"
"304059","Retail"
"304060","Performing Arts"
"304066","Performing Arts"
"304066","Performing Arts"
"304066","Plastic Arts"
"304067","Performing Arts"
"304067","Performing Arts"
"304068","Performing Arts"
"304070","Performing Arts"
"304070","Performing Arts"
"304096","Miscellaneous Services"
"304097","Miscellaneous Services"
"304098","Miscellaneous Services"
"304099","Miscellaneous Services"
"304105","Performing Arts"
"304115","Miscellaneous Services"
"304120","Performing Arts"
"304122","Performing Arts"
"304122","Managerial"
"304122","Miscellaneous Services"
"304123","Miscellaneous Services"
"304123","Miscellaneous Services"
"304124","Miscellaneous Services"
"304134","Metal-Working"
"304135","Performing Arts"
"304154","Performing Arts"
"304159","Miscellaneous Services"
"304163","Managerial"
"304164","Education"
"304168","Metal-Working"
"304169","Performing Arts"
"304170","Performing Arts"
"304172","Managerial"
"304179","Managerial"
"304180","Managerial"
"304181","Miscellaneous Services"
"304182","Managerial"
"304182","Managerial"
"304182","Managerial"
"304182","Managerial"
"304182","Managerial"
"304182","Managerial"
"304186","Metal-Working"
"304187","Finance"
"304195","Plastic Arts"
"304201","Education"
"304202","Education"
"304208","Household Goods"
"304240","Managerial"
"304240","Managerial"
"304244","Clothing"
"304269","Managerial"
"304270","Managerial"
"304271","Managerial"
"304272","Managerial"
"304273","Managerial"
"304274","Managerial"
"304275","Managerial"
"304276","Managerial"
"304277","Managerial"
"304278","Managerial"
"304278","Managerial"
"304279","Managerial"
"304280","Managerial"
"304281","Managerial"
"304282","Education"
"304283","Managerial"
"304284","Managerial"
"304295","Managerial"
"304351","Managerial"
"304469","Managerial"
"304489","Clothing"
"304561","Metal-Working"
"304561","Metal-Working"
"304561","Education"
"304633","Metal-Working"
"304633","Metal-Working"
"304786","Metal-Working"
"304888","Building"
"304968","Managerial"
"304969","Managerial"
"305202","Food-Retail"
"305508","Clothing"
"305510","Metal-Working"
"305808","Metal-Working"
"306005","Managerial"
"306519","Managerial"
"306543","Miscellaneous Services"
"306867","Metal-Working"
"306880","Metal-Working"
"307154","Metal-Working"
"307243","Food-Production"
"307243","Food-Production"
"307321","Metal-Working"
"307395","Managerial"
"307450","Metal-Working"
"308008","Metal-Working"
"308454","Building"
"308723","Metal-Working"
"308723","Metal-Working"
"308728","Household Goods"
"308838","Metal-Working"
"308986","Metal-Working"
"309010","Metal-Working"
"309193","Metal-Working"
"309263","Metal-Working"
"309313","Food-Retail"
"310139","Metal-Working"
"310414","Metal-Working"
"310495","Metal-Working"
"310578","Metal-Working"
"310812","Finance"
"311367","Metal-Working"
"312117","Household Goods"
"312124","Metal-Working"
"312125","Metal-Working"
"312825","Education"
"313913","Managerial"
"313929","Managerial"
"314694","Metal-Working"
"315559","Household Goods"
"315963","Metal-Working"
"316168","Metal-Working"
"316293","Metal-Working"
"316590","Metal-Working"
"318448","Metal-Working"
"318957","Managerial"
"319213","Miscellaneous Services"
"319594","Metal-Working"
"319849","Metal-Working"
"319879","Performing Arts"
"319879","Performing Arts"
"320074","Metal-Working"
"322894","Metal-Working"
"323285","Building"
"323294","Food-Production"
"323294","Food-Production"
"323294","Managerial"
"323295","Managerial"
"323295","Managerial"
"323295","Managerial"
"323295","Managerial"
"323296","Food-Production"
"323296","Food-Production"
"323298","Unclassified"
"323302","Unclassified"
"323315","Retail"
"323315","Food-Retail"
"323315","Food-Production"
"323315","Managerial"
"323315","Managerial"
"323315","Transport"
"323336","Education"
"323357","Food-Retail"
"323388","Miscellaneous Services"
"323519","Glass-Working"
"323606","Managerial"
"323608","Metal-Working"
"323609","Metal-Working"
"323610","Metal-Working"
"323612","Metal-Working"
"323613","Metal-Working"
"323614","Metal-Working"
"323622","Metal-Working"
"323623","Metal-Working"
"323624","Metal-Working"
"323625","Metal-Working"
"323636","Metal-Working"
"323815","Miscellaneous Services"
"324386","Metal-Working"
"325304","Metal-Working"
"325340","Managerial"
"325342","Metal-Working"
"325474","Food-Production"
"325577","Metal-Working"
"325810","Building"
"325824","Managerial"
"325840","Miscellaneous Services"
"325867","Retail"
"325890","Retail"
"325890","Building"
"325933","Retail"
"325995","Managerial"
"325998","Food-Retail"
"326002","Managerial"
"326005","Managerial"
"326006","Managerial"
"326007","Managerial"
"326010","Managerial"
"326018","Building"
"326023","Metal-Working"
"326036","Building"
"326043","Miscellaneous Services"
"326069","Managerial"
"326070","Managerial"
"326091","Transport"
"326091","Managerial"
"326091","Managerial"
"326103","Transport"
"326104","Transport"
"326111","Managerial"
"326139","Education"
"326213","Building"
"326225","Managerial"
"326231","Managerial"
"326244","Managerial"
"326246","Managerial"
"326247","Managerial"
"326249","Managerial"
"326250","Managerial"
"326251","Managerial"
"326252","Managerial"
"326253","Managerial"
"326254","Managerial"
"326255","Managerial"
"326256","Managerial"
"326257","Managerial"
"326258","Managerial"
"326259","Managerial"
"326260","Managerial"
"326261","Managerial"
"326262","Managerial"
"326263","Managerial"
"326264","Managerial"
"326265","Managerial"
"326265","Managerial"
"326266","Managerial"
"326270","Managerial"
"326275","Managerial"
"326276","Managerial"
"326284","Managerial"
"326289","Managerial"
"326290","Managerial"
"326363","Managerial"
"326376","Metal-Working"
"326383","Managerial"
"326424","Household Goods"
"326424","Household Goods"
"326424","Food-Production"
"326424","Clothing"
"326425","Miscellaneous Services"
"326725","Managerial"
"326725","Managerial"
"326725","Education"
"326727","Education"
"326728","Education"
"326729","Education"
"326730","Education"
"326731","Education"
"326732","Education"
"326733","Education"
"326734","Miscellaneous Services"
"326734","Transport"
"326755","Managerial"
"326755","Performing Arts"
"326755","Performing Arts"
"326755","Performing Arts"
"326755","Performing Arts"
"326755","Performing Arts"
"326755","Performing Arts"
"326755","Performing Arts"
"326755","Performing Arts"
"326755","Performing Arts"
"326755","Transport"
"326755","Performing Arts"
"326755","Performing Arts"
"326755","Finance"
"326755","Finance"
"326755","Performing Arts"
"326755","Metal-Working"
"326755","Managerial"
"326755","Managerial"
"326755","Managerial"
"326795","Plastic Arts"
"326795","Plastic Arts"
"326800","Plastic Arts"
"326804","Plastic Arts"
"326823","Clothing"
"326832","Managerial"
"326858","Managerial"
"326906","Managerial"
"326972","Miscellaneous Services"
"326981","Miscellaneous Services"
"326987","Miscellaneous Services"
"327030","Managerial"
"327043","Managerial"
"327070","Retail"
"327111","Retail"
"327112","Retail"
"327156","Unclassified"
"327157","Managerial"
"327158","Unclassified"
"327159","Unclassified"
"327160","Unclassified"
"327168","Metal-Working"
"327172","Miscellaneous Services"
"327174","Miscellaneous Services"
"327175","Miscellaneous Services"
"327178","Education"
"327179","Education"
"327179","Education"
"327180","Education"
"327181","Education"
"327182","Education"
"327184","Education"
"327188","Food-Production"
"327233","Miscellaneous Services"
"327245","Unclassified"
"327299","Miscellaneous Services"
"327353","Miscellaneous Services"
"327353","Miscellaneous Services"
"327358","Clothing"
"327380","Food-Production"
"327385","Miscellaneous Services"
"327387","Managerial"
"327388","Miscellaneous Services"
"327429","Building"
"327437","Education"
"327530","Food-Production"
"327531","Food-Production"
"327532","Food-Production"
"327561","Plastic Arts"
"327584","Education"
"327584","Education"
"327586","Miscellaneous Services"
"327586","Unclassified"
"327587","Food-Production"
"327588","Miscellaneous Services"
"327621","Miscellaneous Services"
"327645","Miscellaneous Services"
"327722","Building"
"327917","Finance"
"327919","Education"
"327921","Education"
"327929","Water-Management"
"327936","Miscellaneous Services"
"327937","Managerial"
"327938","Managerial"
"327938","Managerial"
"327938","Managerial"
"327940","Building"
"327943","Clothing"
"327944","Food-Production"
"327947","Education"
"327954","Miscellaneous Services"
"327958","Miscellaneous Services"
"327962","Metal-Working"
"327968","Building"
"327968","Building"
"327983","Finance"
"327984","Transport"
"327984","Building"
"327985","Metal-Working"
"327986","Metal-Working"
"327986","Metal-Working"
"327987","Clothing"
"327987","Clothing"
"327988","Food-Production"
"327989","Clothing"
"327991","Education"
"327996","Household Goods"
"328003","Food-Production"
"328007","Clothing"
"328008","Clothing"
"328015","Clothing"
"328017","Food-Production"
"328019","Building"
"328020","Building"
"328022","Miscellaneous Services"
"328023","Miscellaneous Services"
"328024","Miscellaneous Services"
"328024","Miscellaneous Services"
"328025","Miscellaneous Services"
"328026","Miscellaneous Services"
"328027","Building"
"328027","Miscellaneous Services"
"328029","Retail"
"328029","Miscellaneous Services"
"328029","Retail"
"328029","Managerial"
"328029","Managerial"
"328029","Managerial"
"328029","Managerial"
"328029","Managerial"
"328029","Managerial"
"328029","Managerial"
"328029","Managerial"
"328029","Managerial"
"328029","Managerial"
"328029","Managerial"
"328030","Retail"
"328031","Retail"
"328032","Clothing"
"328032","Retail"
"328033","Retail"
"328037","Miscellaneous Services"
"328041","Food-Retail"
"328041","Managerial"
"328044","Food-Production"
"328045","Metal-Working"
"328047","Building"
"328048","Performing Arts"
"328054","Education"
"328058","Clothing"
"328059","Miscellaneous Services"
"328061","Metal-Working"
"328062","Retail"
"328063","Retail"
"328064","Retail"
"328064","Retail"
"328065","Retail"
"328066","Retail"
"328069","Retail"
"328076","Metal-Working"
"328081","Household Goods"
"328088","Miscellaneous Services"
"328098","Performing Arts"
"328099","Performing Arts"
"328100","Managerial"
"328103","Miscellaneous Services"
"328108","Performing Arts"
"328114","Performing Arts"
"328118","Managerial"
"328119","Managerial"
"328120","Managerial"
"328123","Managerial"
"328125","Performing Arts"
"328127","Managerial"
"328133","Managerial"
"328134","Building"
"328238","Miscellaneous Services"
"328438","Unclassified"
"328442","Building"
"328578","Metal-Working"
"328604","Building"
"328679","Education"
"329021","Finance"
"329220","Metal-Working"
"329261","Metal-Working"
"329694","Miscellaneous Services"
"329694","Miscellaneous Services"
"329894","Plastic Arts"
"330333","Metal-Working"
"330427","Retail"
"330582","Metal-Working"
"330856","Retail"
"330878","Unclassified"
"330893","Managerial"
"330910","Managerial"
"330911","Managerial"
"330916","Managerial"
"330917","Managerial"
"330921","Education"
"330989","Managerial"
"330995","Managerial"
"331036","Managerial"
"331040","Metal-Working"
"331108","Education"
"331150","Miscellaneous Services"
"331194","Retail"
"331217","Retail"
"331275","Managerial"
"331355","Miscellaneous Services"
"331383","Building"
"331525","Food-Production"
"331526","Clothing"
"331542","Education"
"331543","Education"
"331552","Miscellaneous Services"
"331560","Metal-Working"
"331562","Household Goods"
"331571","Managerial"
"331572","Building"
"331575","Retail"
"331576","Retail"
"331577","Miscellaneous Services"
"331581","Miscellaneous Services"
"331584","Plastic Arts"
"331585","Performing Arts"
"331585","Performing Arts"
"331586","Miscellaneous Services"
"331587","Miscellaneous Services"
"331589","Metal-Working"
"331589","Metal-Working"
"331590","Retail"
"331594","Miscellaneous Services"
"331604","Managerial"
"331605","Managerial"
"331754","Building"
"332189","Food-Production"
"332227","Managerial"
"332305","Managerial"
"332531","Miscellaneous Services"
"332560","Metal-Working"
"332879","Metal-Working"
"332880","Metal-Working"
"333112","Managerial"
"333287","Retail"
"333333","Food-Production"
"333380","Building"
"333380","Building"
"333479","Miscellaneous Services"
"333588","Retail"
"333603","Miscellaneous Services"
"333751","Metal-Working"
"333752","Education"
"333754","Water-Management"
"333758","Managerial"
"333761","Clothing"
"333761","Clothing"
"333781","Miscellaneous Services"
"333875","Transport"
"336435","Retail"
"336436","Retail"
"336437","Retail"
"336449","Retail"
"336449","Household Goods"
"336450","Retail"
"336450","Household Goods"
"336451","Retail"
"336451","Household Goods"
"336452","Retail"
"336452","Household Goods"
"336453","Retail"
"336453","Household Goods"
"336454","Retail"
"336455","Retail"
"336456","Retail"
"336457","Retail"
"336458","Retail"
"336459","Retail"
"336460","Retail"
"336461","Retail"
"336462","Retail"
"336535","Retail"
"336536","Retail"
"336537","Retail"
"337019","Household Goods"
"337020","Household Goods"
"337021","Household Goods"
"337022","Household Goods"
"337023","Household Goods"
"337024","Household Goods"
"337025","Household Goods"
"337026","Household Goods"
"337027","Household Goods"
"339287","Retail"
"339288","Retail"
"339289","Retail"
"339290","Retail"
"341826","Household Goods"
"343047","Miscellaneous Services"
"343048","Miscellaneous Services"
"343049","Miscellaneous Services"
"343050","Miscellaneous Services"
"343449","Household Goods"
"345768","Managerial"
"345878","Miscellaneous Services"
"346725","Miscellaneous Services"
"347579","Household Goods"
"347853","Managerial"
"347941","Household Goods"
"349283","Household Goods"
"349317","Household Goods"
"349318","Household Goods"
"349319","Household Goods"
"349320","Household Goods"
"349449","Household Goods"
"349450","Household Goods"
"349451","Household Goods"
"349452","Household Goods"
"349453","Household Goods"
"349454","Household Goods"
"349455","Household Goods"
"349456","Household Goods"
"349457","Household Goods"
"349458","Household Goods"
"349459","Household Goods"
"349460","Household Goods"
"349461","Household Goods"
"349462","Household Goods"
"349956","Clothing"
"350277","Household Goods"
"352764","Food-Production"
"352770","Education"
"352775","Clothing"
"352777","Miscellaneous Services"
"352828","Managerial"
"352902","Miscellaneous Services"
"352927","Miscellaneous Services"
"352928","Miscellaneous Services"
"352935","Miscellaneous Services"
"352936","Miscellaneous Services"
"352939","Managerial"
"352941","Miscellaneous Services"
"352948","Miscellaneous Services"
"352949","Miscellaneous Services"
"353377","Miscellaneous Services"
"353382","Miscellaneous Services"
"353397","Metal-Working"
"353398","Metal-Working"
"353399","Metal-Working"
"353421","Miscellaneous Services"
"353543","Transport"
"353629","Managerial"
"353630","Managerial"
"353631","Managerial"
"353784","Finance"
"354120","Clothing"
"354126","Education"
"354314","Miscellaneous Services"
"354316","Food-Production"
"354386","Managerial"
"354393","Managerial"
"354463","Building"
"354671","Managerial"
"354711","Miscellaneous Services"
"354717","Retail"
"354733","Miscellaneous Services"
"355366","Metal-Working"
"355379","Retail"
"355409","Education"
"355433","Unclassified"
"355443","Education"
"355485","Unclassified"
"355490","Food-Production"
"355495","Education"
"355513","Managerial"
"355557","Education"
"355587","Food-Production"
"355722","Metal-Working"
"355722","Metal-Working"
"355722","Education"
"355722","Education"
"355722","Managerial"
"355727","Transport"
"355740","Food-Production"
"355759","Metal-Working"
"355775","Retail"
"355775","Retail"
"355775","Household Goods"
"355775","Household Goods"
"355817","Miscellaneous Services"
"355852","Managerial"
"355882","Managerial"
"355883","Metal-Working"
"356573","Managerial"
"356574","Managerial"
"356582","Miscellaneous Services"
"357094","Building"
"357115","Building"
"357671","Food-Production"
"358094","Building"
"358094","Building"
"358099","Building"
"358140","Building"
"358260","Building"
"358425","Building"
"358451","Building"
"358454","Building"
"358456","Building"
"358483","Building"
"358488","Building"
"358563","Building"
"358589","Building"
"358601","Building"
"358698","Miscellaneous Services"
"359187","Building"
"359187","Unclassified"
"360088","Building"
"360995","Food-Production"
"361134","Miscellaneous Services"
"361262","Building"
"361393","Building"
"361601","Finance"
"361602","Education"
"362014","Miscellaneous Services"
"362080","Managerial"
"362578","Managerial"
"362603","Transport"
"362720","Building"
"362960","Building"
"362987","Building"
"363003","Building"
"363008","Building"
"363011","Building"
"363013","Miscellaneous Services"
"363698","Building"
"364090","Building"
"365380","Clothing"
"365609","Miscellaneous Services"
"367374","Building"
"367559","Building"
"367568","Building"
"368172","Building"
"368323","Building"
"368415","Miscellaneous Services"
"368527","Building"
"368804","Building"
"369609","Food-Production"
"372138","Food-Production"
"372519","Building"
"372532","Food-Production"
"373255","Building"
"373278","Building"
"373496","Unclassified"
"373510","Building"
"373550","Building"
"373584","Building"
"373734","Managerial"
"374011","Unclassified"
"374327","Metal-Working"
"374383","Building"
"374610","Building"
"374629","Building"
"374643","Building"
"374730","Building"
"375548","Building"
"375584","Food-Production"
"375593","Building"
"375933","Metal-Working"
"375935","Building"
"376053","Food-Production"
"376154","Building"
"376247","Finance"
"376435","Plastic Arts"
"376435","Clothing"
"376439","Building"
"376440","Plastic Arts"
"376914","Building"
"377067","Managerial"
"379217","Food-Production"
"379534","Miscellaneous Services"
"379562","Building"
"379822","Metal-Working"
"379841","Retail"
"380400","Miscellaneous Services"
"380936","Building"
"381090","Clothing"
"382181","Building"
"382248","Miscellaneous Services"
"382537","Miscellaneous Services"
"382688","Miscellaneous Services"
"382820","Building"
"382937","Food-Production"
"383068","Building"
"383339","Miscellaneous Services"
"383355","Building"
"383563","Building"
"383565","Miscellaneous Services"
"383692","Food-Production"
"384180","Miscellaneous Services"
"384297","Building"
"384566","Building"
"384598","Miscellaneous Services"
"384679","Miscellaneous Services"
"384767","Clothing"
"384866","Metal-Working"
"385046","Building"
"385063","Miscellaneous Services"
"385151","Building"
"385151","Building"
"385151","Building"
"385433","Miscellaneous Services"
"385476","Building"
"385518","Food-Production"
"386232","Clothing"
"386244","Building"
"386269","Building"
"386430","Building"
"386510","Building"
"386513","Metal-Working"
"386544","Performing Arts"
"387161","Household Goods"
"387209","Miscellaneous Services"
"387699","Building"
"387699","Building"
"387699","Building"
"387966","Metal-Working"
"388646","Miscellaneous Services"
"388795","Building"
"388932","Building"
"389895","Death-care sector"
"391045","Building"
"391058","Building"
"391128","Building"
"391265","Food-Production"
"391632","Food-Retail"
"391991","Building"
"392850","Building"
"393733","Building"
"393758","Food-Production"
"394252","Building"
"395347","Miscellaneous Services"
"395471","Miscellaneous Services"
"395758","Retail"
"396268","Building"
"396273","Building"
"396307","Education"
"397060","Miscellaneous Services"
"397410","Managerial"
"397433","Building"
"398110","Education"
"398141","Miscellaneous Services"
"398441","Retail"
"398450","Metal-Working"
"398459","Education"
"398459","Education"
"398460","Metal-Working"
"398460","Education"
"398461","Education"
"398465","Performing Arts"
"398471","Retail"
"398472","Retail"
"398473","Retail"
"398695","Miscellaneous Services"
"398717","Clothing"
"398724","Managerial"
"398844","Food-Production"
"398844","Clothing"
"398873","Metal-Working"
"399125","Education"
"399132","Metal-Working"
"399133","Metal-Working"
"399133","Water-Management"
"399703","Metal-Working"
"399725","Food-Retail"
"399737","Managerial"
"399758","Managerial"
"399794","Miscellaneous Services"
"399819","Miscellaneous Services"
"400031","Managerial"
"400084","Metal-Working"
"400085","Metal-Working"
"400087","Metal-Working"
"400091","Household Goods"
"400093","Metal-Working"
"400380","Transport"
"400382","Miscellaneous Services"
"400385","Food-Retail"
"400549","Unclassified"
"400962","Plastic Arts"
"401126","Miscellaneous Services"
"401323","Miscellaneous Services"
"401372","Miscellaneous Services"
"401415","Miscellaneous Services"
"401519","Managerial"
"401519","Food-Production"
"401547","Miscellaneous Services"
"401757","Metal-Working"
"401787","Managerial"
"401828","Finance"
"401837","Performing Arts"
"402064","Managerial"
"402234","Metal-Working"
"402234","Metal-Working"
"402268","Plastic Arts"
"402268","Plastic Arts"
"402512","Miscellaneous Services"
"402554","Miscellaneous Services"
"402676","Clothing"
"402809","Miscellaneous Services"
"402934","Metal-Working"
"402965","Finance"
"402965","Managerial"
"402979","Retail"
"403043","Retail"
"403073","Food-Production"
"403117","Food-Production"
"403249","Water-Management"
"403256","Managerial"
"403286","Building"
"404285","Retail"
"404286","Retail"
"404481","Performing Arts"
"404528","Education"
"404528","Education"
"404528","Education"
"404544","Retail"
"404545","Retail"
"404546","Retail"
"404547","Retail"
"404583","Metal-Working"
"404690","Managerial"
"404699","Retail"
"404788","Miscellaneous Services"
"404847","Clothing"
"404847","Clothing"
"404875","Miscellaneous Services"
"404902","Plastic Arts"
"404932","Managerial"
"404951","Miscellaneous Services"
"404988","Household Goods"
"405123","Managerial"
"405128","Managerial"
"405130","Managerial"
"405130","Managerial"
"405131","Building"
"405131","Managerial"
"405131","Managerial"
"405131","Managerial"
"405131","Managerial"
"405131","Managerial"
"405132","Managerial"
"405139","Building"
"405156","Managerial"
"405156","Managerial"
"405156","Managerial"
"405157","Managerial"
"405169","Metal-Working"
"405220","Plastic Arts"
"405272","Managerial"
"405439","Performing Arts"
"405646","Managerial"
"405646","Unclassified"
"405672","Managerial"
"405746","Managerial"
"405774","Managerial"
"405774","Managerial"
"405809","Managerial"
"405809","Managerial"
"405894","Miscellaneous Services"
"405942","Performing Arts"
"405943","Unclassified"
"405957","Unclassified"
"405977","Building"
"405978","Building"
"405982","Building"
"406097","Managerial"
"406098","Unclassified"
"406121","Managerial"
"406227","Managerial"
"406229","Clothing"
"406229","Retail"
"406229","Clothing"
"406259","Miscellaneous Services"
"406309","Metal-Working"
"406434","Building"
"406434","Managerial"
"406435","Building"
"406435","Clothing"
"406436","Managerial"
"406440","Building"
"406443","Finance"
"406521","Food-Production"
"406612","Unclassified"
"406619","Managerial"
"406633","Unclassified"
"406637","Managerial"
"406642","Metal-Working"
"406645","Managerial"
"406654","Miscellaneous Services"
"406672","Miscellaneous Services"
"406673","Water-Management"
"406674","Food-Production"
"406676","Building"
"406820","Household Goods"
"406888","Metal-Working"
"407030","Performing Arts"
"407030","Unclassified"
"407031","Unclassified"
"407034","Managerial"
"407089","Unclassified"
"407200","Managerial"
"407201","Managerial"
"407207","Unclassified"
"407209","Unclassified"
"407216","Managerial"
"407216","Managerial"
"407223","Managerial"
"407235","Education"
"407240","Miscellaneous Services"
"407243","Unclassified"
"407246","Clothing"
"407247","Clothing"
"407248","Miscellaneous Services"
"407333","Managerial"
"407342","Unclassified"
"407347","Unclassified"
"407447","Retail"
"407450","Managerial"
"407590","Managerial"
"407590","Managerial"
"407611","Unclassified"
"407612","Unclassified"
"407613","Metal-Working"
"407613","Metal-Working"
"407618","Metal-Working"
"407621","Metal-Working"
"407845","Miscellaneous Services"
"407901","Finance"
"407902","Finance"
"407903","Finance"
"407904","Finance"
"407923","Performing Arts"
"407956","Finance"
"407981","Miscellaneous Services"
"408052","Metal-Working"
"408052","Performing Arts"
"408055","Metal-Working"
"408184","Managerial"
"408190","Unclassified"
"408271","Unclassified"
"408273","Miscellaneous Services"
"408274","Clothing"
"408275","Miscellaneous Services"
"408308","Finance"
"408331","Miscellaneous Services"
"408357","Managerial"
"408358","Managerial"
"408359","Managerial"
"408362","Managerial"
"408364","Managerial"
"408365","Unclassified"
"408369","Managerial"
"408373","Managerial"
"408373","Unclassified"
"408513","Managerial"
"408558","Building"
"408678","Managerial"
"408690","Managerial"
"408693","Managerial"
"408700","Clothing"
"408802","Performing Arts"
"408887","Building"
"408894","Retail"
"408894","Retail"
"408907","Food-Production"
"408939","Food-Production"
"408981","Performing Arts"
"409011","Managerial"
"409134","Metal-Working"
"409137","Managerial"
"409137","Managerial"
"409139","Unclassified"
"409172","Clothing"
"409240","Finance"
"409318","Managerial"
"409393","Performing Arts"
"409420","Managerial"
"409462","Performing Arts"
"409549","Unclassified"
"409550","Metal-Working"
"409560","Performing Arts"
"409569","Managerial"
"409576","Food-Production"
"409682","Miscellaneous Services"
"409695","Metal-Working"
"409755","Metal-Working"
"409900","Metal-Working"
