"","province","s_it","g_it","a_it","r_it","eci"
"2980","Noricum",2,1,5,5,-0.00525513189767299
"2981","Pannonia Inferior",2,1,5,5,-0.00338124158754914
"2982","Latium et Campania (Regio I)",2,1,5,5,0.0230540553950112
"2983","Umbria (Regio VI)",2,1,5,5,0.152013851648736
"2984","Mauretania Tingitana",2,1,5,5,0.156022858901
"2985","Samnium (Regio IV)",2,1,5,5,0.166975695195628
"2986","Liguria (Regio IX)",2,1,5,5,0.181467667278888
"2987","Syria",2,1,5,5,0.381891898057677
"2988","Bruttium et Lucania (Regio III)",2,1,5,5,0.480981167423689
"2989","Picenum (Regio V)",2,1,5,5,0.496389012880728
"2990","Galatia",2,1,5,5,0.513062976891257
"2991","Numidia",2,1,5,5,0.674708046026806
"2992","Achaia",2,1,5,5,0.726209595073324
"2993","Mauretania Caesariensis",2,1,5,5,0.784595692508556
"2994","Etruria (Regio VII)",2,1,5,5,1.06087683788087
"2995","Asia",2,1,5,5,1.07807797079391
"2996","Macedonia",2,1,5,5,1.1685107934063
"2997","Sicilia",2,1,5,5,1.37388102736777
"2998","Baetica",2,1,5,5,1.74568832251084
"2999","Dacia",2,1,5,5,1.84035733695071
"3000","Africa Proconsularis",2,1,5,5,2.45261411906405
"3001","Germania Superior",2,2,1,1,-1.61937212025839
"3002","Germania Inferior",2,2,1,1,-1.44698326206711
"3003","Lusitania",2,2,1,1,-1.39697994128438
"3004","Belgica",2,2,1,1,-1.25569003688968
"3005","Pannonia Superior",2,2,1,1,-1.23245090101338
"3006","Aquitania",2,2,1,1,-1.22772279756867
"3007","Transpadana (Regio XI)",2,2,1,1,-1.19032543122558
"3008","Dalmatia",2,2,1,1,-1.01864101044797
"3009","Britannia",2,2,1,1,-0.999332724387284
"3010","Lugdunensis",2,2,1,1,-0.777810175107404
"3011","Moesia Superior",2,2,1,1,-0.632769859164267
"3012","Narbonensis",2,2,1,1,-0.610273497408234
"3013","Venetia et Histria (Regio X)",2,2,1,1,-0.599706799235283
"3014","Sardinia",2,2,1,1,-0.527856479365547
"3015","Moesia Inferior",2,2,1,1,-0.4632588074178
"3016","Hispania Citerior",2,2,1,1,-0.406125974891923
"3017","Noricum",2,2,1,1,-0.335290183532109
"3018","Raetia",2,2,1,1,-0.301135995649751
"3019","Pannonia Inferior",2,2,1,1,-0.210765587312559
"3020","Aemilia (Regio VIII)",2,2,1,1,0.00489421017568782
"3021","Mauretania Tingitana",2,2,1,1,0.0120843375853717
"3022","Umbria (Regio VI)",2,2,1,1,0.0411217199956217
"3023","Apulia et Calabria (Regio II)",2,2,1,1,0.0750827940066232
"3024","Liguria (Regio IX)",2,2,1,1,0.333307051873205
"3025","Galatia",2,2,1,1,0.379729670219938
"3026","Syria",2,2,1,1,0.429885580916935
"3027","Samnium (Regio IV)",2,2,1,1,0.443746242424907
"3028","Etruria (Regio VII)",2,2,1,1,0.456758782983519
"3029","Numidia",2,2,1,1,0.475229808686795
"3030","Mauretania Caesariensis",2,2,1,1,0.692040107696851
"3031","Bruttium et Lucania (Regio III)",2,2,1,1,0.720077212314603
"3032","Picenum (Regio V)",2,2,1,1,0.836011895372379
"3033","Achaia",2,2,1,1,0.897470351044956
"3034","Asia",2,2,1,1,0.917376642755935
"3035","Dacia",2,2,1,1,0.930994689374964
"3036","Sicilia",2,2,1,1,1.22378480532927
"3037","Macedonia",2,2,1,1,1.23016604993221
"3038","Baetica",2,2,1,1,1.3610539592265
"3039","Africa Proconsularis",2,2,1,1,2.38210859585045
"3040","Latium et Campania (Regio I)",2,2,1,1,2.4095670764606
"3041","Lusitania",2,2,1,2,-1.95262450599965
"3042","Germania Superior",2,2,1,2,-1.38227286882367
"3043","Germania Inferior",2,2,1,2,-1.25465358624052
"3044","Transpadana (Regio XI)",2,2,1,2,-1.12632960231452
"3045","Aquitania",2,2,1,2,-1.07621205052111
"3046","Venetia et Histria (Regio X)",2,2,1,2,-1.02069605546516
"3047","Pannonia Superior",2,2,1,2,-1.0043087852949
"3048","Belgica",2,2,1,2,-0.904221295597756
"3049","Britannia",2,2,1,2,-0.789576833585374
"3050","Hispania Citerior",2,2,1,2,-0.738091851508907
"3051","Dalmatia",2,2,1,2,-0.615562718239877
"3052","Lugdunensis",2,2,1,2,-0.576363071641976
"3053","Moesia Superior",2,2,1,2,-0.553579605976335
"3054","Sardinia",2,2,1,2,-0.479108714609594
"3055","Moesia Inferior",2,2,1,2,-0.424801666906893
"3056","Noricum",2,2,1,2,-0.321807254685271
"3057","Narbonensis",2,2,1,2,-0.288747538288514
"3058","Aemilia (Regio VIII)",2,2,1,2,-0.255801267402375
"3059","Pannonia Inferior",2,2,1,2,-0.251454051309215
"3060","Raetia",2,2,1,2,-0.250452209616946
"3061","Apulia et Calabria (Regio II)",2,2,1,2,-0.150118754578922
"3062","Umbria (Regio VI)",2,2,1,2,-0.114062645645877
"3063","Mauretania Tingitana",2,2,1,2,-0.0856891796602334
"3064","Liguria (Regio IX)",2,2,1,2,0.0852204805146262
"3065","Etruria (Regio VII)",2,2,1,2,0.259257595188223
"3066","Samnium (Regio IV)",2,2,1,2,0.262424665782899
"3067","Galatia",2,2,1,2,0.293818847307632
"3068","Syria",2,2,1,2,0.39510125480512
"3069","Bruttium et Lucania (Regio III)",2,2,1,2,0.396976838597029
"3070","Picenum (Regio V)",2,2,1,2,0.498038380836518
"3071","Numidia",2,2,1,2,0.674339278349278
"3072","Achaia",2,2,1,2,0.734428575386973
"3073","Mauretania Caesariensis",2,2,1,2,0.749341344718001
"3074","Asia",2,2,1,2,1.02783123216505
"3075","Dacia",2,2,1,2,1.07891375113422
"3076","Macedonia",2,2,1,2,1.1571204209351
"3077","Sicilia",2,2,1,2,1.18094586077104
"3078","Baetica",2,2,1,2,1.68660767465885
"3079","Africa Proconsularis",2,2,1,2,2.40278127993621
"3080","Latium et Campania (Regio I)",2,2,1,2,2.73338863282682
"3081","Germania Superior",2,2,1,3,-1.89717926630982
"3082","Germania Inferior",2,2,1,3,-1.51827012283904
"3083","Lusitania",2,2,1,3,-1.47975386019855
"3084","Belgica",2,2,1,3,-1.34730625321361
"3085","Aquitania",2,2,1,3,-1.28844866351245
"3086","Transpadana (Regio XI)",2,2,1,3,-1.2778701163046
"3087","Pannonia Superior",2,2,1,3,-1.05068362882226
"3088","Britannia",2,2,1,3,-1.02604407202578
"3089","Lugdunensis",2,2,1,3,-0.911759376621353
"3090","Narbonensis",2,2,1,3,-0.901156057233383
"3091","Dalmatia",2,2,1,3,-0.716572633869866
"3092","Sardinia",2,2,1,3,-0.61820862743209
"3093","Moesia Superior",2,2,1,3,-0.606046683177707
"3094","Venetia et Histria (Regio X)",2,2,1,3,-0.543719645336376
"3095","Raetia",2,2,1,3,-0.321279802171405
"3096","Moesia Inferior",2,2,1,3,-0.297231769509465
"3097","Noricum",2,2,1,3,-0.210152689399017
"3098","Hispania Citerior",2,2,1,3,-0.198347100036203
"3099","Pannonia Inferior",2,2,1,3,-0.178105194352142
"3100","Apulia et Calabria (Regio II)",2,2,1,3,-0.0686142423144359
"3101","Mauretania Tingitana",2,2,1,3,0.0175185439565207
"3102","Umbria (Regio VI)",2,2,1,3,0.110746104195754
"3103","Samnium (Regio IV)",2,2,1,3,0.262509056097358
"3104","Aemilia (Regio VIII)",2,2,1,3,0.324230059359899
"3105","Numidia",2,2,1,3,0.325415270750976
"3106","Galatia",2,2,1,3,0.387920190533071
"3107","Liguria (Regio IX)",2,2,1,3,0.402340953552224
"3108","Syria",2,2,1,3,0.495683857519211
"3109","Bruttium et Lucania (Regio III)",2,2,1,3,0.569880530881182
"3110","Mauretania Caesariensis",2,2,1,3,0.604917386521759
"3111","Picenum (Regio V)",2,2,1,3,0.770862352364607
"3112","Achaia",2,2,1,3,0.772916080501428
"3113","Asia",2,2,1,3,0.936162662156562
"3114","Etruria (Regio VII)",2,2,1,3,1.14934610249934
"3115","Macedonia",2,2,1,3,1.1581871646033
"3116","Sicilia",2,2,1,3,1.20471362338331
"3117","Latium et Campania (Regio I)",2,2,1,3,1.51222173477177
"3118","Dacia",2,2,1,3,1.55235855303185
"3119","Baetica",2,2,1,3,1.717683604532
"3120","Africa Proconsularis",2,2,1,3,2.18113597346742
"3121","Germania Superior",2,2,1,4,-1.82127303096491
"3122","Lusitania",2,2,1,4,-1.51916866342158
"3123","Germania Inferior",2,2,1,4,-1.50768359831184
"3124","Belgica",2,2,1,4,-1.30522763498257
"3125","Aquitania",2,2,1,4,-1.28256930191133
"3126","Transpadana (Regio XI)",2,2,1,4,-1.2682652617247
"3127","Pannonia Superior",2,2,1,4,-1.06007783866973
"3128","Britannia",2,2,1,4,-1.02147509836375
"3129","Lugdunensis",2,2,1,4,-0.872588812996553
"3130","Narbonensis",2,2,1,4,-0.740207657886351
"3131","Dalmatia",2,2,1,4,-0.724097322831023
"3132","Sardinia",2,2,1,4,-0.608777342480735
"3133","Moesia Superior",2,2,1,4,-0.608004378871439
"3134","Venetia et Histria (Regio X)",2,2,1,4,-0.549904363390516
"3135","Moesia Inferior",2,2,1,4,-0.337931693445156
"3136","Raetia",2,2,1,4,-0.312996317225477
"3137","Noricum",2,2,1,4,-0.239605150686221
"3138","Hispania Citerior",2,2,1,4,-0.238610126550701
"3139","Pannonia Inferior",2,2,1,4,-0.214913142852481
"3140","Apulia et Calabria (Regio II)",2,2,1,4,-0.115853444059797
"3141","Mauretania Tingitana",2,2,1,4,-0.0105461445973675
"3142","Umbria (Regio VI)",2,2,1,4,0.0614152294968156
"3143","Samnium (Regio IV)",2,2,1,4,0.238882206166193
"3144","Aemilia (Regio VIII)",2,2,1,4,0.262119010307029
"3145","Numidia",2,2,1,4,0.327026355900396
"3146","Galatia",2,2,1,4,0.348995066934283
"3147","Liguria (Regio IX)",2,2,1,4,0.375892921663296
"3148","Syria",2,2,1,4,0.472216871396701
"3149","Bruttium et Lucania (Regio III)",2,2,1,4,0.533744723238166
"3150","Mauretania Caesariensis",2,2,1,4,0.681952902298811
"3151","Achaia",2,2,1,4,0.742931178369243
"3152","Picenum (Regio V)",2,2,1,4,0.800136148248939
"3153","Asia",2,2,1,4,0.913048246544571
"3154","Etruria (Regio VII)",2,2,1,4,1.07074832031741
"3155","Macedonia",2,2,1,4,1.1268936122033
"3156","Sicilia",2,2,1,4,1.16449177503418
"3157","Dacia",2,2,1,4,1.41386779722237
"3158","Latium et Campania (Regio I)",2,2,1,4,1.74777053498356
"3159","Baetica",2,2,1,4,1.8424999508589
"3160","Africa Proconsularis",2,2,1,4,2.2351434750401
"3161","Germania Superior",2,2,1,5,-1.82339991610446
"3162","Germania Inferior",2,2,1,5,-1.52492858634799
"3163","Lusitania",2,2,1,5,-1.4740465166624
"3164","Belgica",2,2,1,5,-1.33199951993698
"3165","Aquitania",2,2,1,5,-1.29592340334963
"3166","Transpadana (Regio XI)",2,2,1,5,-1.25506470090345
"3167","Pannonia Superior",2,2,1,5,-1.08368787410391
"3168","Britannia",2,2,1,5,-1.0390528070502
"3169","Lugdunensis",2,2,1,5,-0.904112823706719
"3170","Dalmatia",2,2,1,5,-0.743299715240898
"3171","Narbonensis",2,2,1,5,-0.724079020423542
"3172","Moesia Superior",2,2,1,5,-0.62211656948097
"3173","Sardinia",2,2,1,5,-0.620641101447039
"3174","Venetia et Histria (Regio X)",2,2,1,5,-0.473596735553713
"3175","Moesia Inferior",2,2,1,5,-0.352676996864411
"3176","Raetia",2,2,1,5,-0.320756782224393
"3177","Noricum",2,2,1,5,-0.245922013503571
"3178","Hispania Citerior",2,2,1,5,-0.219919090525794
"3179","Pannonia Inferior",2,2,1,5,-0.208725104196449
"3180","Apulia et Calabria (Regio II)",2,2,1,5,-0.117544477620825
"3181","Mauretania Tingitana",2,2,1,5,-0.0276691146397775
"3182","Umbria (Regio VI)",2,2,1,5,0.232525707211935
"3183","Samnium (Regio IV)",2,2,1,5,0.236133990709618
"3184","Aemilia (Regio VIII)",2,2,1,5,0.257348412621099
"3185","Galatia",2,2,1,5,0.329542055294467
"3186","Numidia",2,2,1,5,0.339087305671933
"3187","Liguria (Regio IX)",2,2,1,5,0.371932154014727
"3188","Syria",2,2,1,5,0.443657594287448
"3189","Bruttium et Lucania (Regio III)",2,2,1,5,0.54021082964848
"3190","Mauretania Caesariensis",2,2,1,5,0.668565981645493
"3191","Achaia",2,2,1,5,0.742962899759821
"3192","Picenum (Regio V)",2,2,1,5,0.794860306027982
"3193","Asia",2,2,1,5,0.922970378946771
"3194","Etruria (Regio VII)",2,2,1,5,1.0672073707339
"3195","Macedonia",2,2,1,5,1.09835772058454
"3196","Sicilia",2,2,1,5,1.15385238453874
"3197","Dacia",2,2,1,5,1.34162527962645
"3198","Latium et Campania (Regio I)",2,2,1,5,1.79019575645131
"3199","Baetica",2,2,1,5,1.8122576939097
"3200","Africa Proconsularis",2,2,1,5,2.26586904820271
"3201","Germania Superior",2,2,2,1,-1.56155683048745
"3202","Lusitania",2,2,2,1,-1.4691926979377
"3203","Germania Inferior",2,2,2,1,-1.34741488082038
"3204","Pannonia Superior",2,2,2,1,-1.17320626617784
"3205","Transpadana (Regio XI)",2,2,2,1,-1.1577600815825
"3206","Aquitania",2,2,2,1,-1.01945919665136
"3207","Belgica",2,2,2,1,-1.01009933533429
"3208","Dalmatia",2,2,2,1,-0.926265859553706
"3209","Britannia",2,2,2,1,-0.865270327594274
"3210","Narbonensis",2,2,2,1,-0.831566676141613
"3211","Venetia et Histria (Regio X)",2,2,2,1,-0.785273169957426
"3212","Lugdunensis",2,2,2,1,-0.673048871818908
"3213","Moesia Superior",2,2,2,1,-0.575747367754531
"3214","Hispania Citerior",2,2,2,1,-0.498648900829187
"3215","Moesia Inferior",2,2,2,1,-0.494009148962957
"3216","Sardinia",2,2,2,1,-0.457005298456033
"3217","Pannonia Inferior",2,2,2,1,-0.404363398004559
"3218","Aemilia (Regio VIII)",2,2,2,1,-0.316402627875566
"3219","Noricum",2,2,2,1,-0.271510371948193
"3220","Raetia",2,2,2,1,-0.253985341078538
"3221","Apulia et Calabria (Regio II)",2,2,2,1,-0.124613730200165
"3222","Umbria (Regio VI)",2,2,2,1,-0.0540043141754564
"3223","Mauretania Tingitana",2,2,2,1,-0.00334868614005563
"3224","Liguria (Regio IX)",2,2,2,1,0.202854560878376
"3225","Galatia",2,2,2,1,0.363533984651053
"3226","Syria",2,2,2,1,0.366979513327722
"3227","Etruria (Regio VII)",2,2,2,1,0.393906290582357
"3228","Samnium (Regio IV)",2,2,2,1,0.459343912466427
"3229","Numidia",2,2,2,1,0.602818684573662
"3230","Bruttium et Lucania (Regio III)",2,2,2,1,0.663926277112863
"3231","Picenum (Regio V)",2,2,2,1,0.707364042529763
"3232","Mauretania Caesariensis",2,2,2,1,0.768161186402081
"3233","Dacia",2,2,2,1,0.779471921378542
"3234","Achaia",2,2,2,1,0.911253988887267
"3235","Asia",2,2,2,1,1.09963782819258
"3236","Macedonia",2,2,2,1,1.22730070317772
"3237","Sicilia",2,2,2,1,1.31042529037289
"3238","Baetica",2,2,2,1,1.39773929461919
"3239","Latium et Campania (Regio I)",2,2,2,1,2.48239246395635
"3240","Africa Proconsularis",2,2,2,1,2.53664343637384
"3241","Germania Superior",2,2,2,2,-1.75987284080617
"3242","Germania Inferior",2,2,2,2,-1.4663442376518
"3243","Lusitania",2,2,2,2,-1.38231776832358
"3244","Belgica",2,2,2,2,-1.28714776735793
"3245","Pannonia Superior",2,2,2,2,-1.24560022799518
"3246","Transpadana (Regio XI)",2,2,2,2,-1.22401920980506
"3247","Aquitania",2,2,2,2,-1.08414775079211
"3248","Britannia",2,2,2,2,-1.00548173526803
"3249","Dalmatia",2,2,2,2,-0.986690088979263
"3250","Narbonensis",2,2,2,2,-0.951715764949359
"3251","Lugdunensis",2,2,2,2,-0.848024640130812
"3252","Moesia Superior",2,2,2,2,-0.619995659741686
"3253","Venetia et Histria (Regio X)",2,2,2,2,-0.594791401550629
"3254","Sardinia",2,2,2,2,-0.548350609491665
"3255","Moesia Inferior",2,2,2,2,-0.41349500356172
"3256","Hispania Citerior",2,2,2,2,-0.37138807006998
"3257","Raetia",2,2,2,2,-0.300875458254974
"3258","Noricum",2,2,2,2,-0.25370232805974
"3259","Pannonia Inferior",2,2,2,2,-0.172377846486616
"3260","Apulia et Calabria (Regio II)",2,2,2,2,0.0204918340167912
"3261","Mauretania Tingitana",2,2,2,2,0.0212628530665288
"3262","Aemilia (Regio VIII)",2,2,2,2,0.0781704874671001
"3263","Umbria (Regio VI)",2,2,2,2,0.0964854567153644
"3264","Liguria (Regio IX)",2,2,2,2,0.335601944827314
"3265","Galatia",2,2,2,2,0.414141313276782
"3266","Samnium (Regio IV)",2,2,2,2,0.420029622468972
"3267","Syria",2,2,2,2,0.433664172627751
"3268","Numidia",2,2,2,2,0.474360966904066
"3269","Mauretania Caesariensis",2,2,2,2,0.683565385443357
"3270","Bruttium et Lucania (Regio III)",2,2,2,2,0.730397647255994
"3271","Etruria (Regio VII)",2,2,2,2,0.776769699369818
"3272","Picenum (Regio V)",2,2,2,2,0.790178935135446
"3273","Achaia",2,2,2,2,0.865557796439167
"3274","Asia",2,2,2,2,1.01919500353346
"3275","Dacia",2,2,2,2,1.12300422189206
"3276","Macedonia",2,2,2,2,1.2160219930943
"3277","Sicilia",2,2,2,2,1.26489920113991
"3278","Baetica",2,2,2,2,1.38545346648378
"3279","Latium et Campania (Regio I)",2,2,2,2,1.94191155404913
"3280","Africa Proconsularis",2,2,2,2,2.42517485406922
"3281","Germania Superior",2,2,2,3,-1.80522638990183
"3282","Lusitania",2,2,2,3,-1.49318493193786
"3283","Germania Inferior",2,2,2,3,-1.4656885690406
"3284","Transpadana (Regio XI)",2,2,2,3,-1.26710123964825
"3285","Aquitania",2,2,2,3,-1.26493079435922
"3286","Belgica",2,2,2,3,-1.24712765222165
"3287","Pannonia Superior",2,2,2,3,-1.05114928588894
"3288","Britannia",2,2,2,3,-0.976349893673637
"3289","Lugdunensis",2,2,2,3,-0.877190743212879
"3290","Narbonensis",2,2,2,3,-0.853986325151072
"3291","Dalmatia",2,2,2,3,-0.680309235432708
"3292","Venetia et Histria (Regio X)",2,2,2,3,-0.629811202193063
"3293","Moesia Superior",2,2,2,3,-0.598236386429938
"3294","Sardinia",2,2,2,3,-0.580241571044962
"3295","Moesia Inferior",2,2,2,3,-0.323377936318559
"3296","Raetia",2,2,2,3,-0.311831723297495
"3297","Hispania Citerior",2,2,2,3,-0.276434124443589
"3298","Noricum",2,2,2,3,-0.206213452026025
"3299","Pannonia Inferior",2,2,2,3,-0.177723460316625
"3300","Apulia et Calabria (Regio II)",2,2,2,3,-0.15797225403006
"3301","Mauretania Tingitana",2,2,2,3,-0.0117991610645774
"3302","Aemilia (Regio VIII)",2,2,2,3,0.013275655971791
"3303","Umbria (Regio VI)",2,2,2,3,0.0798358341707949
"3304","Samnium (Regio IV)",2,2,2,3,0.237964332358215
"3305","Liguria (Regio IX)",2,2,2,3,0.312614190488231
"3306","Galatia",2,2,2,3,0.355636462899782
"3307","Numidia",2,2,2,3,0.429510990661287
"3308","Syria",2,2,2,3,0.436686362055465
"3309","Bruttium et Lucania (Regio III)",2,2,2,3,0.534941507136332
"3310","Mauretania Caesariensis",2,2,2,3,0.715537055476171
"3311","Achaia",2,2,2,3,0.737842009516406
"3312","Picenum (Regio V)",2,2,2,3,0.755445695685124
"3313","Asia",2,2,2,3,0.949993368810532
"3314","Etruria (Regio VII)",2,2,2,3,1.05323069053871
"3315","Macedonia",2,2,2,3,1.13211901387274
"3316","Sicilia",2,2,2,3,1.19699113623026
"3317","Dacia",2,2,2,3,1.41516821177283
"3318","Baetica",2,2,2,3,1.71291158706072
"3319","Latium et Campania (Regio I)",2,2,2,3,1.85532495169134
"3320","Africa Proconsularis",2,2,2,3,2.3308572752368
"3321","Germania Superior",2,2,2,4,-1.76717291686109
"3322","Lusitania",2,2,2,4,-1.54714002432953
"3323","Germania Inferior",2,2,2,4,-1.50187201364634
"3324","Belgica",2,2,2,4,-1.33631687090373
"3325","Aquitania",2,2,2,4,-1.3047914154915
"3326","Transpadana (Regio XI)",2,2,2,4,-1.21690625564076
"3327","Pannonia Superior",2,2,2,4,-1.09759212363075
"3328","Britannia",2,2,2,4,-1.01022707669721
"3329","Lugdunensis",2,2,2,4,-0.892601231964969
"3330","Dalmatia",2,2,2,4,-0.741242598120279
"3331","Moesia Superior",2,2,2,4,-0.638764386480544
"3332","Sardinia",2,2,2,4,-0.620015099400738
"3333","Venetia et Histria (Regio X)",2,2,2,4,-0.570639563285294
"3334","Narbonensis",2,2,2,4,-0.510355208891104
"3335","Moesia Inferior",2,2,2,4,-0.351107051095334
"3336","Raetia",2,2,2,4,-0.327134240148199
"3337","Hispania Citerior",2,2,2,4,-0.290388203284998
"3338","Noricum",2,2,2,4,-0.246338277250747
"3339","Pannonia Inferior",2,2,2,4,-0.190448198740214
"3340","Apulia et Calabria (Regio II)",2,2,2,4,-0.0620017571096512
"3341","Mauretania Tingitana",2,2,2,4,-0.0331814445117929
"3342","Aemilia (Regio VIII)",2,2,2,4,0.0328641182812306
"3343","Samnium (Regio IV)",2,2,2,4,0.233152335629972
"3344","Umbria (Regio VI)",2,2,2,4,0.250470198354591
"3345","Liguria (Regio IX)",2,2,2,4,0.323956111702238
"3346","Galatia",2,2,2,4,0.3256312416075
"3347","Numidia",2,2,2,4,0.389099518290502
"3348","Syria",2,2,2,4,0.449946994390829
"3349","Bruttium et Lucania (Regio III)",2,2,2,4,0.524022323160024
"3350","Mauretania Caesariensis",2,2,2,4,0.621217338239774
"3351","Picenum (Regio V)",2,2,2,4,0.723859131807137
"3352","Achaia",2,2,2,4,0.745957478617692
"3353","Asia",2,2,2,4,0.968895094375317
"3354","Etruria (Regio VII)",2,2,2,4,1.07098862796645
"3355","Macedonia",2,2,2,4,1.13191944146322
"3356","Sicilia",2,2,2,4,1.15806990303179
"3357","Dacia",2,2,2,4,1.38035846840052
"3358","Baetica",2,2,2,4,1.68918969781964
"3359","Latium et Campania (Regio I)",2,2,2,4,2.00240128233856
"3360","Africa Proconsularis",2,2,2,4,2.23423665200779
"3361","Germania Superior",2,2,2,5,-1.69351522954901
"3362","Lusitania",2,2,2,5,-1.56465628866657
"3363","Germania Inferior",2,2,2,5,-1.48567212249413
"3364","Aquitania",2,2,2,5,-1.29340496220972
"3365","Belgica",2,2,2,5,-1.2928498349805
"3366","Transpadana (Regio XI)",2,2,2,5,-1.20409412030886
"3367","Pannonia Superior",2,2,2,5,-1.09919905978712
"3368","Britannia",2,2,2,5,-1.00242562957291
"3369","Lugdunensis",2,2,2,5,-0.855025434858811
"3370","Dalmatia",2,2,2,5,-0.744027085086062
"3371","Moesia Superior",2,2,2,5,-0.636103253966212
"3372","Sardinia",2,2,2,5,-0.608137043182404
"3373","Venetia et Histria (Regio X)",2,2,2,5,-0.562659791892972
"3374","Moesia Inferior",2,2,2,5,-0.384798538548829
"3375","Narbonensis",2,2,2,5,-0.370717665109351
"3376","Hispania Citerior",2,2,2,5,-0.321148887074499
"3377","Raetia",2,2,2,5,-0.317908015218847
"3378","Noricum",2,2,2,5,-0.271077067434595
"3379","Pannonia Inferior",2,2,2,5,-0.222328510393395
"3380","Apulia et Calabria (Regio II)",2,2,2,5,-0.107085585307625
"3381","Mauretania Tingitana",2,2,2,5,-0.0580022249649433
"3382","Aemilia (Regio VIII)",2,2,2,5,-0.0236188219437313
"3383","Umbria (Regio VI)",2,2,2,5,0.208587424106321
"3384","Samnium (Regio IV)",2,2,2,5,0.209877647131751
"3385","Galatia",2,2,2,5,0.288273159156477
"3386","Liguria (Regio IX)",2,2,2,5,0.301491066916559
"3387","Numidia",2,2,2,5,0.382187364890713
"3388","Syria",2,2,2,5,0.426528855213666
"3389","Bruttium et Lucania (Regio III)",2,2,2,5,0.4874605757793
"3390","Mauretania Caesariensis",2,2,2,5,0.688582401706525
"3391","Achaia",2,2,2,5,0.713395150517885
"3392","Picenum (Regio V)",2,2,2,5,0.75022150009305
"3393","Asia",2,2,2,5,0.938362127003707
"3394","Etruria (Regio VII)",2,2,2,5,0.995956260495027
"3395","Macedonia",2,2,2,5,1.09291069906764
"3396","Sicilia",2,2,2,5,1.11210119742555
"3397","Dacia",2,2,2,5,1.25081649926419
"3398","Baetica",2,2,2,5,1.81953548682551
"3399","Latium et Campania (Regio I)",2,2,2,5,2.18905972836754
"3400","Africa Proconsularis",2,2,2,5,2.26310802858968
"3401","Germania Superior",2,2,3,1,-1.5453235538358
"3402","Lusitania",2,2,3,1,-1.33608187753114
"3403","Germania Inferior",2,2,3,1,-1.28477747125934
"3404","Transpadana (Regio XI)",2,2,3,1,-1.16606779575476
"3405","Narbonensis",2,2,3,1,-1.14177633139825
"3406","Pannonia Superior",2,2,3,1,-1.12467726154304
"3407","Aquitania",2,2,3,1,-0.977429936278402
"3408","Belgica",2,2,3,1,-0.842322732753092
"3409","Dalmatia",2,2,3,1,-0.839795806560582
"3410","Britannia",2,2,3,1,-0.796355131443879
"3411","Venetia et Histria (Regio X)",2,2,3,1,-0.719517907472446
"3412","Lugdunensis",2,2,3,1,-0.658914310607828
"3413","Moesia Superior",2,2,3,1,-0.537743686573877
"3414","Moesia Inferior",2,2,3,1,-0.503238168252743
"3415","Hispania Citerior",2,2,3,1,-0.489971129653894
"3416","Sardinia",2,2,3,1,-0.450560140321347
"3417","Aemilia (Regio VIII)",2,2,3,1,-0.434042893864159
"3418","Pannonia Inferior",2,2,3,1,-0.406072368826254
"3419","Apulia et Calabria (Regio II)",2,2,3,1,-0.290880687260403
"3420","Noricum",2,2,3,1,-0.252486718146403
"3421","Raetia",2,2,3,1,-0.236635685734746
"3422","Umbria (Regio VI)",2,2,3,1,-0.0898513741245276
"3423","Mauretania Tingitana",2,2,3,1,0.0172104286988891
"3424","Liguria (Regio IX)",2,2,3,1,0.204762366798976
"3425","Syria",2,2,3,1,0.292789773224832
"3426","Etruria (Regio VII)",2,2,3,1,0.315942335083708
"3427","Galatia",2,2,3,1,0.328856232551589
"3428","Samnium (Regio IV)",2,2,3,1,0.437336617018341
"3429","Bruttium et Lucania (Regio III)",2,2,3,1,0.554225560587989
"3430","Picenum (Regio V)",2,2,3,1,0.604048410542865
"3431","Dacia",2,2,3,1,0.649098770743301
"3432","Numidia",2,2,3,1,0.662056054059845
"3433","Achaia",2,2,3,1,0.862333075916407
"3434","Mauretania Caesariensis",2,2,3,1,1.06173436330674
"3435","Asia",2,2,3,1,1.09140694256204
"3436","Macedonia",2,2,3,1,1.13505425584584
"3437","Sicilia",2,2,3,1,1.27573323050337
"3438","Baetica",2,2,3,1,1.37997198729866
"3439","Africa Proconsularis",2,2,3,1,2.56319632184057
"3440","Latium et Campania (Regio I)",2,2,3,1,2.68876624261294
"3441","Germania Superior",2,2,3,2,-1.63835620480821
"3442","Lusitania",2,2,3,2,-1.50194558559587
"3443","Germania Inferior",2,2,3,2,-1.38149292799904
"3444","Pannonia Superior",2,2,3,2,-1.18600975711272
"3445","Transpadana (Regio XI)",2,2,3,2,-1.18509792692718
"3446","Belgica",2,2,3,2,-1.08041678668584
"3447","Aquitania",2,2,3,2,-1.0735233473407
"3448","Narbonensis",2,2,3,2,-0.958985186997068
"3449","Dalmatia",2,2,3,2,-0.91986729923676
"3450","Britannia",2,2,3,2,-0.889905531770976
"3451","Venetia et Histria (Regio X)",2,2,3,2,-0.749027316489665
"3452","Lugdunensis",2,2,3,2,-0.699998390465679
"3453","Moesia Superior",2,2,3,2,-0.575527463214922
"3454","Hispania Citerior",2,2,3,2,-0.506695612974908
"3455","Sardinia",2,2,3,2,-0.501831015746033
"3456","Moesia Inferior",2,2,3,2,-0.449483046286655
"3457","Pannonia Inferior",2,2,3,2,-0.390444609351332
