"","province","s_it","g_it","a_it","r_it","eci"
"1639","Latium et Campania (Regio I)",1,2,4,1,1.71182178192658
"1640","Africa Proconsularis",1,2,4,1,2.58894880227631
"1641","Germania Superior",1,2,4,2,-1.98695168351662
"1642","Narbonensis",1,2,4,2,-1.71460212128242
"1643","Germania Inferior",1,2,4,2,-1.42114235582555
"1644","Pannonia Superior",1,2,4,2,-1.19895454638265
"1645","Transpadana (Regio XI)",1,2,4,2,-1.18881870942543
"1646","Lusitania",1,2,4,2,-1.07057532288151
"1647","Aquitania",1,2,4,2,-1.06689710779422
"1648","Belgica",1,2,4,2,-1.02677512841129
"1649","Lugdunensis",1,2,4,2,-0.927113464623868
"1650","Dalmatia",1,2,4,2,-0.783053757807923
"1651","Britannia",1,2,4,2,-0.702911847419504
"1652","Moesia Superior",1,2,4,2,-0.545203975110565
"1653","Sardinia",1,2,4,2,-0.502459641890765
"1654","Venetia et Histria (Regio X)",1,2,4,2,-0.43696460794023
"1655","Moesia Inferior",1,2,4,2,-0.370886880001239
"1656","Apulia et Calabria (Regio II)",1,2,4,2,-0.362041218797491
"1657","Pannonia Inferior",1,2,4,2,-0.343312092822386
"1658","Raetia",1,2,4,2,-0.283356348616568
"1659","Hispania Citerior",1,2,4,2,-0.229148067754444
"1660","Noricum",1,2,4,2,-0.128631842344446
"1661","Aemilia (Regio VIII)",1,2,4,2,-0.0232050134610713
"1662","Mauretania Tingitana",1,2,4,2,0.0999089010653845
"1663","Syria",1,2,4,2,0.217288206662683
"1664","Umbria (Regio VI)",1,2,4,2,0.234103698697436
"1665","Samnium (Regio IV)",1,2,4,2,0.270954654028295
"1666","Liguria (Regio IX)",1,2,4,2,0.339351917662701
"1667","Galatia",1,2,4,2,0.411724904934565
"1668","Numidia",1,2,4,2,0.509044185983581
"1669","Bruttium et Lucania (Regio III)",1,2,4,2,0.700040190712437
"1670","Picenum (Regio V)",1,2,4,2,0.712216195532708
"1671","Mauretania Caesariensis",1,2,4,2,0.803232657310456
"1672","Latium et Campania (Regio I)",1,2,4,2,0.851380243176395
"1673","Achaia",1,2,4,2,0.90611971982788
"1674","Dacia",1,2,4,2,1.10340940852365
"1675","Macedonia",1,2,4,2,1.13805641073071
"1676","Etruria (Regio VII)",1,2,4,2,1.25101296619947
"1677","Asia",1,2,4,2,1.32171527269503
"1678","Sicilia",1,2,4,2,1.32206389470607
"1679","Baetica",1,2,4,2,1.47921493705605
"1680","Africa Proconsularis",1,2,4,2,2.64216736860468
"1681","Germania Superior",1,2,4,3,-2.06611611478936
"1682","Narbonensis",1,2,4,3,-2.00358048482228
"1683","Germania Inferior",1,2,4,3,-1.35674297611515
"1684","Transpadana (Regio XI)",1,2,4,3,-1.25299160597687
"1685","Lusitania",1,2,4,3,-1.11346755757591
"1686","Aquitania",1,2,4,3,-1.10579698450909
"1687","Belgica",1,2,4,3,-0.998811166404864
"1688","Lugdunensis",1,2,4,3,-0.996028623289346
"1689","Pannonia Superior",1,2,4,3,-0.989540458934528
"1690","Britannia",1,2,4,3,-0.683175983728002
"1691","Venetia et Histria (Regio X)",1,2,4,3,-0.539976574545497
"1692","Sardinia",1,2,4,3,-0.53882557591842
"1693","Moesia Superior",1,2,4,3,-0.494246876193612
"1694","Apulia et Calabria (Regio II)",1,2,4,3,-0.473335571085266
"1695","Dalmatia",1,2,4,3,-0.403416002568457
"1696","Raetia",1,2,4,3,-0.285758210507334
"1697","Moesia Inferior",1,2,4,3,-0.180829356137483
"1698","Hispania Citerior",1,2,4,3,-0.140336822731808
"1699","Aemilia (Regio VIII)",1,2,4,3,-0.0701034077740503
"1700","Pannonia Inferior",1,2,4,3,-0.0564820557933568
"1701","Noricum",1,2,4,3,-0.0324375729089528
"1702","Samnium (Regio IV)",1,2,4,3,0.118429794242151
"1703","Mauretania Tingitana",1,2,4,3,0.120416621883302
"1704","Syria",1,2,4,3,0.262155621799709
"1705","Umbria (Regio VI)",1,2,4,3,0.263519082670743
"1706","Liguria (Regio IX)",1,2,4,3,0.322888565449115
"1707","Galatia",1,2,4,3,0.434900394268038
"1708","Latium et Campania (Regio I)",1,2,4,3,0.524188601435592
"1709","Bruttium et Lucania (Regio III)",1,2,4,3,0.542158817628176
"1710","Numidia",1,2,4,3,0.545061370731222
"1711","Picenum (Regio V)",1,2,4,3,0.620078732837772
"1712","Mauretania Caesariensis",1,2,4,3,0.767817347623365
"1713","Achaia",1,2,4,3,0.780808959752211
"1714","Macedonia",1,2,4,3,1.07059384373471
"1715","Asia",1,2,4,3,1.17696741589198
"1716","Etruria (Regio VII)",1,2,4,3,1.22948166840828
"1717","Sicilia",1,2,4,3,1.28306101393439
"1718","Baetica",1,2,4,3,1.57949847710792
"1719","Dacia",1,2,4,3,1.62936549808934
"1720","Africa Proconsularis",1,2,4,3,2.51060815482163
"1721","Germania Superior",1,2,4,4,-1.80903032589427
"1722","Lusitania",1,2,4,4,-1.64209049178441
"1723","Narbonensis",1,2,4,4,-1.50987900953435
"1724","Germania Inferior",1,2,4,4,-1.2767502186664
"1725","Transpadana (Regio XI)",1,2,4,4,-1.19078064311524
"1726","Aquitania",1,2,4,4,-1.14043039361114
"1727","Pannonia Superior",1,2,4,4,-0.992115148516213
"1728","Venetia et Histria (Regio X)",1,2,4,4,-0.920255672868444
"1729","Belgica",1,2,4,4,-0.890144348463806
"1730","Lugdunensis",1,2,4,4,-0.815159399924802
"1731","Britannia",1,2,4,4,-0.576902330663647
"1732","Sardinia",1,2,4,4,-0.565148998734864
"1733","Hispania Citerior",1,2,4,4,-0.55406940669965
"1734","Moesia Superior",1,2,4,4,-0.499480925250049
"1735","Dalmatia",1,2,4,4,-0.392986173805174
"1736","Apulia et Calabria (Regio II)",1,2,4,4,-0.32464368298955
"1737","Raetia",1,2,4,4,-0.261205127633808
"1738","Aemilia (Regio VIII)",1,2,4,4,-0.243502527935387
"1739","Moesia Inferior",1,2,4,4,-0.207803314797946
"1740","Noricum",1,2,4,4,-0.13128388707886
"1741","Pannonia Inferior",1,2,4,4,-0.0906220424570207
"1742","Mauretania Tingitana",1,2,4,4,0.0272614209659853
"1743","Umbria (Regio VI)",1,2,4,4,0.0506993759787006
"1744","Samnium (Regio IV)",1,2,4,4,0.0729349589165964
"1745","Liguria (Regio IX)",1,2,4,4,0.129378210622206
"1746","Syria",1,2,4,4,0.301833935716194
"1747","Bruttium et Lucania (Regio III)",1,2,4,4,0.432290477504882
"1748","Galatia",1,2,4,4,0.435570818221525
"1749","Picenum (Regio V)",1,2,4,4,0.570970759729812
"1750","Numidia",1,2,4,4,0.621384406412173
"1751","Achaia",1,2,4,4,0.744832630966778
"1752","Mauretania Caesariensis",1,2,4,4,0.767305549175517
"1753","Etruria (Regio VII)",1,2,4,4,1.02525733158091
"1754","Asia",1,2,4,4,1.12021698056262
"1755","Macedonia",1,2,4,4,1.15457844111707
"1756","Sicilia",1,2,4,4,1.2588513276391
"1757","Latium et Campania (Regio I)",1,2,4,4,1.49437196126678
"1758","Baetica",1,2,4,4,1.67660307444404
"1759","Dacia",1,2,4,4,1.74163569898587
"1760","Africa Proconsularis",1,2,4,4,2.40830671061829
"1761","Germania Superior",1,2,4,5,-1.85143029134279
"1762","Narbonensis",1,2,4,5,-1.50565808309847
"1763","Lusitania",1,2,4,5,-1.45530381512358
"1764","Germania Inferior",1,2,4,5,-1.33911330005751
"1765","Transpadana (Regio XI)",1,2,4,5,-1.20306426453883
"1766","Aquitania",1,2,4,5,-1.17414578358911
"1767","Pannonia Superior",1,2,4,5,-1.0273932899849
"1768","Belgica",1,2,4,5,-1.01382469940103
"1769","Lugdunensis",1,2,4,5,-0.864598213717515
"1770","Britannia",1,2,4,5,-0.836964782074544
"1771","Venetia et Histria (Regio X)",1,2,4,5,-0.729389064775104
"1772","Sardinia",1,2,4,5,-0.561490165606202
"1773","Moesia Superior",1,2,4,5,-0.516679170306727
"1774","Dalmatia",1,2,4,5,-0.440028412096265
"1775","Hispania Citerior",1,2,4,5,-0.439206733730904
"1776","Apulia et Calabria (Regio II)",1,2,4,5,-0.278082252819701
"1777","Raetia",1,2,4,5,-0.271031715228944
"1778","Moesia Inferior",1,2,4,5,-0.227080286913683
"1779","Aemilia (Regio VIII)",1,2,4,5,-0.178597838169486
"1780","Noricum",1,2,4,5,-0.124422525774955
"1781","Pannonia Inferior",1,2,4,5,-0.0904441445044172
"1782","Mauretania Tingitana",1,2,4,5,0.0247869113492402
"1783","Samnium (Regio IV)",1,2,4,5,0.0704632858973616
"1784","Umbria (Regio VI)",1,2,4,5,0.140902869374818
"1785","Liguria (Regio IX)",1,2,4,5,0.195189588967428
"1786","Syria",1,2,4,5,0.296086202347216
"1787","Galatia",1,2,4,5,0.419020168866947
"1788","Bruttium et Lucania (Regio III)",1,2,4,5,0.470648277357269
"1789","Numidia",1,2,4,5,0.596549972457907
"1790","Picenum (Regio V)",1,2,4,5,0.636957246167232
"1791","Mauretania Caesariensis",1,2,4,5,0.726404863122996
"1792","Achaia",1,2,4,5,0.753406645101104
"1793","Etruria (Regio VII)",1,2,4,5,1.06548330942156
"1794","Asia",1,2,4,5,1.09428452771107
"1795","Macedonia",1,2,4,5,1.10846601102585
"1796","Sicilia",1,2,4,5,1.20789856989119
"1797","Latium et Campania (Regio I)",1,2,4,5,1.5789630693064
"1798","Baetica",1,2,4,5,1.64718416842163
"1799","Dacia",1,2,4,5,1.68671590444802
"1800","Africa Proconsularis",1,2,4,5,2.40853724161943
"1801","Germania Superior",1,2,5,1,-1.85042539476568
"1802","Narbonensis",1,2,5,1,-1.6091704637314
"1803","Lusitania",1,2,5,1,-1.3442486789338
"1804","Germania Inferior",1,2,5,1,-1.33093245185813
"1805","Transpadana (Regio XI)",1,2,5,1,-1.20691694039308
"1806","Pannonia Superior",1,2,5,1,-1.11372369071371
"1807","Aquitania",1,2,5,1,-1.0499342086926
"1808","Belgica",1,2,5,1,-0.87230191468328
"1809","Lugdunensis",1,2,5,1,-0.830030722575941
"1810","Venetia et Histria (Regio X)",1,2,5,1,-0.74646419743603
"1811","Dalmatia",1,2,5,1,-0.721206469707358
"1812","Britannia",1,2,5,1,-0.607769947543827
"1813","Moesia Superior",1,2,5,1,-0.531900189390857
"1814","Sardinia",1,2,5,1,-0.495880087128374
"1815","Hispania Citerior",1,2,5,1,-0.438709209867135
"1816","Apulia et Calabria (Regio II)",1,2,5,1,-0.4002351279624
"1817","Moesia Inferior",1,2,5,1,-0.363303555569899
"1818","Pannonia Inferior",1,2,5,1,-0.33617695059392
"1819","Raetia",1,2,5,1,-0.270966100017215
"1820","Aemilia (Regio VIII)",1,2,5,1,-0.161180342177222
"1821","Noricum",1,2,5,1,-0.160422982742717
"1822","Umbria (Regio VI)",1,2,5,1,0.0772438947800885
"1823","Mauretania Tingitana",1,2,5,1,0.0806970501235162
"1824","Liguria (Regio IX)",1,2,5,1,0.238910160773671
"1825","Syria",1,2,5,1,0.273778835189571
"1826","Samnium (Regio IV)",1,2,5,1,0.334402577816644
"1827","Galatia",1,2,5,1,0.44345213124028
"1828","Bruttium et Lucania (Regio III)",1,2,5,1,0.634138470977192
"1829","Numidia",1,2,5,1,0.634562941756783
"1830","Picenum (Regio V)",1,2,5,1,0.652092399921508
"1831","Etruria (Regio VII)",1,2,5,1,0.780243275795024
"1832","Achaia",1,2,5,1,0.863150009159523
"1833","Mauretania Caesariensis",1,2,5,1,0.867506956839113
"1834","Dacia",1,2,5,1,1.12014941358041
"1835","Macedonia",1,2,5,1,1.1973601072204
"1836","Asia",1,2,5,1,1.29897844258238
"1837","Sicilia",1,2,5,1,1.3586202237804
"1838","Latium et Campania (Regio I)",1,2,5,1,1.40326459753443
"1839","Baetica",1,2,5,1,1.48744931272521
"1840","Africa Proconsularis",1,2,5,1,2.69589882468845
