"","province","s_it","g_it","a_it","r_it","eci"
"487","Britannia",1,1,3,3,-0.295881499857681
"488","Dacia",1,1,3,3,-0.259542925678724
"489","Narbonensis",1,1,3,3,-0.256872903371947
"490","Germania Superior",1,1,3,3,-0.253509953486647
"491","Dalmatia",1,1,3,3,-0.226091664786058
"492","Pannonia Inferior",1,1,3,3,-0.215681485008766
"493","Moesia Inferior",1,1,3,3,-0.206542548892171
"494","Asia",1,1,3,3,-0.198448025210107
"495","Noricum",1,1,3,3,-0.198314413393588
"496","Transpadana (Regio XI)",1,1,3,3,-0.189466185896734
"497","Moesia Superior",1,1,3,3,-0.18623696989633
"498","Liguria (Regio IX)",1,1,3,3,-0.168770623715228
"499","Picenum (Regio V)",1,1,3,3,-0.161257124940343
"500","Aemilia (Regio VIII)",1,1,3,3,-0.158857079309167
"501","Umbria (Regio VI)",1,1,3,3,-0.140745699224805
"502","Bruttium et Lucania (Regio III)",1,1,3,3,-0.134546888631153
"503","Numidia",1,1,3,3,-0.127747778341549
"504","Etruria (Regio VII)",1,1,3,3,-0.109590733619554
"505","Macedonia",1,1,3,3,-0.108229391893525
"506","Mauretania Tingitana",1,1,3,3,-0.106273987395497
"507","Galatia",1,1,3,3,-0.103959360453658
"508","Sicilia",1,1,3,3,-0.100625206787602
"509","Syria",1,1,3,3,-0.0967291433908754
"510","Sardinia",1,1,3,3,-0.0910112869040194
"511","Hispania Citerior",1,1,3,3,-0.081306408383181
"512","Lusitania",1,1,3,3,-0.038682654952704
"513","Africa Proconsularis",1,1,3,3,-0.025475032153964
"514","Achaia",1,1,3,3,-0.0153567006352678
"515","Mauretania Caesariensis",1,1,3,3,-0.0116275981423942
"516","Apulia et Calabria (Regio II)",1,1,3,3,0.0165292396752509
"517","Samnium (Regio IV)",1,1,3,3,0.04311660750411
"518","Baetica",1,1,3,3,0.164101950095394
"519","Venetia et Histria (Regio X)",1,1,3,3,0.171301681290253
"520","Latium et Campania (Regio I)",1,1,3,3,6.10816358562235
"521","Lugdunensis",1,1,3,4,-0.428074298295995
"522","Belgica",1,1,3,4,-0.396569229029662
"523","Raetia",1,1,3,4,-0.378524903714703
"524","Germania Inferior",1,1,3,4,-0.361771675233563
"525","Aquitania",1,1,3,4,-0.341427164977238
"526","Pannonia Superior",1,1,3,4,-0.323489324403754
"527","Britannia",1,1,3,4,-0.295562132515922
"528","Dacia",1,1,3,4,-0.259662989126586
"529","Narbonensis",1,1,3,4,-0.255875015425607
"530","Germania Superior",1,1,3,4,-0.252647973010683
"531","Dalmatia",1,1,3,4,-0.225519310303315
"532","Pannonia Inferior",1,1,3,4,-0.215926006770377
"533","Moesia Inferior",1,1,3,4,-0.206634689981914
"534","Asia",1,1,3,4,-0.198744348913918
"535","Noricum",1,1,3,4,-0.198456763642077
"536","Transpadana (Regio XI)",1,1,3,4,-0.188651443012378
"537","Moesia Superior",1,1,3,4,-0.186130450709503
"538","Liguria (Regio IX)",1,1,3,4,-0.16870649541915
"539","Picenum (Regio V)",1,1,3,4,-0.161372616053434
"540","Aemilia (Regio VIII)",1,1,3,4,-0.158792167506511
"541","Umbria (Regio VI)",1,1,3,4,-0.140963013365177
"542","Bruttium et Lucania (Regio III)",1,1,3,4,-0.135009753583596
"543","Numidia",1,1,3,4,-0.12820318141184
"544","Etruria (Regio VII)",1,1,3,4,-0.109776650384651
"545","Macedonia",1,1,3,4,-0.108511625361716
"546","Mauretania Tingitana",1,1,3,4,-0.106314422055459
"547","Galatia",1,1,3,4,-0.104158750300904
"548","Sicilia",1,1,3,4,-0.100747570754257
"549","Syria",1,1,3,4,-0.0968829977027418
"550","Sardinia",1,1,3,4,-0.0911640629590163
"551","Hispania Citerior",1,1,3,4,-0.0814986569028021
"552","Lusitania",1,1,3,4,-0.0390957787186158
"553","Africa Proconsularis",1,1,3,4,-0.0315630947067869
"554","Achaia",1,1,3,4,-0.0156022125895549
"555","Mauretania Caesariensis",1,1,3,4,-0.0117369175604106
"556","Apulia et Calabria (Regio II)",1,1,3,4,0.0167102119787935
"557","Samnium (Regio IV)",1,1,3,4,0.0431384179735217
"558","Baetica",1,1,3,4,0.163927496956239
"559","Venetia et Histria (Regio X)",1,1,3,4,0.171415378760943
"560","Latium et Campania (Regio I)",1,1,3,4,6.10857618073432
"561","Lugdunensis",1,1,3,5,-0.413363577684079
"562","Belgica",1,1,3,5,-0.382489550643275
"563","Raetia",1,1,3,5,-0.369597509344137
"564","Germania Inferior",1,1,3,5,-0.351048856636834
"565","Aquitania",1,1,3,5,-0.336052208737828
"566","Pannonia Superior",1,1,3,5,-0.324326840501466
"567","Britannia",1,1,3,5,-0.300378661790494
"568","Dacia",1,1,3,5,-0.264587929495479
"569","Germania Superior",1,1,3,5,-0.238807024284838
"570","Dalmatia",1,1,3,5,-0.220871821421129
"571","Pannonia Inferior",1,1,3,5,-0.220403605351704
"572","Asia",1,1,3,5,-0.216183263886341
"573","Moesia Inferior",1,1,3,5,-0.209028962224729
"574","Noricum",1,1,3,5,-0.203103341999084
"575","Narbonensis",1,1,3,5,-0.203086701309359
"576","Transpadana (Regio XI)",1,1,3,5,-0.183457628737428
"577","Moesia Superior",1,1,3,5,-0.169251819871729
"578","Liguria (Regio IX)",1,1,3,5,-0.168775145046738
"579","Picenum (Regio V)",1,1,3,5,-0.167723187385267
"580","Aemilia (Regio VIII)",1,1,3,5,-0.165595485988863
"581","Umbria (Regio VI)",1,1,3,5,-0.143785606148982
"582","Bruttium et Lucania (Regio III)",1,1,3,5,-0.141284112441267
"583","Numidia",1,1,3,5,-0.138648551583717
"584","Etruria (Regio VII)",1,1,3,5,-0.117568095394461
"585","Macedonia",1,1,3,5,-0.114767617334397
"586","Mauretania Tingitana",1,1,3,5,-0.111338062678117
"587","Galatia",1,1,3,5,-0.109351282071746
"588","Sicilia",1,1,3,5,-0.108274941282362
"589","Syria",1,1,3,5,-0.0994087789863529
"590","Sardinia",1,1,3,5,-0.0926751662276028
"591","Hispania Citerior",1,1,3,5,-0.0816871886824656
"592","Africa Proconsularis",1,1,3,5,-0.0528367712766038
"593","Lusitania",1,1,3,5,-0.0451073958322508
"594","Achaia",1,1,3,5,-0.0208621899573392
"595","Mauretania Caesariensis",1,1,3,5,-0.0135434733455504
"596","Apulia et Calabria (Regio II)",1,1,3,5,0.0176339286640971
"597","Samnium (Regio IV)",1,1,3,5,0.0382525518467461
"598","Baetica",1,1,3,5,0.156306869315651
"599","Venetia et Histria (Regio X)",1,1,3,5,0.174736688651397
"600","Latium et Campania (Regio I)",1,1,3,5,6.11234231710612
"601","Belgica",1,1,4,1,-0.486576633134488
"602","Lugdunensis",1,1,4,1,-0.449512262670048
"603","Raetia",1,1,4,1,-0.409985429157692
"604","Germania Inferior",1,1,4,1,-0.407141590688702
"605","Aquitania",1,1,4,1,-0.35688992926755
"606","Pannonia Superior",1,1,4,1,-0.330283923131356
"607","Britannia",1,1,4,1,-0.313273372369572
"608","Narbonensis",1,1,4,1,-0.29590426923204
"609","Germania Superior",1,1,4,1,-0.295697694366623
"610","Dalmatia",1,1,4,1,-0.243580491326569
"611","Dacia",1,1,4,1,-0.240888143577045
"612","Pannonia Inferior",1,1,4,1,-0.203506990678554
"613","Transpadana (Regio XI)",1,1,4,1,-0.201707913857569
"614","Moesia Inferior",1,1,4,1,-0.196227660156235
"615","Noricum",1,1,4,1,-0.182815242872256
"616","Moesia Superior",1,1,4,1,-0.180674127396153
"617","Liguria (Regio IX)",1,1,4,1,-0.168466717958596
"618","Aemilia (Regio VIII)",1,1,4,1,-0.167863672381486
"619","Umbria (Regio VI)",1,1,4,1,-0.161893895643476
"620","Picenum (Regio V)",1,1,4,1,-0.152067523221061
"621","Asia",1,1,4,1,-0.134100970122474
"622","Bruttium et Lucania (Regio III)",1,1,4,1,-0.120475307779684
"623","Mauretania Tingitana",1,1,4,1,-0.10384732958418
"624","Galatia",1,1,4,1,-0.0936443640685747
"625","Numidia",1,1,4,1,-0.0902183280336572
"626","Syria",1,1,4,1,-0.0900023423832597
"627","Macedonia",1,1,4,1,-0.0899396993351308
"628","Sardinia",1,1,4,1,-0.0878489326067812
"629","Hispania Citerior",1,1,4,1,-0.0819785317241314
"630","Etruria (Regio VII)",1,1,4,1,-0.0798951687938307
"631","Sicilia",1,1,4,1,-0.0737358512505074
"632","Lusitania",1,1,4,1,-0.0564156434226343
"633","Mauretania Caesariensis",1,1,4,1,-0.0119311283448446
"634","Apulia et Calabria (Regio II)",1,1,4,1,0.0124135408402521
"635","Achaia",1,1,4,1,0.0135511148453938
"636","Africa Proconsularis",1,1,4,1,0.0279231215757495
"637","Samnium (Regio IV)",1,1,4,1,0.0880297175712991
"638","Venetia et Histria (Regio X)",1,1,4,1,0.118113292215723
"639","Baetica",1,1,4,1,0.204944427896502
"640","Latium et Campania (Regio I)",1,1,4,1,6.09401586559184
"641","Belgica",1,1,4,2,-0.446653202217232
"642","Lugdunensis",1,1,4,2,-0.443600875214357
"643","Raetia",1,1,4,2,-0.401972175761145
"644","Germania Inferior",1,1,4,2,-0.393138952469661
"645","Aquitania",1,1,4,2,-0.356950162096127
"646","Pannonia Superior",1,1,4,2,-0.325589579603572
"647","Britannia",1,1,4,2,-0.30771610139929
"648","Narbonensis",1,1,4,2,-0.291564951674744
"649","Germania Superior",1,1,4,2,-0.280803634430604
"650","Dacia",1,1,4,2,-0.240707097661528
"651","Dalmatia",1,1,4,2,-0.235948055386711
"652","Pannonia Inferior",1,1,4,2,-0.205278886938699
"653","Moesia Inferior",1,1,4,2,-0.200521292906836
"654","Transpadana (Regio XI)",1,1,4,2,-0.19479786056314
"655","Moesia Superior",1,1,4,2,-0.184327129187185
"656","Noricum",1,1,4,2,-0.181821414590182
"657","Liguria (Regio IX)",1,1,4,2,-0.168252399762155
"658","Asia",1,1,4,2,-0.163542323513596
"659","Aemilia (Regio VIII)",1,1,4,2,-0.161623244048008
"660","Picenum (Regio V)",1,1,4,2,-0.156463412809726
"661","Umbria (Regio VI)",1,1,4,2,-0.147419969064963
"662","Bruttium et Lucania (Regio III)",1,1,4,2,-0.127473262889475
"663","Mauretania Tingitana",1,1,4,2,-0.104028569753208
"664","Macedonia",1,1,4,2,-0.100577791207748
"665","Numidia",1,1,4,2,-0.100405677920098
"666","Galatia",1,1,4,2,-0.0974098554243289
"667","Syria",1,1,4,2,-0.0930143615191962
"668","Etruria (Regio VII)",1,1,4,2,-0.092594510002345
"669","Sardinia",1,1,4,2,-0.0904865102495566
"670","Sicilia",1,1,4,2,-0.0847348199750238
"671","Hispania Citerior",1,1,4,2,-0.0833689931307387
"672","Lusitania",1,1,4,2,-0.0340284099150372
"673","Mauretania Caesariensis",1,1,4,2,-0.0130524590658775
"674","Achaia",1,1,4,2,-0.00155710408873794
"675","Africa Proconsularis",1,1,4,2,0.00177621695980243
"676","Apulia et Calabria (Regio II)",1,1,4,2,0.00921032607140838
"677","Samnium (Regio IV)",1,1,4,2,0.0541905400254125
"678","Venetia et Histria (Regio X)",1,1,4,2,0.164482678827987
"679","Baetica",1,1,4,2,0.18205878450311
"680","Latium et Campania (Regio I)",1,1,4,2,6.09970650005311
"681","Lugdunensis",1,1,4,3,-0.409783462199348
"682","Raetia",1,1,4,3,-0.374581322706082
"683","Germania Inferior",1,1,4,3,-0.356091508458067
"684","Belgica",1,1,4,3,-0.350080229252694
"685","Aquitania",1,1,4,3,-0.340534707072975
"686","Pannonia Superior",1,1,4,3,-0.321698713893141
"687","Britannia",1,1,4,3,-0.292643478769207
"688","Dacia",1,1,4,3,-0.260835826210697
"689","Narbonensis",1,1,4,3,-0.254493999289661
"690","Germania Superior",1,1,4,3,-0.250720229627432
"691","Dalmatia",1,1,4,3,-0.217827374758772
"692","Pannonia Inferior",1,1,4,3,-0.217117593489747
"693","Asia",1,1,4,3,-0.207299119310323
"694","Moesia Inferior",1,1,4,3,-0.207223771427853
"695","Noricum",1,1,4,3,-0.199627634472976
"696","Transpadana (Regio XI)",1,1,4,3,-0.188144548934785
"697","Moesia Superior",1,1,4,3,-0.186840576354478
"698","Liguria (Regio IX)",1,1,4,3,-0.169696045060539
"699","Picenum (Regio V)",1,1,4,3,-0.164224912432402
"700","Aemilia (Regio VIII)",1,1,4,3,-0.16035740398055
"701","Umbria (Regio VI)",1,1,4,3,-0.159066418313703
"702","Bruttium et Lucania (Regio III)",1,1,4,3,-0.138898737399171
"703","Numidia",1,1,4,3,-0.134071726539563
"704","Etruria (Regio VII)",1,1,4,3,-0.11481848855276
"705","Macedonia",1,1,4,3,-0.111374532890232
"706","Mauretania Tingitana",1,1,4,3,-0.106493566628058
"707","Galatia",1,1,4,3,-0.105889645497952
"708","Sicilia",1,1,4,3,-0.104107625832279
"709","Syria",1,1,4,3,-0.0978397549395713
"710","Sardinia",1,1,4,3,-0.092142655802415
"711","Hispania Citerior",1,1,4,3,-0.0847011920352974
"712","Lusitania",1,1,4,3,-0.0428917896982031
"713","Africa Proconsularis",1,1,4,3,-0.0384451933082743
"714","Achaia",1,1,4,3,-0.0189464102302083
"715","Mauretania Caesariensis",1,1,4,3,-0.0119314489450734
"716","Apulia et Calabria (Regio II)",1,1,4,3,0.0119569566478846
"717","Samnium (Regio IV)",1,1,4,3,0.039540226226641
"718","Baetica",1,1,4,3,0.158035262481867
"719","Venetia et Histria (Regio X)",1,1,4,3,0.169336421915337
"720","Latium et Campania (Regio I)",1,1,4,3,6.11257277704276
"721","Lugdunensis",1,1,4,4,-0.405863225900859
"722","Raetia",1,1,4,4,-0.37144286883896
"723","Germania Inferior",1,1,4,4,-0.352168649472838
"724","Belgica",1,1,4,4,-0.344187717137573
"725","Aquitania",1,1,4,4,-0.338780501509283
"726","Pannonia Superior",1,1,4,4,-0.320903755497606
"727","Britannia",1,1,4,4,-0.292021748385098
"728","Dacia",1,1,4,4,-0.261164987807428
"729","Narbonensis",1,1,4,4,-0.250569201832054
"730","Germania Superior",1,1,4,4,-0.247219779640151
"731","Pannonia Inferior",1,1,4,4,-0.21745936321511
"732","Dalmatia",1,1,4,4,-0.215488428049562
"733","Asia",1,1,4,4,-0.210280309090759
"734","Moesia Inferior",1,1,4,4,-0.20720896649422
"735","Noricum",1,1,4,4,-0.199920414106746
"736","Transpadana (Regio XI)",1,1,4,4,-0.186412566853003
"737","Moesia Superior",1,1,4,4,-0.186276499807036
"738","Liguria (Regio IX)",1,1,4,4,-0.169576193936523
"739","Aemilia (Regio VIII)",1,1,4,4,-0.166471660415463
"740","Picenum (Regio V)",1,1,4,4,-0.16528557240141
"741","Umbria (Regio VI)",1,1,4,4,-0.159718479722808
"742","Bruttium et Lucania (Regio III)",1,1,4,4,-0.140598286801722
"743","Numidia",1,1,4,4,-0.135170125208655
"744","Etruria (Regio VII)",1,1,4,4,-0.116472846149174
"745","Macedonia",1,1,4,4,-0.112250355617362
"746","Galatia",1,1,4,4,-0.107123995722264
"747","Mauretania Tingitana",1,1,4,4,-0.106613561996807
"748","Sicilia",1,1,4,4,-0.105893835924246
"749","Syria",1,1,4,4,-0.0981988146261007
"750","Sardinia",1,1,4,4,-0.0922116739148841
"751","Hispania Citerior",1,1,4,4,-0.0849019003146301
"752","Africa Proconsularis",1,1,4,4,-0.0473229232260544
"753","Lusitania",1,1,4,4,-0.0434580703062133
"754","Achaia",1,1,4,4,-0.0199918456168584
"755","Mauretania Caesariensis",1,1,4,4,-0.0125507117277315
"756","Apulia et Calabria (Regio II)",1,1,4,4,0.0127840263373593
"757","Samnium (Regio IV)",1,1,4,4,0.0382830336787321
"758","Baetica",1,1,4,4,0.156096325809225
"759","Venetia et Histria (Regio X)",1,1,4,4,0.170362148664617
"760","Latium et Campania (Regio I)",1,1,4,4,6.11365430277726
"761","Lugdunensis",1,1,4,5,-0.420439628286888
"762","Raetia",1,1,4,5,-0.369782074126223
"763","Germania Inferior",1,1,4,5,-0.350454021593794
"764","Belgica",1,1,4,5,-0.34056774634574
"765","Aquitania",1,1,4,5,-0.337070928516626
"766","Pannonia Superior",1,1,4,5,-0.321764311389333
"767","Britannia",1,1,4,5,-0.290646605044769
"768","Dacia",1,1,4,5,-0.262315022761297
"769","Narbonensis",1,1,4,5,-0.249832756712073
"770","Germania Superior",1,1,4,5,-0.245825789860488
"771","Pannonia Inferior",1,1,4,5,-0.218436500197293
"772","Dalmatia",1,1,4,5,-0.216059447410684
"773","Asia",1,1,4,5,-0.208695786203488
"774","Moesia Inferior",1,1,4,5,-0.206915238570956
"775","Noricum",1,1,4,5,-0.200761137768563
"776","Transpadana (Regio XI)",1,1,4,5,-0.187117303778963
"777","Moesia Superior",1,1,4,5,-0.186029455534511
"778","Liguria (Regio IX)",1,1,4,5,-0.170505020501448
"779","Aemilia (Regio VIII)",1,1,4,5,-0.167345961434705
"780","Picenum (Regio V)",1,1,4,5,-0.166176621194936
"781","Umbria (Regio VI)",1,1,4,5,-0.16042422590098
"782","Bruttium et Lucania (Regio III)",1,1,4,5,-0.140111393332079
"783","Numidia",1,1,4,5,-0.133740912740562
"784","Etruria (Regio VII)",1,1,4,5,-0.116846242136612
"785","Macedonia",1,1,4,5,-0.111593220737625
"786","Galatia",1,1,4,5,-0.106844012304222
"787","Mauretania Tingitana",1,1,4,5,-0.106388981926335
"788","Sicilia",1,1,4,5,-0.105162237122519
"789","Syria",1,1,4,5,-0.0980525090583105
"790","Sardinia",1,1,4,5,-0.091956280040363
"791","Hispania Citerior",1,1,4,5,-0.0840428173657003
"792","Africa Proconsularis",1,1,4,5,-0.0446504056092263
"793","Lusitania",1,1,4,5,-0.0425513680734387
"794","Achaia",1,1,4,5,-0.0196193249663352
"795","Mauretania Caesariensis",1,1,4,5,-0.0114284220976571
"796","Apulia et Calabria (Regio II)",1,1,4,5,0.013290203547023
"797","Samnium (Regio IV)",1,1,4,5,0.038047469496282
"798","Baetica",1,1,4,5,0.157044676991499
"799","Venetia et Histria (Regio X)",1,1,4,5,0.168529104049659
"800","Latium et Campania (Regio I)",1,1,4,5,6.11324225656028
"801","Belgica",1,1,5,1,-0.458347764363728
"802","Lugdunensis",1,1,5,1,-0.450466295642836
"803","Raetia",1,1,5,1,-0.408369839906915
"804","Germania Inferior",1,1,5,1,-0.401535436879509
"805","Aquitania",1,1,5,1,-0.358352342516872
"806","Pannonia Superior",1,1,5,1,-0.328167871108796
"807","Britannia",1,1,5,1,-0.311387811474172
"808","Narbonensis",1,1,5,1,-0.295182641583803
"809","Germania Superior",1,1,5,1,-0.290152389901973
"810","Dalmatia",1,1,5,1,-0.237634097193689
"811","Dacia",1,1,5,1,-0.237112870829566
"812","Pannonia Inferior",1,1,5,1,-0.200374108167189
"813","Transpadana (Regio XI)",1,1,5,1,-0.198796305213908
"814","Moesia Inferior",1,1,5,1,-0.193691429823957
"815","Noricum",1,1,5,1,-0.182132274572299
"816","Moesia Superior",1,1,5,1,-0.181966886859138
"817","Liguria (Regio IX)",1,1,5,1,-0.167436768589942
"818","Aemilia (Regio VIII)",1,1,5,1,-0.166453350105288
"819","Picenum (Regio V)",1,1,5,1,-0.150423092040654
"820","Asia",1,1,5,1,-0.14022231089138
"821","Umbria (Regio VI)",1,1,5,1,-0.1394460652922
"822","Bruttium et Lucania (Regio III)",1,1,5,1,-0.121553521040199
"823","Mauretania Tingitana",1,1,5,1,-0.103434768693503
"824","Numidia",1,1,5,1,-0.0951959264786811
"825","Galatia",1,1,5,1,-0.0948586514324083
"826","Macedonia",1,1,5,1,-0.0907350604916927
"827","Syria",1,1,5,1,-0.0905746677149361
"828","Sardinia",1,1,5,1,-0.0903704206036832
"829","Hispania Citerior",1,1,5,1,-0.0844908909989306
"830","Etruria (Regio VII)",1,1,5,1,-0.0816749158913761
"831","Sicilia",1,1,5,1,-0.0772431797298139
"832","Lusitania",1,1,5,1,-0.0603460271412782
"833","Mauretania Caesariensis",1,1,5,1,-0.0126912396088549
"834","Apulia et Calabria (Regio II)",1,1,5,1,0.00577474120095969
"835","Achaia",1,1,5,1,0.01056392547402
"836","Africa Proconsularis",1,1,5,1,0.0203996774444917
"837","Samnium (Regio IV)",1,1,5,1,0.0433822650186301
"838","Venetia et Histria (Regio X)",1,1,5,1,0.122133374635658
"839","Baetica",1,1,5,1,0.200053493323299
"840","Latium et Campania (Regio I)",1,1,5,1,6.09851374568611
"841","Belgica",1,1,5,2,-0.445182672529929
"842","Lugdunensis",1,1,5,2,-0.44253125828892
"843","Raetia",1,1,5,2,-0.401124765606048
"844","Germania Inferior",1,1,5,2,-0.3894968542727
"845","Aquitania",1,1,5,2,-0.356338040753052
"846","Pannonia Superior",1,1,5,2,-0.325329253009284
"847","Britannia",1,1,5,2,-0.306016101161411
"848","Narbonensis",1,1,5,2,-0.289110058678161
"849","Germania Superior",1,1,5,2,-0.277085256710299
"850","Dacia",1,1,5,2,-0.240448170922206
"851","Dalmatia",1,1,5,2,-0.234506543184058
"852","Pannonia Inferior",1,1,5,2,-0.204887802138308
"853","Moesia Inferior",1,1,5,2,-0.199010486587592
"854","Transpadana (Regio XI)",1,1,5,2,-0.194227631122561
"855","Moesia Superior",1,1,5,2,-0.184264884329546
"856","Noricum",1,1,5,2,-0.181657848771431
"857","Liguria (Regio IX)",1,1,5,2,-0.168428815190995
"858","Asia",1,1,5,2,-0.165206692816892
"859","Aemilia (Regio VIII)",1,1,5,2,-0.160388697707973
"860","Picenum (Regio V)",1,1,5,2,-0.155579106394658
"861","Umbria (Regio VI)",1,1,5,2,-0.147192739520872
"862","Bruttium et Lucania (Regio III)",1,1,5,2,-0.126852451391338
"863","Mauretania Tingitana",1,1,5,2,-0.10397703042541
"864","Numidia",1,1,5,2,-0.101821013424298
"865","Macedonia",1,1,5,2,-0.100335605963636
"866","Galatia",1,1,5,2,-0.0979469143472124
"867","Etruria (Regio VII)",1,1,5,2,-0.0933758991085704
"868","Syria",1,1,5,2,-0.0931093344223307
"869","Sardinia",1,1,5,2,-0.0906930353151845
"870","Sicilia",1,1,5,2,-0.0858461376203523
"871","Hispania Citerior",1,1,5,2,-0.082174074979986
"872","Lusitania",1,1,5,2,-0.0341110930585187
"873","Mauretania Caesariensis",1,1,5,2,-0.0132746363749621
"874","Achaia",1,1,5,2,-0.00255775633665832
"875","Africa Proconsularis",1,1,5,2,0.00160292778378442
"876","Apulia et Calabria (Regio II)",1,1,5,2,0.00786757913473111
"877","Samnium (Regio IV)",1,1,5,2,0.0372840315047202
"878","Venetia et Histria (Regio X)",1,1,5,2,0.165584742461705
"879","Baetica",1,1,5,2,0.180879227415841
"880","Latium et Campania (Regio I)",1,1,5,2,6.10087015416457
"881","Lugdunensis",1,1,5,3,-0.430099662689518
"882","Belgica",1,1,5,3,-0.422118505883687
"883","Raetia",1,1,5,3,-0.390861133328005
"884","Germania Inferior",1,1,5,3,-0.377022502541603
"885","Aquitania",1,1,5,3,-0.350081691506878
"886","Pannonia Superior",1,1,5,3,-0.324026588438019
"887","Britannia",1,1,5,3,-0.301387645582803
"888","Narbonensis",1,1,5,3,-0.271819462230331
"889","Germania Superior",1,1,5,3,-0.264816083840439
"890","Dacia",1,1,5,3,-0.253692528725803
"891","Dalmatia",1,1,5,3,-0.234044651796539
"892","Pannonia Inferior",1,1,5,3,-0.211014658981631
"893","Moesia Inferior",1,1,5,3,-0.204042589396015
"894","Noricum",1,1,5,3,-0.1948667984447
"895","Transpadana (Regio XI)",1,1,5,3,-0.188793607327378
"896","Moesia Superior",1,1,5,3,-0.187707387600953
"897","Asia",1,1,5,3,-0.180271112191634
"898","Liguria (Regio IX)",1,1,5,3,-0.167713765315839
"899","Aemilia (Regio VIII)",1,1,5,3,-0.158184027476398
