"","province","m","l_it","s_it","g_it","a_it","r_it","eci"
"45454","Aemilia (Regio VIII)","r_0","9","1","2","4","2",0.159896228859172
"45455","Transpadana (Regio XI)","r_0","9","1","2","4","2",0.160850089763659
"45456","Umbria (Regio VI)","r_0","9","1","2","4","2",0.169669348069653
"45457","Mauretania Caesariensis","r_0","9","1","2","4","2",0.172893415053326
"45458","Germania Inferior","r_0","9","1","2","4","2",0.193716113735193
"45459","Hispania Citerior","r_0","9","1","2","4","2",0.242024646001694
"45460","Samnium (Regio IV)","r_0","9","1","2","4","2",0.259828662271934
"45461","Lugdunensis","r_0","9","1","2","4","2",0.295847190264047
"45462","Baetica","r_0","9","1","2","4","2",0.330854316300164
"45463","Apulia et Calabria (Regio II)","r_0","9","1","2","4","2",0.458890760473749
"45464","Germania Superior","r_0","9","1","2","4","2",0.525183337903482
"45465","Belgica","r_0","9","1","2","4","2",0.536334089804159
"45466","Venetia et Histria (Regio X)","r_0","9","1","2","4","2",0.616331521954875
"45467","Narbonensis","r_0","9","1","2","4","2",0.988103024887263
"45468","Latium et Campania (Regio I)","r_0","9","1","2","4","2",6.13575975087538
"45469","Bithynia et Pontus","r_0","9","1","2","4","3",-2.76767449754794
"45470","Creta","r_0","9","1","2","4","3",-1.28815141576483
"45471","Thracia","r_0","9","1","2","4","3",-0.616614309914023
"45472","Macedonia","r_0","9","1","2","4","3",-0.589760536536948
"45473","Asia","r_0","9","1","2","4","3",-0.496139866894263
"45474","Arabia","r_0","9","1","2","4","3",-0.466126469024078
"45475","Pannonia Inferior","r_0","9","1","2","4","3",-0.430076451807002
"45476","Moesia Inferior","r_0","9","1","2","4","3",-0.392298209321951
"45477","Africa Proconsularis","r_0","9","1","2","4","3",-0.392050140057214
"45478","Numidia","r_0","9","1","2","4","3",-0.38772395104042
"45479","Dacia","r_0","9","1","2","4","3",-0.34879536143117
"45480","Aegyptus","r_0","9","1","2","4","3",-0.28701285898107
"45481","Achaia","r_0","9","1","2","4","3",-0.278217198201799
"45482","Mauretania Tingitana","r_0","9","1","2","4","3",-0.274082507169233
"45483","Sicilia","r_0","9","1","2","4","3",-0.261411605362427
"45484","Syria","r_0","9","1","2","4","3",-0.256420449414348
"45485","Noricum","r_0","9","1","2","4","3",-0.251122313444185
"45486","Epirus","r_0","9","1","2","4","3",-0.227604832580851
"45487","Pannonia Superior","r_0","9","1","2","4","3",-0.196214570461222
"45488","Iudaea","r_0","9","1","2","4","3",-0.178018635683501
"45489","Liguria (Regio IX)","r_0","9","1","2","4","3",-0.159759228507427
"45490","Cilicia","r_0","9","1","2","4","3",-0.147995554734517
"45491","Raetia","r_0","9","1","2","4","3",-0.133132085595366
"45492","Galatia","r_0","9","1","2","4","3",-0.126762647157757
"45493","Bruttium et Lucania (Regio III)","r_0","9","1","2","4","3",-0.107684134690088
"45494","Cappadocia","r_0","9","1","2","4","3",-0.0761863512264584
"45495","Britannia","r_0","9","1","2","4","3",-0.0643586300985434
"45496","Alpes Graiae","r_0","9","1","2","4","3",-0.0632910172138581
"45497","Alpes Maritimae","r_0","9","1","2","4","3",-0.057576570067098
"45498","Moesia Superior","r_0","9","1","2","4","3",-0.042695709537952
"45499","Alpes Cottiae","r_0","9","1","2","4","3",-0.0377666661491384
"45500","Corsica","r_0","9","1","2","4","3",-0.0372030045584446
"45501","Etruria (Regio VII)","r_0","9","1","2","4","3",-0.0256303894676083
"45502","Sardinia","r_0","9","1","2","4","3",-0.019532596566676
"45503","Cyrene","r_0","9","1","2","4","3",0.00928435022353925
"45504","Picenum (Regio V)","r_0","9","1","2","4","3",0.0459626700537533
"45505","Lusitania","r_0","9","1","2","4","3",0.0557540266389802
"45506","Dalmatia","r_0","9","1","2","4","3",0.0746744961758595
"45507","Aquitania","r_0","9","1","2","4","3",0.107678567806997
"45508","Aemilia (Regio VIII)","r_0","9","1","2","4","3",0.146116779220639
"45509","Transpadana (Regio XI)","r_0","9","1","2","4","3",0.157466856739933
"45510","Mauretania Caesariensis","r_0","9","1","2","4","3",0.166272414199516
"45511","Germania Inferior","r_0","9","1","2","4","3",0.184909784453656
"45512","Umbria (Regio VI)","r_0","9","1","2","4","3",0.186943197124769
"45513","Samnium (Regio IV)","r_0","9","1","2","4","3",0.23366328592652
"45514","Hispania Citerior","r_0","9","1","2","4","3",0.234553576938443
"45515","Baetica","r_0","9","1","2","4","3",0.291563330847085
"45516","Lugdunensis","r_0","9","1","2","4","3",0.292009865450648
"45517","Apulia et Calabria (Regio II)","r_0","9","1","2","4","3",0.427640318426539
"45518","Germania Superior","r_0","9","1","2","4","3",0.527536631639916
"45519","Belgica","r_0","9","1","2","4","3",0.530616640496283
"45520","Venetia et Histria (Regio X)","r_0","9","1","2","4","3",0.635125626738572
"45521","Narbonensis","r_0","9","1","2","4","3",0.970791054045361
"45522","Latium et Campania (Regio I)","r_0","9","1","2","4","3",6.20652729306239
"45523","Bithynia et Pontus","r_0","9","1","2","4","4",-2.75176604395456
"45524","Creta","r_0","9","1","2","4","4",-1.26156444497955
"45525","Thracia","r_0","9","1","2","4","4",-0.614002754989345
"45526","Macedonia","r_0","9","1","2","4","4",-0.570506017089639
"45527","Asia","r_0","9","1","2","4","4",-0.497415919374555
"45528","Arabia","r_0","9","1","2","4","4",-0.462358544576148
"45529","Pannonia Inferior","r_0","9","1","2","4","4",-0.431532111330963
"45530","Moesia Inferior","r_0","9","1","2","4","4",-0.387662803258486
"45531","Africa Proconsularis","r_0","9","1","2","4","4",-0.380745710172336
"45532","Numidia","r_0","9","1","2","4","4",-0.360597244895094
"45533","Dacia","r_0","9","1","2","4","4",-0.357418028616865
"45534","Mauretania Tingitana","r_0","9","1","2","4","4",-0.273980612771834
"45535","Aegyptus","r_0","9","1","2","4","4",-0.267124930968453
"45536","Syria","r_0","9","1","2","4","4",-0.25772952408294
"45537","Bruttium et Lucania (Regio III)","r_0","9","1","2","4","4",-0.253208194837882
"45538","Noricum","r_0","9","1","2","4","4",-0.252824903557468
"45539","Achaia","r_0","9","1","2","4","4",-0.251455816649417
"45540","Sicilia","r_0","9","1","2","4","4",-0.239636557481547
"45541","Epirus","r_0","9","1","2","4","4",-0.2231344029067
"45542","Pannonia Superior","r_0","9","1","2","4","4",-0.197536918491156
"45543","Iudaea","r_0","9","1","2","4","4",-0.160947037611767
"45544","Liguria (Regio IX)","r_0","9","1","2","4","4",-0.156061217573764
"45545","Cilicia","r_0","9","1","2","4","4",-0.133070687970533
"45546","Raetia","r_0","9","1","2","4","4",-0.131301728334884
"45547","Galatia","r_0","9","1","2","4","4",-0.128654158079505
"45548","Cappadocia","r_0","9","1","2","4","4",-0.0759473162550648
"45549","Britannia","r_0","9","1","2","4","4",-0.0726035985869974
"45550","Alpes Graiae","r_0","9","1","2","4","4",-0.0610257669037231
"45551","Alpes Maritimae","r_0","9","1","2","4","4",-0.0549828035218531
"45552","Moesia Superior","r_0","9","1","2","4","4",-0.0411848779192613
"45553","Alpes Cottiae","r_0","9","1","2","4","4",-0.0376861253607213
"45554","Corsica","r_0","9","1","2","4","4",-0.0373809432177962
"45555","Etruria (Regio VII)","r_0","9","1","2","4","4",-0.0252170815477837
"45556","Sardinia","r_0","9","1","2","4","4",-0.0219969268105273
"45557","Cyrene","r_0","9","1","2","4","4",0.0104872498928287
"45558","Picenum (Regio V)","r_0","9","1","2","4","4",0.0383903703292183
"45559","Lusitania","r_0","9","1","2","4","4",0.0623318623037974
"45560","Dalmatia","r_0","9","1","2","4","4",0.074962546629746
"45561","Aquitania","r_0","9","1","2","4","4",0.101497821228118
"45562","Aemilia (Regio VIII)","r_0","9","1","2","4","4",0.142346656979087
"45563","Transpadana (Regio XI)","r_0","9","1","2","4","4",0.153925184061693
"45564","Mauretania Caesariensis","r_0","9","1","2","4","4",0.169743865747628
"45565","Germania Inferior","r_0","9","1","2","4","4",0.17958085860321
"45566","Umbria (Regio VI)","r_0","9","1","2","4","4",0.183848061920088
"45567","Hispania Citerior","r_0","9","1","2","4","4",0.233266076054323
"45568","Samnium (Regio IV)","r_0","9","1","2","4","4",0.237026710373353
"45569","Lugdunensis","r_0","9","1","2","4","4",0.286375418272904
"45570","Baetica","r_0","9","1","2","4","4",0.300343771072623
"45571","Apulia et Calabria (Regio II)","r_0","9","1","2","4","4",0.426453654321946
"45572","Belgica","r_0","9","1","2","4","4",0.47718730219997
"45573","Germania Superior","r_0","9","1","2","4","4",0.521349495640278
"45574","Venetia et Histria (Regio X)","r_0","9","1","2","4","4",0.647593913105918
"45575","Narbonensis","r_0","9","1","2","4","4",0.954322543879275
"45576","Latium et Campania (Regio I)","r_0","9","1","2","4","4",6.22922839206312
"45577","Bithynia et Pontus","r_0","9","1","2","4","5",-2.75239372026342
"45578","Creta","r_0","9","1","2","4","5",-1.2616465186658
"45579","Thracia","r_0","9","1","2","4","5",-0.614089661036276
"45580","Macedonia","r_0","9","1","2","4","5",-0.570053506709167
"45581","Asia","r_0","9","1","2","4","5",-0.497620166850473
"45582","Arabia","r_0","9","1","2","4","5",-0.46232144378338
"45583","Pannonia Inferior","r_0","9","1","2","4","5",-0.431905894775577
"45584","Moesia Inferior","r_0","9","1","2","4","5",-0.387901445008294
"45585","Africa Proconsularis","r_0","9","1","2","4","5",-0.381278459151701
"45586","Numidia","r_0","9","1","2","4","5",-0.360853057680851
"45587","Dacia","r_0","9","1","2","4","5",-0.357744200153901
"45588","Mauretania Tingitana","r_0","9","1","2","4","5",-0.274083542712546
"45589","Aegyptus","r_0","9","1","2","4","5",-0.266672741810398
"45590","Syria","r_0","9","1","2","4","5",-0.257823331760211
"45591","Bruttium et Lucania (Regio III)","r_0","9","1","2","4","5",-0.252973644637462
"45592","Noricum","r_0","9","1","2","4","5",-0.252915764169443
"45593","Achaia","r_0","9","1","2","4","5",-0.246402075070292
"45594","Sicilia","r_0","9","1","2","4","5",-0.239349520604613
"45595","Epirus","r_0","9","1","2","4","5",-0.223371041466229
"45596","Pannonia Superior","r_0","9","1","2","4","5",-0.198572463542316
"45597","Iudaea","r_0","9","1","2","4","5",-0.160712463767599
"45598","Liguria (Regio IX)","r_0","9","1","2","4","5",-0.152127670212944
"45599","Cilicia","r_0","9","1","2","4","5",-0.132943638600495
"45600","Raetia","r_0","9","1","2","4","5",-0.13287589397912
"45601","Galatia","r_0","9","1","2","4","5",-0.128357263436567
"45602","Cappadocia","r_0","9","1","2","4","5",-0.0758200967705739
"45603","Britannia","r_0","9","1","2","4","5",-0.0736212696602656
"45604","Alpes Graiae","r_0","9","1","2","4","5",-0.0609210079671278
"45605","Alpes Maritimae","r_0","9","1","2","4","5",-0.0551269873912573
"45606","Moesia Superior","r_0","9","1","2","4","5",-0.041723196802895
"45607","Alpes Cottiae","r_0","9","1","2","4","5",-0.0376620426025308
"45608","Corsica","r_0","9","1","2","4","5",-0.0373498852791368
"45609","Etruria (Regio VII)","r_0","9","1","2","4","5",-0.0254166899692155
"45610","Sardinia","r_0","9","1","2","4","5",-0.0222970986505516
"45611","Cyrene","r_0","9","1","2","4","5",0.0101626358094336
"45612","Picenum (Regio V)","r_0","9","1","2","4","5",0.0376853676008736
"45613","Lusitania","r_0","9","1","2","4","5",0.0697414366687397
"45614","Dalmatia","r_0","9","1","2","4","5",0.0738467885885878
"45615","Aquitania","r_0","9","1","2","4","5",0.10029159598812
"45616","Aemilia (Regio VIII)","r_0","9","1","2","4","5",0.141946610857004
"45617","Transpadana (Regio XI)","r_0","9","1","2","4","5",0.152560800130739
"45618","Mauretania Caesariensis","r_0","9","1","2","4","5",0.169081875006217
"45619","Germania Inferior","r_0","9","1","2","4","5",0.177446508957861
"45620","Umbria (Regio VI)","r_0","9","1","2","4","5",0.187614009782063
"45621","Hispania Citerior","r_0","9","1","2","4","5",0.231924911030098
"45622","Samnium (Regio IV)","r_0","9","1","2","4","5",0.241136799528617
"45623","Lugdunensis","r_0","9","1","2","4","5",0.283937656771373
"45624","Baetica","r_0","9","1","2","4","5",0.299678235494288
"45625","Apulia et Calabria (Regio II)","r_0","9","1","2","4","5",0.431040131570632
"45626","Belgica","r_0","9","1","2","4","5",0.475184154062978
"45627","Germania Superior","r_0","9","1","2","4","5",0.518771185827229
"45628","Venetia et Histria (Regio X)","r_0","9","1","2","4","5",0.646140889846409
"45629","Narbonensis","r_0","9","1","2","4","5",0.948547146861046
"45630","Latium et Campania (Regio I)","r_0","9","1","2","4","5",6.23018866456032
"45631","Bithynia et Pontus","r_0","9","1","2","5","1",-2.87316856285395
"45632","Creta","r_0","9","1","2","5","1",-1.30277545276315
"45633","Thracia","r_0","9","1","2","5","1",-0.670182463159031
"45634","Asia","r_0","9","1","2","5","1",-0.582843742143973
"45635","Arabia","r_0","9","1","2","5","1",-0.51425368377346
"45636","Pannonia Inferior","r_0","9","1","2","5","1",-0.457911901705596
"45637","Africa Proconsularis","r_0","9","1","2","5","1",-0.441117453482821
"45638","Numidia","r_0","9","1","2","5","1",-0.439355850720958
"45639","Moesia Inferior","r_0","9","1","2","5","1",-0.401886242528688
"45640","Dacia","r_0","9","1","2","5","1",-0.357276754835267
"45641","Mauretania Tingitana","r_0","9","1","2","5","1",-0.289508797216293
"45642","Macedonia","r_0","9","1","2","5","1",-0.284588437202076
"45643","Aegyptus","r_0","9","1","2","5","1",-0.283795631302751
"45644","Achaia","r_0","9","1","2","5","1",-0.263196378626574
"45645","Syria","r_0","9","1","2","5","1",-0.261901070059883
"45646","Sicilia","r_0","9","1","2","5","1",-0.256039518370296
"45647","Noricum","r_0","9","1","2","5","1",-0.252740742529253
"45648","Epirus","r_0","9","1","2","5","1",-0.23219372337853
"45649","Pannonia Superior","r_0","9","1","2","5","1",-0.211303266867363
"45650","Iudaea","r_0","9","1","2","5","1",-0.176083363675469
"45651","Liguria (Regio IX)","r_0","9","1","2","5","1",-0.151385176681629
"45652","Cilicia","r_0","9","1","2","5","1",-0.143937715580411
"45653","Galatia","r_0","9","1","2","5","1",-0.124125620283406
"45654","Raetia","r_0","9","1","2","5","1",-0.122375002446367
"45655","Bruttium et Lucania (Regio III)","r_0","9","1","2","5","1",-0.106781871476494
"45656","Cappadocia","r_0","9","1","2","5","1",-0.0755492114836974
"45657","Alpes Graiae","r_0","9","1","2","5","1",-0.0644196710055304
"45658","Britannia","r_0","9","1","2","5","1",-0.0625363067960187
"45659","Alpes Maritimae","r_0","9","1","2","5","1",-0.0553404768802064
"45660","Moesia Superior","r_0","9","1","2","5","1",-0.0462635842152281
"45661","Alpes Cottiae","r_0","9","1","2","5","1",-0.0355419427687824
"45662","Corsica","r_0","9","1","2","5","1",-0.0347237775232423
"45663","Sardinia","r_0","9","1","2","5","1",-0.0208094289527159
"45664","Etruria (Regio VII)","r_0","9","1","2","5","1",0.00257356769527201
"45665","Cyrene","r_0","9","1","2","5","1",0.00894786364218144
"45666","Lusitania","r_0","9","1","2","5","1",0.0637089678894801
"45667","Picenum (Regio V)","r_0","9","1","2","5","1",0.0667404239550944
"45668","Dalmatia","r_0","9","1","2","5","1",0.0707969548530368
"45669","Aquitania","r_0","9","1","2","5","1",0.117611442263129
"45670","Aemilia (Regio VIII)","r_0","9","1","2","5","1",0.156600498652823
"45671","Transpadana (Regio XI)","r_0","9","1","2","5","1",0.165323387255108
"45672","Mauretania Caesariensis","r_0","9","1","2","5","1",0.166160772576006
"45673","Umbria (Regio VI)","r_0","9","1","2","5","1",0.171167353048382
"45674","Germania Inferior","r_0","9","1","2","5","1",0.195147329934365
"45675","Hispania Citerior","r_0","9","1","2","5","1",0.230354746405517
"45676","Samnium (Regio IV)","r_0","9","1","2","5","1",0.271957297195053
"45677","Lugdunensis","r_0","9","1","2","5","1",0.297678651184647
"45678","Baetica","r_0","9","1","2","5","1",0.324333695877848
"45679","Apulia et Calabria (Regio II)","r_0","9","1","2","5","1",0.465472689059143
"45680","Germania Superior","r_0","9","1","2","5","1",0.524631704621
"45681","Belgica","r_0","9","1","2","5","1",0.5448270984436
"45682","Venetia et Histria (Regio X)","r_0","9","1","2","5","1",0.613215276139085
"45683","Narbonensis","r_0","9","1","2","5","1",0.998509174577918
"45684","Latium et Campania (Regio I)","r_0","9","1","2","5","1",6.14015392802041
"45685","Bithynia et Pontus","r_0","9","1","2","5","2",-2.91415416031885
"45686","Creta","r_0","9","1","2","5","2",-1.32239601288615
"45687","Thracia","r_0","9","1","2","5","2",-0.676523307446545
"45688","Asia","r_0","9","1","2","5","2",-0.580985811200407
"45689","Arabia","r_0","9","1","2","5","2",-0.519806951767962
"45690","Pannonia Inferior","r_0","9","1","2","5","2",-0.456045622541602
"45691","Africa Proconsularis","r_0","9","1","2","5","2",-0.449345377339483
"45692","Numidia","r_0","9","1","2","5","2",-0.447103167498219
"45693","Moesia Inferior","r_0","9","1","2","5","2",-0.391189319668617
"45694","Dacia","r_0","9","1","2","5","2",-0.353550401507115
"45695","Mauretania Tingitana","r_0","9","1","2","5","2",-0.289520357279084
"45696","Aegyptus","r_0","9","1","2","5","2",-0.286560583636126
"45697","Macedonia","r_0","9","1","2","5","2",-0.286206824964369
"45698","Achaia","r_0","9","1","2","5","2",-0.266841270196076
"45699","Syria","r_0","9","1","2","5","2",-0.264131719170061
"45700","Sicilia","r_0","9","1","2","5","2",-0.258641577903284
"45701","Noricum","r_0","9","1","2","5","2",-0.250295938063114
"45702","Epirus","r_0","9","1","2","5","2",-0.233730317843004
"45703","Pannonia Superior","r_0","9","1","2","5","2",-0.205207251594956
"45704","Iudaea","r_0","9","1","2","5","2",-0.178680368528863
"45705","Cilicia","r_0","9","1","2","5","2",-0.146506581540714
"45706","Liguria (Regio IX)","r_0","9","1","2","5","2",-0.145740906785131
"45707","Raetia","r_0","9","1","2","5","2",-0.126069503398665
"45708","Galatia","r_0","9","1","2","5","2",-0.125345095351778
"45709","Bruttium et Lucania (Regio III)","r_0","9","1","2","5","2",-0.106432157766283
"45710","Cappadocia","r_0","9","1","2","5","2",-0.0767818988826842
"45711","Alpes Graiae","r_0","9","1","2","5","2",-0.065575666131406
"45712","Britannia","r_0","9","1","2","5","2",-0.059773333915351
"45713","Alpes Maritimae","r_0","9","1","2","5","2",-0.0527737247994956
"45714","Moesia Superior","r_0","9","1","2","5","2",-0.0447235196078219
"45715","Corsica","r_0","9","1","2","5","2",-0.0354263427453496
"45716","Alpes Cottiae","r_0","9","1","2","5","2",-0.0338964474832197
"45717","Sardinia","r_0","9","1","2","5","2",-0.0233396527712501
"45718","Etruria (Regio VII)","r_0","9","1","2","5","2",0.00569166213561515
"45719","Cyrene","r_0","9","1","2","5","2",0.00869305313380962
"45720","Lusitania","r_0","9","1","2","5","2",0.0646901671353723
"45721","Picenum (Regio V)","r_0","9","1","2","5","2",0.0694691814701542
"45722","Dalmatia","r_0","9","1","2","5","2",0.0780274321005319
"45723","Aquitania","r_0","9","1","2","5","2",0.120374219421439
"45724","Aemilia (Regio VIII)","r_0","9","1","2","5","2",0.158685693991707
"45725","Mauretania Caesariensis","r_0","9","1","2","5","2",0.164572680487468
"45726","Transpadana (Regio XI)","r_0","9","1","2","5","2",0.16980651744123
"45727","Germania Inferior","r_0","9","1","2","5","2",0.196621454404371
"45728","Umbria (Regio VI)","r_0","9","1","2","5","2",0.200456376247715
"45729","Hispania Citerior","r_0","9","1","2","5","2",0.23596495208534
"45730","Samnium (Regio IV)","r_0","9","1","2","5","2",0.261829787576601
"45731","Lugdunensis","r_0","9","1","2","5","2",0.30917034273522
"45732","Baetica","r_0","9","1","2","5","2",0.336456551863645
"45733","Apulia et Calabria (Regio II)","r_0","9","1","2","5","2",0.46428409809171
"45734","Germania Superior","r_0","9","1","2","5","2",0.530961609011153
"45735","Belgica","r_0","9","1","2","5","2",0.544910672737619
"45736","Venetia et Histria (Regio X)","r_0","9","1","2","5","2",0.634758549745444
"45737","Narbonensis","r_0","9","1","2","5","2",1.00947862244097
"45738","Latium et Campania (Regio I)","r_0","9","1","2","5","2",6.10839754827592
"45739","Bithynia et Pontus","r_0","9","1","2","5","3",-2.8708102561458
"45740","Creta","r_0","9","1","2","5","3",-1.28369926595644
"45741","Thracia","r_0","9","1","2","5","3",-0.669244765027893
"45742","Asia","r_0","9","1","2","5","3",-0.569085682092534
"45743","Arabia","r_0","9","1","2","5","3",-0.512416444638393
"45744","Pannonia Inferior","r_0","9","1","2","5","3",-0.460688072570763
"45745","Africa Proconsularis","r_0","9","1","2","5","3",-0.447266505455521
"45746","Numidia","r_0","9","1","2","5","3",-0.428566105912873
"45747","Moesia Inferior","r_0","9","1","2","5","3",-0.389839794441156
"45748","Dacia","r_0","9","1","2","5","3",-0.352451346851796
"45749","Mauretania Tingitana","r_0","9","1","2","5","3",-0.28457525078111
"45750","Macedonia","r_0","9","1","2","5","3",-0.269781280081231
"45751","Aegyptus","r_0","9","1","2","5","3",-0.266455384611476
"45752","Syria","r_0","9","1","2","5","3",-0.264553352869253
"45753","Noricum","r_0","9","1","2","5","3",-0.253513832910659
"45754","Bruttium et Lucania (Regio III)","r_0","9","1","2","5","3",-0.249947189824205
"45755","Achaia","r_0","9","1","2","5","3",-0.243058583404998
"45756","Sicilia","r_0","9","1","2","5","3",-0.241092359441955
"45757","Epirus","r_0","9","1","2","5","3",-0.231605247868892
"45758","Pannonia Superior","r_0","9","1","2","5","3",-0.208942829582771
"45759","Iudaea","r_0","9","1","2","5","3",-0.160780608379942
"45760","Liguria (Regio IX)","r_0","9","1","2","5","3",-0.14072198742774
"45761","Cilicia","r_0","9","1","2","5","3",-0.130994160137955
"45762","Galatia","r_0","9","1","2","5","3",-0.127824125708153
"45763","Raetia","r_0","9","1","2","5","3",-0.121583555351326
"45764","Cappadocia","r_0","9","1","2","5","3",-0.0749656161826035
"45765","Britannia","r_0","9","1","2","5","3",-0.0645658136468344
"45766","Alpes Graiae","r_0","9","1","2","5","3",-0.063023725407064
"45767","Alpes Maritimae","r_0","9","1","2","5","3",-0.053986269070996
"45768","Moesia Superior","r_0","9","1","2","5","3",-0.0447116914158892
"45769","Corsica","r_0","9","1","2","5","3",-0.0358089007452098
"45770","Alpes Cottiae","r_0","9","1","2","5","3",-0.0349240074782471
"45771","Sardinia","r_0","9","1","2","5","3",-0.0289727416452422
"45772","Etruria (Regio VII)","r_0","9","1","2","5","3",0.00103401839490012
"45773","Cyrene","r_0","9","1","2","5","3",0.00861472523332859
"45774","Picenum (Regio V)","r_0","9","1","2","5","3",0.0572555593388698
"45775","Lusitania","r_0","9","1","2","5","3",0.0629152618646589
"45776","Dalmatia","r_0","9","1","2","5","3",0.0809276932911884
"45777","Aquitania","r_0","9","1","2","5","3",0.115277597062638
"45778","Aemilia (Regio VIII)","r_0","9","1","2","5","3",0.147509369775629
"45779","Transpadana (Regio XI)","r_0","9","1","2","5","3",0.16437723604002
"45780","Mauretania Caesariensis","r_0","9","1","2","5","3",0.169828787255507
"45781","Umbria (Regio VI)","r_0","9","1","2","5","3",0.184213482746163
"45782","Germania Inferior","r_0","9","1","2","5","3",0.193826471243596
"45783","Hispania Citerior","r_0","9","1","2","5","3",0.231496632484533
"45784","Samnium (Regio IV)","r_0","9","1","2","5","3",0.257899401088215
"45785","Lugdunensis","r_0","9","1","2","5","3",0.295128334711327
"45786","Baetica","r_0","9","1","2","5","3",0.332696018832891
"45787","Apulia et Calabria (Regio II)","r_0","9","1","2","5","3",0.453533346080045
"45788","Germania Superior","r_0","9","1","2","5","3",0.523350503965518
"45789","Belgica","r_0","9","1","2","5","3",0.540157537893914
"45790","Venetia et Histria (Regio X)","r_0","9","1","2","5","3",0.639332492472461
"45791","Narbonensis","r_0","9","1","2","5","3",0.969886834244533
"45792","Latium et Campania (Regio I)","r_0","9","1","2","5","3",6.15119544904698
"45793","Bithynia et Pontus","r_0","9","1","2","5","4",-2.8719875317888
"45794","Creta","r_0","9","1","2","5","4",-1.28462930544899
"45795","Thracia","r_0","9","1","2","5","4",-0.668245273395012
"45796","Asia","r_0","9","1","2","5","4",-0.570358467105821
"45797","Arabia","r_0","9","1","2","5","4",-0.511824287280769
"45798","Africa Proconsularis","r_0","9","1","2","5","4",-0.449449052369848
"45799","Pannonia Inferior","r_0","9","1","2","5","4",-0.449032557146629
"45800","Numidia","r_0","9","1","2","5","4",-0.429958570013082
"45801","Moesia Inferior","r_0","9","1","2","5","4",-0.390466903154883
"45802","Dacia","r_0","9","1","2","5","4",-0.360437900593739
"45803","Mauretania Tingitana","r_0","9","1","2","5","4",-0.283719770372372
"45804","Macedonia","r_0","9","1","2","5","4",-0.271534382329542
"45805","Aegyptus","r_0","9","1","2","5","4",-0.265260434460086
"45806","Syria","r_0","9","1","2","5","4",-0.263859898667903
"45807","Noricum","r_0","9","1","2","5","4",-0.254115608822134
"45808","Bruttium et Lucania (Regio III)","r_0","9","1","2","5","4",-0.250578840750901
"45809","Sicilia","r_0","9","1","2","5","4",-0.243590428446838
"45810","Achaia","r_0","9","1","2","5","4",-0.242048832487513
"45811","Epirus","r_0","9","1","2","5","4",-0.231251823258564
"45812","Pannonia Superior","r_0","9","1","2","5","4",-0.20636743043258
"45813","Iudaea","r_0","9","1","2","5","4",-0.160609702916663
"45814","Liguria (Regio IX)","r_0","9","1","2","5","4",-0.139371994553163
"45815","Cilicia","r_0","9","1","2","5","4",-0.130979147670095
"45816","Galatia","r_0","9","1","2","5","4",-0.127215367266249
"45817","Raetia","r_0","9","1","2","5","4",-0.121956303764768
"45818","Cappadocia","r_0","9","1","2","5","4",-0.0762591974134049
"45819","Britannia","r_0","9","1","2","5","4",-0.0644268224026555
"45820","Alpes Graiae","r_0","9","1","2","5","4",-0.0626924992621915
"45821","Alpes Maritimae","r_0","9","1","2","5","4",-0.0531527410988752
"45822","Moesia Superior","r_0","9","1","2","5","4",-0.0433656076871909
"45823","Alpes Cottiae","r_0","9","1","2","5","4",-0.0363898748114205
"45824","Corsica","r_0","9","1","2","5","4",-0.0354552279843291
"45825","Sardinia","r_0","9","1","2","5","4",-0.03118574989222
"45826","Etruria (Regio VII)","r_0","9","1","2","5","4",-0.00300344692349553
"45827","Cyrene","r_0","9","1","2","5","4",0.0108843822411153
"45828","Picenum (Regio V)","r_0","9","1","2","5","4",0.051976069666893
"45829","Lusitania","r_0","9","1","2","5","4",0.0647937866142094
"45830","Dalmatia","r_0","9","1","2","5","4",0.082270313722655
"45831","Aquitania","r_0","9","1","2","5","4",0.115587897873894
"45832","Aemilia (Regio VIII)","r_0","9","1","2","5","4",0.145486614416724
"45833","Transpadana (Regio XI)","r_0","9","1","2","5","4",0.160546411925418
"45834","Mauretania Caesariensis","r_0","9","1","2","5","4",0.169800732035262
"45835","Umbria (Regio VI)","r_0","9","1","2","5","4",0.189170763009457
"45836","Germania Inferior","r_0","9","1","2","5","4",0.193715615540319
"45837","Hispania Citerior","r_0","9","1","2","5","4",0.24101236215979
"45838","Samnium (Regio IV)","r_0","9","1","2","5","4",0.252757080909573
"45839","Lugdunensis","r_0","9","1","2","5","4",0.295872432708688
"45840","Baetica","r_0","9","1","2","5","4",0.33274958751942
"45841","Apulia et Calabria (Regio II)","r_0","9","1","2","5","4",0.449619605100043
"45842","Germania Superior","r_0","9","1","2","5","4",0.524827396800826
"45843","Belgica","r_0","9","1","2","5","4",0.532489816019894
"45844","Venetia et Histria (Regio X)","r_0","9","1","2","5","4",0.643976705781793
"45845","Narbonensis","r_0","9","1","2","5","4",0.977657004048444
"45846","Latium et Campania (Regio I)","r_0","9","1","2","5","4",6.14958640387831
"45847","Bithynia et Pontus","r_0","9","1","2","5","5",-2.88240210357681
"45848","Creta","r_0","9","1","2","5","5",-1.28919307192565
"45849","Thracia","r_0","9","1","2","5","5",-0.669485440500246
"45850","Asia","r_0","9","1","2","5","5",-0.572211615485272
"45851","Arabia","r_0","9","1","2","5","5",-0.512821146105768
