"","province","m","l_it","s_it","g_it","a_it","r_it","eci"
"45852","Africa Proconsularis","r_0","9","1","2","5","5",-0.451114756205171
"45853","Pannonia Inferior","r_0","9","1","2","5","5",-0.446453859713595
"45854","Numidia","r_0","9","1","2","5","5",-0.430589618830586
"45855","Moesia Inferior","r_0","9","1","2","5","5",-0.390755141461809
"45856","Dacia","r_0","9","1","2","5","5",-0.361833398951451
"45857","Mauretania Tingitana","r_0","9","1","2","5","5",-0.280898760642876
"45858","Macedonia","r_0","9","1","2","5","5",-0.268092611483609
"45859","Aegyptus","r_0","9","1","2","5","5",-0.264965262430789
"45860","Syria","r_0","9","1","2","5","5",-0.264207720883524
"45861","Noricum","r_0","9","1","2","5","5",-0.250265616054777
"45862","Bruttium et Lucania (Regio III)","r_0","9","1","2","5","5",-0.246733107046104
"45863","Sicilia","r_0","9","1","2","5","5",-0.239825654882549
"45864","Achaia","r_0","9","1","2","5","5",-0.23871894907889
"45865","Epirus","r_0","9","1","2","5","5",-0.231680521960821
"45866","Pannonia Superior","r_0","9","1","2","5","5",-0.202651514291153
"45867","Iudaea","r_0","9","1","2","5","5",-0.160683277236088
"45868","Liguria (Regio IX)","r_0","9","1","2","5","5",-0.139582207664514
"45869","Cilicia","r_0","9","1","2","5","5",-0.131053739039277
"45870","Galatia","r_0","9","1","2","5","5",-0.126666912637557
"45871","Raetia","r_0","9","1","2","5","5",-0.123728725441443
"45872","Cappadocia","r_0","9","1","2","5","5",-0.0760503792039732
"45873","Britannia","r_0","9","1","2","5","5",-0.0639620561224431
"45874","Alpes Graiae","r_0","9","1","2","5","5",-0.062610048993193
"45875","Alpes Maritimae","r_0","9","1","2","5","5",-0.0528106017536617
"45876","Moesia Superior","r_0","9","1","2","5","5",-0.0426733803431341
"45877","Alpes Cottiae","r_0","9","1","2","5","5",-0.0360508857722875
"45878","Corsica","r_0","9","1","2","5","5",-0.0353767548128122
"45879","Sardinia","r_0","9","1","2","5","5",-0.0275839566103031
"45880","Etruria (Regio VII)","r_0","9","1","2","5","5",9.11390654725617e-05
"45881","Cyrene","r_0","9","1","2","5","5",0.0111822281976964
"45882","Picenum (Regio V)","r_0","9","1","2","5","5",0.0559711429195512
"45883","Lusitania","r_0","9","1","2","5","5",0.0713744296478888
"45884","Dalmatia","r_0","9","1","2","5","5",0.0815252343210297
"45885","Aquitania","r_0","9","1","2","5","5",0.116240505410463
"45886","Aemilia (Regio VIII)","r_0","9","1","2","5","5",0.152726109120287
"45887","Transpadana (Regio XI)","r_0","9","1","2","5","5",0.160785611183669
"45888","Mauretania Caesariensis","r_0","9","1","2","5","5",0.167866272728433
"45889","Germania Inferior","r_0","9","1","2","5","5",0.192624143752415
"45890","Umbria (Regio VI)","r_0","9","1","2","5","5",0.192850365317387
"45891","Hispania Citerior","r_0","9","1","2","5","5",0.241962204921468
"45892","Samnium (Regio IV)","r_0","9","1","2","5","5",0.253787871912825
"45893","Lugdunensis","r_0","9","1","2","5","5",0.29624198222168
"45894","Baetica","r_0","9","1","2","5","5",0.310829352433468
"45895","Apulia et Calabria (Regio II)","r_0","9","1","2","5","5",0.451448787680906
"45896","Germania Superior","r_0","9","1","2","5","5",0.523518811718474
"45897","Belgica","r_0","9","1","2","5","5",0.532960065578631
"45898","Venetia et Histria (Regio X)","r_0","9","1","2","5","5",0.638970020659042
"45899","Narbonensis","r_0","9","1","2","5","5",0.974875716213948
"45900","Latium et Campania (Regio I)","r_0","9","1","2","5","5",6.1459008021374
"45901","Bithynia et Pontus","r_0","9","2","1","1","1",-2.5933808177896
"45902","Creta","r_0","9","2","1","1","1",-1.18198774575395
"45903","Thracia","r_0","9","2","1","1","1",-0.596593222645862
"45904","Macedonia","r_0","9","2","1","1","1",-0.564824451990991
"45905","Asia","r_0","9","2","1","1","1",-0.495404856989475
"45906","Arabia","r_0","9","2","1","1","1",-0.445038555245883
"45907","Pannonia Inferior","r_0","9","2","1","1","1",-0.404309518306295
"45908","Moesia Inferior","r_0","9","2","1","1","1",-0.375792737818319
"45909","Dacia","r_0","9","2","1","1","1",-0.364709595034381
"45910","Africa Proconsularis","r_0","9","2","1","1","1",-0.357316983533081
"45911","Numidia","r_0","9","2","1","1","1",-0.349718063518675
"45912","Syria","r_0","9","2","1","1","1",-0.28137280385581
"45913","Mauretania Tingitana","r_0","9","2","1","1","1",-0.263050358501496
"45914","Achaia","r_0","9","2","1","1","1",-0.262110614381159
"45915","Aegyptus","r_0","9","2","1","1","1",-0.256586655090232
"45916","Sicilia","r_0","9","2","1","1","1",-0.248555440606866
"45917","Noricum","r_0","9","2","1","1","1",-0.248169489763466
"45918","Epirus","r_0","9","2","1","1","1",-0.214682237946623
"45919","Pannonia Superior","r_0","9","2","1","1","1",-0.210250933041804
"45920","Iudaea","r_0","9","2","1","1","1",-0.164953029242343
"45921","Liguria (Regio IX)","r_0","9","2","1","1","1",-0.15003469069355
"45922","Cilicia","r_0","9","2","1","1","1",-0.137544010345357
"45923","Galatia","r_0","9","2","1","1","1",-0.130378332632589
"45924","Bruttium et Lucania (Regio III)","r_0","9","2","1","1","1",-0.119095878498467
"45925","Raetia","r_0","9","2","1","1","1",-0.0975834651123333
"45926","Britannia","r_0","9","2","1","1","1",-0.0746606490969583
"45927","Alpes Maritimae","r_0","9","2","1","1","1",-0.0626374941320021
"45928","Alpes Graiae","r_0","9","2","1","1","1",-0.0607809689332977
"45929","Moesia Superior","r_0","9","2","1","1","1",-0.0536658439847823
"45930","Alpes Cottiae","r_0","9","2","1","1","1",-0.0384460219609011
"45931","Corsica","r_0","9","2","1","1","1",-0.0363673472882151
"45932","Cappadocia","r_0","9","2","1","1","1",-0.0295347406956858
"45933","Sardinia","r_0","9","2","1","1","1",-0.0262155173869219
"45934","Etruria (Regio VII)","r_0","9","2","1","1","1",-0.0112517455314
"45935","Cyrene","r_0","9","2","1","1","1",-6.3644500760059e-05
"45936","Picenum (Regio V)","r_0","9","2","1","1","1",0.0224483721757801
"45937","Dalmatia","r_0","9","2","1","1","1",0.0398464613960659
"45938","Lusitania","r_0","9","2","1","1","1",0.0567764379365092
"45939","Aquitania","r_0","9","2","1","1","1",0.0844506599115528
"45940","Lugdunensis","r_0","9","2","1","1","1",0.0875413260031918
"45941","Aemilia (Regio VIII)","r_0","9","2","1","1","1",0.120112454521504
"45942","Umbria (Regio VI)","r_0","9","2","1","1","1",0.130110283323973
"45943","Transpadana (Regio XI)","r_0","9","2","1","1","1",0.152867318395858
"45944","Mauretania Caesariensis","r_0","9","2","1","1","1",0.16367732793411
"45945","Germania Inferior","r_0","9","2","1","1","1",0.181191396157269
"45946","Hispania Citerior","r_0","9","2","1","1","1",0.212175710736059
"45947","Samnium (Regio IV)","r_0","9","2","1","1","1",0.267527221149152
"45948","Baetica","r_0","9","2","1","1","1",0.293813327844536
"45949","Apulia et Calabria (Regio II)","r_0","9","2","1","1","1",0.369034247151747
"45950","Germania Superior","r_0","9","2","1","1","1",0.428318514749758
"45951","Belgica","r_0","9","2","1","1","1",0.445902737403647
"45952","Venetia et Histria (Regio X)","r_0","9","2","1","1","1",0.576228954524176
"45953","Narbonensis","r_0","9","2","1","1","1",0.917810448368777
"45954","Latium et Campania (Regio I)","r_0","9","2","1","1","1",6.35723526216586
"45955","Bithynia et Pontus","r_0","9","2","1","1","2",-2.59947509474163
"45956","Creta","r_0","9","2","1","1","2",-1.18542086583773
"45957","Thracia","r_0","9","2","1","1","2",-0.598795586623778
"45958","Macedonia","r_0","9","2","1","1","2",-0.567276845972764
"45959","Asia","r_0","9","2","1","1","2",-0.497245929199285
"45960","Arabia","r_0","9","2","1","1","2",-0.4470959675937
"45961","Pannonia Inferior","r_0","9","2","1","1","2",-0.425333864459957
"45962","Moesia Inferior","r_0","9","2","1","1","2",-0.383476838628631
"45963","Numidia","r_0","9","2","1","1","2",-0.366789360238128
"45964","Dacia","r_0","9","2","1","1","2",-0.366773137673149
"45965","Africa Proconsularis","r_0","9","2","1","1","2",-0.359723202540627
"45966","Syria","r_0","9","2","1","1","2",-0.282625370212651
"45967","Aegyptus","r_0","9","2","1","1","2",-0.273127137219455
"45968","Mauretania Tingitana","r_0","9","2","1","1","2",-0.264782329814482
"45969","Achaia","r_0","9","2","1","1","2",-0.262454097249732
"45970","Sicilia","r_0","9","2","1","1","2",-0.252241248144653
"45971","Noricum","r_0","9","2","1","1","2",-0.249945691204503
"45972","Epirus","r_0","9","2","1","1","2",-0.214250527419979
"45973","Pannonia Superior","r_0","9","2","1","1","2",-0.209644343288035
"45974","Iudaea","r_0","9","2","1","1","2",-0.166471053103731
"45975","Liguria (Regio IX)","r_0","9","2","1","1","2",-0.144922560222464
"45976","Cilicia","r_0","9","2","1","1","2",-0.138683806199772
"45977","Galatia","r_0","9","2","1","1","2",-0.132203438736966
"45978","Bruttium et Lucania (Regio III)","r_0","9","2","1","1","2",-0.121790456235766
"45979","Raetia","r_0","9","2","1","1","2",-0.0937479495822101
"45980","Britannia","r_0","9","2","1","1","2",-0.0707749830039968
"45981","Alpes Maritimae","r_0","9","2","1","1","2",-0.0634836631948222
"45982","Alpes Graiae","r_0","9","2","1","1","2",-0.0613275139280878
"45983","Moesia Superior","r_0","9","2","1","1","2",-0.054065615641325
"45984","Alpes Cottiae","r_0","9","2","1","1","2",-0.0388478554802661
"45985","Corsica","r_0","9","2","1","1","2",-0.0370879999823216
"45986","Sardinia","r_0","9","2","1","1","2",-0.0315957197705883
"45987","Cappadocia","r_0","9","2","1","1","2",-0.0297893995547181
"45988","Etruria (Regio VII)","r_0","9","2","1","1","2",-0.0134351627537718
"45989","Cyrene","r_0","9","2","1","1","2",0.00141904936888118
"45990","Picenum (Regio V)","r_0","9","2","1","1","2",0.0173541376363592
"45991","Dalmatia","r_0","9","2","1","1","2",0.0509320159784026
"45992","Lusitania","r_0","9","2","1","1","2",0.0627959018021696
"45993","Aquitania","r_0","9","2","1","1","2",0.0874094235469294
"45994","Lugdunensis","r_0","9","2","1","1","2",0.0919713773650928
"45995","Aemilia (Regio VIII)","r_0","9","2","1","1","2",0.117219154767565
"45996","Umbria (Regio VI)","r_0","9","2","1","1","2",0.138820847137174
"45997","Transpadana (Regio XI)","r_0","9","2","1","1","2",0.154513245693581
"45998","Mauretania Caesariensis","r_0","9","2","1","1","2",0.167599670140072
"45999","Germania Inferior","r_0","9","2","1","1","2",0.191453993656863
"46000","Hispania Citerior","r_0","9","2","1","1","2",0.214085215178998
"46001","Samnium (Regio IV)","r_0","9","2","1","1","2",0.265849431170937
"46002","Baetica","r_0","9","2","1","1","2",0.284685015914631
"46003","Apulia et Calabria (Regio II)","r_0","9","2","1","1","2",0.370636099872925
"46004","Belgica","r_0","9","2","1","1","2",0.441927914460622
"46005","Germania Superior","r_0","9","2","1","1","2",0.489329673891952
"46006","Venetia et Histria (Regio X)","r_0","9","2","1","1","2",0.59342010708465
"46007","Narbonensis","r_0","9","2","1","1","2",0.920514589468239
"46008","Latium et Campania (Regio I)","r_0","9","2","1","1","2",6.34276775131763
"46009","Bithynia et Pontus","r_0","9","2","1","1","3",-2.59214001939387
"46010","Creta","r_0","9","2","1","1","3",-1.18134329635852
"46011","Thracia","r_0","9","2","1","1","3",-0.599345153269958
"46012","Macedonia","r_0","9","2","1","1","3",-0.562972606694142
"46013","Asia","r_0","9","2","1","1","3",-0.496281421776865
"46014","Arabia","r_0","9","2","1","1","3",-0.44762759771038
"46015","Pannonia Inferior","r_0","9","2","1","1","3",-0.42864948884983
"46016","Moesia Inferior","r_0","9","2","1","1","3",-0.388159092065528
"46017","Dacia","r_0","9","2","1","1","3",-0.369022047919343
"46018","Numidia","r_0","9","2","1","1","3",-0.367554442416574
"46019","Africa Proconsularis","r_0","9","2","1","1","3",-0.355570753684324
"46020","Syria","r_0","9","2","1","1","3",-0.283305345393647
"46021","Aegyptus","r_0","9","2","1","1","3",-0.274182975860196
"46022","Mauretania Tingitana","r_0","9","2","1","1","3",-0.265313282197505
"46023","Achaia","r_0","9","2","1","1","3",-0.262208312239706
"46024","Sicilia","r_0","9","2","1","1","3",-0.25275046670681
"46025","Noricum","r_0","9","2","1","1","3",-0.252502459935801
"46026","Epirus","r_0","9","2","1","1","3",-0.215160318803898
"46027","Pannonia Superior","r_0","9","2","1","1","3",-0.21282342277469
"46028","Iudaea","r_0","9","2","1","1","3",-0.166148886125065
"46029","Liguria (Regio IX)","r_0","9","2","1","1","3",-0.139812586830597
"46030","Cilicia","r_0","9","2","1","1","3",-0.138477055904689
"46031","Galatia","r_0","9","2","1","1","3",-0.133000968461807
"46032","Bruttium et Lucania (Regio III)","r_0","9","2","1","1","3",-0.122986271610903
"46033","Raetia","r_0","9","2","1","1","3",-0.0924758209530908
"46034","Britannia","r_0","9","2","1","1","3",-0.0843449045563681
"46035","Alpes Maritimae","r_0","9","2","1","1","3",-0.0638962029123964
"46036","Alpes Graiae","r_0","9","2","1","1","3",-0.0615143110228778
"46037","Moesia Superior","r_0","9","2","1","1","3",-0.0559319901452872
"46038","Alpes Cottiae","r_0","9","2","1","1","3",-0.039133324852736
"46039","Corsica","r_0","9","2","1","1","3",-0.0373188687400125
"46040","Sardinia","r_0","9","2","1","1","3",-0.0325101953705061
"46041","Cappadocia","r_0","9","2","1","1","3",-0.0299753877401442
"46042","Etruria (Regio VII)","r_0","9","2","1","1","3",-0.0150006889434032
"46043","Cyrene","r_0","9","2","1","1","3",0.0024168270442693
"46044","Picenum (Regio V)","r_0","9","2","1","1","3",0.0158390706546039
"46045","Dalmatia","r_0","9","2","1","1","3",0.0488118576805363
"46046","Lusitania","r_0","9","2","1","1","3",0.0603889809987865
"46047","Aquitania","r_0","9","2","1","1","3",0.0796821137415697
"46048","Lugdunensis","r_0","9","2","1","1","3",0.0981057669349202
"46049","Aemilia (Regio VIII)","r_0","9","2","1","1","3",0.116655827522903
"46050","Umbria (Regio VI)","r_0","9","2","1","1","3",0.138195905313757
"46051","Transpadana (Regio XI)","r_0","9","2","1","1","3",0.160021525424736
"46052","Mauretania Caesariensis","r_0","9","2","1","1","3",0.166923147959761
"46053","Germania Inferior","r_0","9","2","1","1","3",0.198073688540161
"46054","Hispania Citerior","r_0","9","2","1","1","3",0.220585577167139
"46055","Samnium (Regio IV)","r_0","9","2","1","1","3",0.265128392898233
"46056","Baetica","r_0","9","2","1","1","3",0.28308486226645
"46057","Apulia et Calabria (Regio II)","r_0","9","2","1","1","3",0.370781640787103
"46058","Belgica","r_0","9","2","1","1","3",0.43872757287639
"46059","Germania Superior","r_0","9","2","1","1","3",0.482298364230982
"46060","Venetia et Histria (Regio X)","r_0","9","2","1","1","3",0.60172592530459
"46061","Narbonensis","r_0","9","2","1","1","3",0.927376684399287
"46062","Latium et Campania (Regio I)","r_0","9","2","1","1","3",6.3446162364753
"46063","Bithynia et Pontus","r_0","9","2","1","1","4",-2.60160420763038
"46064","Creta","r_0","9","2","1","1","4",-1.18728040522866
"46065","Thracia","r_0","9","2","1","1","4",-0.604479007211414
"46066","Macedonia","r_0","9","2","1","1","4",-0.563923604811038
"46067","Asia","r_0","9","2","1","1","4",-0.48754885349663
"46068","Arabia","r_0","9","2","1","1","4",-0.449674281205305
"46069","Pannonia Inferior","r_0","9","2","1","1","4",-0.438341932419931
"46070","Moesia Inferior","r_0","9","2","1","1","4",-0.391194507923467
"46071","Numidia","r_0","9","2","1","1","4",-0.377436222553936
"46072","Dacia","r_0","9","2","1","1","4",-0.364571115255
"46073","Africa Proconsularis","r_0","9","2","1","1","4",-0.357521381041828
"46074","Syria","r_0","9","2","1","1","4",-0.279056539494204
"46075","Aegyptus","r_0","9","2","1","1","4",-0.267296336097233
"46076","Mauretania Tingitana","r_0","9","2","1","1","4",-0.266193691817051
"46077","Achaia","r_0","9","2","1","1","4",-0.263187044405344
"46078","Noricum","r_0","9","2","1","1","4",-0.252736949351091
"46079","Sicilia","r_0","9","2","1","1","4",-0.251755571213096
"46080","Pannonia Superior","r_0","9","2","1","1","4",-0.218856273239732
"46081","Epirus","r_0","9","2","1","1","4",-0.21631719834744
"46082","Iudaea","r_0","9","2","1","1","4",-0.168112110470881
"46083","Cilicia","r_0","9","2","1","1","4",-0.139397088876735
"46084","Liguria (Regio IX)","r_0","9","2","1","1","4",-0.134823180558363
"46085","Galatia","r_0","9","2","1","1","4",-0.131092413362146
"46086","Bruttium et Lucania (Regio III)","r_0","9","2","1","1","4",-0.119183405510819
"46087","Raetia","r_0","9","2","1","1","4",-0.0939017812471319
"46088","Britannia","r_0","9","2","1","1","4",-0.088468111020181
"46089","Alpes Maritimae","r_0","9","2","1","1","4",-0.0636499548392574
"46090","Alpes Graiae","r_0","9","2","1","1","4",-0.0610736833721143
"46091","Moesia Superior","r_0","9","2","1","1","4",-0.0557782728738765
"46092","Alpes Cottiae","r_0","9","2","1","1","4",-0.0384493854482202
"46093","Sardinia","r_0","9","2","1","1","4",-0.0381806065757542
"46094","Corsica","r_0","9","2","1","1","4",-0.037157082002454
"46095","Cappadocia","r_0","9","2","1","1","4",-0.0292509600113825
"46096","Etruria (Regio VII)","r_0","9","2","1","1","4",-0.00639645926439823
"46097","Cyrene","r_0","9","2","1","1","4",0.0058331505182333
"46098","Picenum (Regio V)","r_0","9","2","1","1","4",0.0191094577674403
"46099","Dalmatia","r_0","9","2","1","1","4",0.0432094652775506
"46100","Lusitania","r_0","9","2","1","1","4",0.0638791405238527
"46101","Aquitania","r_0","9","2","1","1","4",0.0666948716894211
"46102","Lugdunensis","r_0","9","2","1","1","4",0.0879879770823848
"46103","Aemilia (Regio VIII)","r_0","9","2","1","1","4",0.126672097806445
"46104","Umbria (Regio VI)","r_0","9","2","1","1","4",0.146709468531476
"46105","Transpadana (Regio XI)","r_0","9","2","1","1","4",0.163135167167081
"46106","Mauretania Caesariensis","r_0","9","2","1","1","4",0.168380959114804
"46107","Germania Inferior","r_0","9","2","1","1","4",0.188961652556
"46108","Samnium (Regio IV)","r_0","9","2","1","1","4",0.221809838432012
"46109","Hispania Citerior","r_0","9","2","1","1","4",0.254460783491234
