"","province","m","l_it","s_it","g_it","a_it","r_it","eci"
"62008","Belgica","r_0.001","2","1","2","5","1",0.13040715974443
"62009","Aquitania","r_0.001","2","1","2","5","1",0.136494519159244
"62010","Moesia Inferior","r_0.001","2","1","2","5","1",0.158927836971359
"62011","Pannonia Inferior","r_0.001","2","1","2","5","1",0.174751088827117
"62012","Numidia","r_0.001","2","1","2","5","1",0.184748592750933
"62013","Alpes Maritimae","r_0.001","2","1","2","5","1",0.206396701279448
"62014","Liguria (Regio IX)","r_0.001","2","1","2","5","1",0.247211291162659
"62015","Sardinia","r_0.001","2","1","2","5","1",0.277494964248926
"62016","Picenum (Regio V)","r_0.001","2","1","2","5","1",0.294949583791455
"62017","Umbria (Regio VI)","r_0.001","2","1","2","5","1",0.336375201620678
"62018","Lugdunensis","r_0.001","2","1","2","5","1",0.431424336052905
"62019","Pannonia Superior","r_0.001","2","1","2","5","1",0.445005488288033
"62020","Bruttium et Lucania (Regio III)","r_0.001","2","1","2","5","1",0.485291442621159
"62021","Germania Inferior","r_0.001","2","1","2","5","1",0.522063486608588
"62022","Transpadana (Regio XI)","r_0.001","2","1","2","5","1",0.540854647965584
"62023","Aemilia (Regio VIII)","r_0.001","2","1","2","5","1",0.761265845721641
"62024","Hispania Citerior","r_0.001","2","1","2","5","1",0.816326449901427
"62025","Lusitania","r_0.001","2","1","2","5","1",1.03545557366955
"62026","Germania Superior","r_0.001","2","1","2","5","1",1.31407150671707
"62027","Apulia et Calabria (Regio II)","r_0.001","2","1","2","5","1",1.6462601008471
"62028","Venetia et Histria (Regio X)","r_0.001","2","1","2","5","1",1.6717184323848
"62029","Narbonensis","r_0.001","2","1","2","5","1",1.74839474010581
"62030","Latium et Campania (Regio I)","r_0.001","2","1","2","5","1",3.76085334302319
"62031","Asia","r_0.001","2","1","2","5","2",-3.27088848291798
"62032","Lycia et Pamphylia","r_0.001","2","1","2","5","2",-1.94729540898009
"62033","Bithynia et Pontus","r_0.001","2","1","2","5","2",-1.90629237496118
"62034","Galatia","r_0.001","2","1","2","5","2",-1.85489178944796
"62035","Cilicia","r_0.001","2","1","2","5","2",-0.817313018101078
"62036","Achaia","r_0.001","2","1","2","5","2",-0.792504105130363
"62037","Sicilia","r_0.001","2","1","2","5","2",-0.7523653981848
"62038","Africa Proconsularis","r_0.001","2","1","2","5","2",-0.596130143732644
"62039","Baetica","r_0.001","2","1","2","5","2",-0.593542202636229
"62040","Macedonia","r_0.001","2","1","2","5","2",-0.556225424633817
"62041","Aegyptus","r_0.001","2","1","2","5","2",-0.544320051595161
"62042","Samnium (Regio IV)","r_0.001","2","1","2","5","2",-0.523416946006185
"62043","Etruria (Regio VII)","r_0.001","2","1","2","5","2",-0.450418580312872
"62044","Epirus","r_0.001","2","1","2","5","2",-0.435289726322954
"62045","Creta","r_0.001","2","1","2","5","2",-0.423295595993481
"62046","Iudaea","r_0.001","2","1","2","5","2",-0.39110828429679
"62047","Cyrene","r_0.001","2","1","2","5","2",-0.309872520823797
"62048","Thracia","r_0.001","2","1","2","5","2",-0.246962480782436
"62049","Noricum","r_0.001","2","1","2","5","2",-0.239708411239745
"62050","Mauretania Tingitana","r_0.001","2","1","2","5","2",-0.21501963545182
"62051","Arabia","r_0.001","2","1","2","5","2",-0.154369546490934
"62052","Corsica","r_0.001","2","1","2","5","2",-0.150687327810968
"62053","Syria","r_0.001","2","1","2","5","2",-0.124359147952772
"62054","Alpes Cottiae","r_0.001","2","1","2","5","2",-0.112902538978494
"62055","Cappadocia","r_0.001","2","1","2","5","2",-0.0975222731614499
"62056","Britannia","r_0.001","2","1","2","5","2",-0.0799422418677777
"62057","Alpes Graiae","r_0.001","2","1","2","5","2",-0.0518317112790795
"62058","Dacia","r_0.001","2","1","2","5","2",-0.0203143861087005
"62059","Raetia","r_0.001","2","1","2","5","2",0.0440854041995668
"62060","Moesia Superior","r_0.001","2","1","2","5","2",0.0774406738998095
"62061","Mauretania Caesariensis","r_0.001","2","1","2","5","2",0.0934230766867453
"62062","Aquitania","r_0.001","2","1","2","5","2",0.122374824947812
"62063","Belgica","r_0.001","2","1","2","5","2",0.135969383459343
"62064","Dalmatia","r_0.001","2","1","2","5","2",0.144398795027239
"62065","Moesia Inferior","r_0.001","2","1","2","5","2",0.180165709680104
"62066","Numidia","r_0.001","2","1","2","5","2",0.185637774898154
"62067","Pannonia Inferior","r_0.001","2","1","2","5","2",0.189031245988624
"62068","Alpes Maritimae","r_0.001","2","1","2","5","2",0.215057906636268
"62069","Liguria (Regio IX)","r_0.001","2","1","2","5","2",0.249314445300633
"62070","Sardinia","r_0.001","2","1","2","5","2",0.256043234132453
"62071","Picenum (Regio V)","r_0.001","2","1","2","5","2",0.3137597703773
"62072","Umbria (Regio VI)","r_0.001","2","1","2","5","2",0.354928722639762
"62073","Lugdunensis","r_0.001","2","1","2","5","2",0.42212045767971
"62074","Bruttium et Lucania (Regio III)","r_0.001","2","1","2","5","2",0.463420529656365
"62075","Pannonia Superior","r_0.001","2","1","2","5","2",0.469821713405393
"62076","Germania Inferior","r_0.001","2","1","2","5","2",0.530357026732063
"62077","Transpadana (Regio XI)","r_0.001","2","1","2","5","2",0.552301611656112
"62078","Aemilia (Regio VIII)","r_0.001","2","1","2","5","2",0.751959631944025
"62079","Hispania Citerior","r_0.001","2","1","2","5","2",0.800064527834751
"62080","Lusitania","r_0.001","2","1","2","5","2",1.076003052729
"62081","Germania Superior","r_0.001","2","1","2","5","2",1.3232165742768
"62082","Apulia et Calabria (Regio II)","r_0.001","2","1","2","5","2",1.61798747408584
"62083","Venetia et Histria (Regio X)","r_0.001","2","1","2","5","2",1.68130956226624
"62084","Narbonensis","r_0.001","2","1","2","5","2",1.71713184072249
"62085","Latium et Campania (Regio I)","r_0.001","2","1","2","5","2",3.69146478433894
"62086","Asia","r_0.001","2","1","2","5","3",-3.26684212022178
"62087","Lycia et Pamphylia","r_0.001","2","1","2","5","3",-1.94506056555524
"62088","Bithynia et Pontus","r_0.001","2","1","2","5","3",-1.90361621991337
"62089","Galatia","r_0.001","2","1","2","5","3",-1.85414605982764
"62090","Cilicia","r_0.001","2","1","2","5","3",-0.804461274802171
"62091","Achaia","r_0.001","2","1","2","5","3",-0.780785464835172
"62092","Sicilia","r_0.001","2","1","2","5","3",-0.742534138448209
"62093","Baetica","r_0.001","2","1","2","5","3",-0.575342170158584
"62094","Africa Proconsularis","r_0.001","2","1","2","5","3",-0.557206732905134
"62095","Macedonia","r_0.001","2","1","2","5","3",-0.551935868663857
"62096","Aegyptus","r_0.001","2","1","2","5","3",-0.54420257104495
"62097","Samnium (Regio IV)","r_0.001","2","1","2","5","3",-0.512441356901953
"62098","Etruria (Regio VII)","r_0.001","2","1","2","5","3",-0.442489562674307
"62099","Epirus","r_0.001","2","1","2","5","3",-0.42444913996448
"62100","Creta","r_0.001","2","1","2","5","3",-0.420724113840512
"62101","Iudaea","r_0.001","2","1","2","5","3",-0.389617956647395
"62102","Cyrene","r_0.001","2","1","2","5","3",-0.307069547444971
"62103","Noricum","r_0.001","2","1","2","5","3",-0.250544162148045
"62104","Thracia","r_0.001","2","1","2","5","3",-0.243742659969752
"62105","Mauretania Tingitana","r_0.001","2","1","2","5","3",-0.219427349153281
"62106","Arabia","r_0.001","2","1","2","5","3",-0.160386281752823
"62107","Corsica","r_0.001","2","1","2","5","3",-0.150202988302528
"62108","Syria","r_0.001","2","1","2","5","3",-0.129784299035834
"62109","Alpes Cottiae","r_0.001","2","1","2","5","3",-0.116717559342256
"62110","Britannia","r_0.001","2","1","2","5","3",-0.0997395730195753
"62111","Cappadocia","r_0.001","2","1","2","5","3",-0.0996166977193179
"62112","Alpes Graiae","r_0.001","2","1","2","5","3",-0.0536638147398438
"62113","Dacia","r_0.001","2","1","2","5","3",-0.0242728372865123
"62114","Raetia","r_0.001","2","1","2","5","3",0.0428568505078371
"62115","Moesia Superior","r_0.001","2","1","2","5","3",0.068147178346146
"62116","Aquitania","r_0.001","2","1","2","5","3",0.103295069353195
"62117","Mauretania Caesariensis","r_0.001","2","1","2","5","3",0.110837952856983
"62118","Belgica","r_0.001","2","1","2","5","3",0.111694748434165
"62119","Dalmatia","r_0.001","2","1","2","5","3",0.128409855443859
"62120","Moesia Inferior","r_0.001","2","1","2","5","3",0.174270037652195
"62121","Pannonia Inferior","r_0.001","2","1","2","5","3",0.198293380119121
"62122","Numidia","r_0.001","2","1","2","5","3",0.206385034390765
"62123","Alpes Maritimae","r_0.001","2","1","2","5","3",0.21399594394302
"62124","Sardinia","r_0.001","2","1","2","5","3",0.248208896493381
"62125","Liguria (Regio IX)","r_0.001","2","1","2","5","3",0.251217910420281
"62126","Picenum (Regio V)","r_0.001","2","1","2","5","3",0.309910966856448
"62127","Umbria (Regio VI)","r_0.001","2","1","2","5","3",0.377067369296463
"62128","Lugdunensis","r_0.001","2","1","2","5","3",0.405774181171763
"62129","Pannonia Superior","r_0.001","2","1","2","5","3",0.412540624231771
"62130","Bruttium et Lucania (Regio III)","r_0.001","2","1","2","5","3",0.466806995627601
"62131","Germania Inferior","r_0.001","2","1","2","5","3",0.512360181840345
"62132","Transpadana (Regio XI)","r_0.001","2","1","2","5","3",0.538665181916836
"62133","Aemilia (Regio VIII)","r_0.001","2","1","2","5","3",0.746536430449404
"62134","Hispania Citerior","r_0.001","2","1","2","5","3",0.79412655936162
"62135","Lusitania","r_0.001","2","1","2","5","3",1.08832192668871
"62136","Germania Superior","r_0.001","2","1","2","5","3",1.30885225632405
"62137","Apulia et Calabria (Regio II)","r_0.001","2","1","2","5","3",1.62640044916883
"62138","Narbonensis","r_0.001","2","1","2","5","3",1.69585383092468
"62139","Venetia et Histria (Regio X)","r_0.001","2","1","2","5","3",1.69936352603327
"62140","Latium et Campania (Regio I)","r_0.001","2","1","2","5","3",3.73082974846675
"62141","Asia","r_0.001","2","1","2","5","4",-3.25811606844499
"62142","Lycia et Pamphylia","r_0.001","2","1","2","5","4",-1.92498158928531
"62143","Bithynia et Pontus","r_0.001","2","1","2","5","4",-1.88056031491945
"62144","Galatia","r_0.001","2","1","2","5","4",-1.83695757598504
"62145","Cilicia","r_0.001","2","1","2","5","4",-0.786957191133972
"62146","Achaia","r_0.001","2","1","2","5","4",-0.75852731251191
"62147","Sicilia","r_0.001","2","1","2","5","4",-0.739482508905034
"62148","Baetica","r_0.001","2","1","2","5","4",-0.602524222512198
"62149","Africa Proconsularis","r_0.001","2","1","2","5","4",-0.601203610351573
"62150","Aegyptus","r_0.001","2","1","2","5","4",-0.573349331281607
"62151","Etruria (Regio VII)","r_0.001","2","1","2","5","4",-0.563460632644144
"62152","Macedonia","r_0.001","2","1","2","5","4",-0.539883541142018
"62153","Samnium (Regio IV)","r_0.001","2","1","2","5","4",-0.493870340664984
"62154","Cyrene","r_0.001","2","1","2","5","4",-0.480271031159423
"62155","Creta","r_0.001","2","1","2","5","4",-0.420190476861018
"62156","Epirus","r_0.001","2","1","2","5","4",-0.415606426969824
"62157","Iudaea","r_0.001","2","1","2","5","4",-0.376915947995867
"62158","Thracia","r_0.001","2","1","2","5","4",-0.236714827273679
"62159","Noricum","r_0.001","2","1","2","5","4",-0.230156197933246
"62160","Mauretania Tingitana","r_0.001","2","1","2","5","4",-0.221357503928547
"62161","Corsica","r_0.001","2","1","2","5","4",-0.153802041909547
"62162","Arabia","r_0.001","2","1","2","5","4",-0.146497537510044
"62163","Britannia","r_0.001","2","1","2","5","4",-0.119197682304274
"62164","Syria","r_0.001","2","1","2","5","4",-0.109878013852788
"62165","Alpes Cottiae","r_0.001","2","1","2","5","4",-0.103724142825694
"62166","Cappadocia","r_0.001","2","1","2","5","4",-0.0939082099195442
"62167","Alpes Graiae","r_0.001","2","1","2","5","4",-0.0515453736213922
"62168","Dacia","r_0.001","2","1","2","5","4",-0.00881465259416095
"62169","Raetia","r_0.001","2","1","2","5","4",0.0412377558440164
"62170","Moesia Superior","r_0.001","2","1","2","5","4",0.0585056271440535
"62171","Sardinia","r_0.001","2","1","2","5","4",0.067593209017097
"62172","Belgica","r_0.001","2","1","2","5","4",0.0950874102102438
"62173","Mauretania Caesariensis","r_0.001","2","1","2","5","4",0.10815234213636
"62174","Dalmatia","r_0.001","2","1","2","5","4",0.153346100171677
"62175","Numidia","r_0.001","2","1","2","5","4",0.154935597301252
"62176","Moesia Inferior","r_0.001","2","1","2","5","4",0.175413480525512
"62177","Pannonia Inferior","r_0.001","2","1","2","5","4",0.211164350217314
"62178","Aquitania","r_0.001","2","1","2","5","4",0.213945580658005
"62179","Alpes Maritimae","r_0.001","2","1","2","5","4",0.227618504494043
"62180","Liguria (Regio IX)","r_0.001","2","1","2","5","4",0.286716984930114
"62181","Picenum (Regio V)","r_0.001","2","1","2","5","4",0.349470586114415
"62182","Lugdunensis","r_0.001","2","1","2","5","4",0.387664632684241
"62183","Pannonia Superior","r_0.001","2","1","2","5","4",0.411187580438794
"62184","Umbria (Regio VI)","r_0.001","2","1","2","5","4",0.462344046874462
"62185","Bruttium et Lucania (Regio III)","r_0.001","2","1","2","5","4",0.47624571615252
"62186","Germania Inferior","r_0.001","2","1","2","5","4",0.512229264871011
"62187","Transpadana (Regio XI)","r_0.001","2","1","2","5","4",0.548716044497416
"62188","Aemilia (Regio VIII)","r_0.001","2","1","2","5","4",0.768566405462262
"62189","Hispania Citerior","r_0.001","2","1","2","5","4",0.79910566697603
"62190","Lusitania","r_0.001","2","1","2","5","4",1.10366595335446
"62191","Germania Superior","r_0.001","2","1","2","5","4",1.28027695278587
"62192","Narbonensis","r_0.001","2","1","2","5","4",1.68126263349578
"62193","Venetia et Histria (Regio X)","r_0.001","2","1","2","5","4",1.73951300683458
"62194","Apulia et Calabria (Regio II)","r_0.001","2","1","2","5","4",1.76625570067221
"62195","Latium et Campania (Regio I)","r_0.001","2","1","2","5","4",3.64823317257755
"62196","Asia","r_0.001","2","1","2","5","5",-3.1740816829652
"62197","Lycia et Pamphylia","r_0.001","2","1","2","5","5",-1.88099796717286
"62198","Galatia","r_0.001","2","1","2","5","5",-1.81134728575508
"62199","Bithynia et Pontus","r_0.001","2","1","2","5","5",-1.79876229016305
"62200","Aegyptus","r_0.001","2","1","2","5","5",-0.820529866816184
"62201","Cilicia","r_0.001","2","1","2","5","5",-0.775145133171034
"62202","Sicilia","r_0.001","2","1","2","5","5",-0.756186158386306
"62203","Achaia","r_0.001","2","1","2","5","5",-0.68087378692949
"62204","Cyrene","r_0.001","2","1","2","5","5",-0.53804994758139
"62205","Africa Proconsularis","r_0.001","2","1","2","5","5",-0.515989234557365
"62206","Baetica","r_0.001","2","1","2","5","5",-0.502316089785293
"62207","Etruria (Regio VII)","r_0.001","2","1","2","5","5",-0.491109275291799
"62208","Samnium (Regio IV)","r_0.001","2","1","2","5","5",-0.479993136096922
"62209","Macedonia","r_0.001","2","1","2","5","5",-0.46341433467656
"62210","Epirus","r_0.001","2","1","2","5","5",-0.395350621590779
"62211","Iudaea","r_0.001","2","1","2","5","5",-0.362319787200086
"62212","Creta","r_0.001","2","1","2","5","5",-0.353727994142582
"62213","Noricum","r_0.001","2","1","2","5","5",-0.258308024085729
"62214","Thracia","r_0.001","2","1","2","5","5",-0.245183681777937
"62215","Mauretania Tingitana","r_0.001","2","1","2","5","5",-0.22548292948024
"62216","Arabia","r_0.001","2","1","2","5","5",-0.18340705795473
"62217","Corsica","r_0.001","2","1","2","5","5",-0.166236349587869
"62218","Syria","r_0.001","2","1","2","5","5",-0.123775396536788
"62219","Britannia","r_0.001","2","1","2","5","5",-0.118883099475281
"62220","Moesia Superior","r_0.001","2","1","2","5","5",-0.108521625313963
"62221","Alpes Cottiae","r_0.001","2","1","2","5","5",-0.107006961745531
"62222","Cappadocia","r_0.001","2","1","2","5","5",-0.102914540797944
"62223","Dacia","r_0.001","2","1","2","5","5",-0.0868627676239505
"62224","Alpes Graiae","r_0.001","2","1","2","5","5",-0.0468843976512945
"62225","Raetia","r_0.001","2","1","2","5","5",0.0441878726960751
"62226","Sardinia","r_0.001","2","1","2","5","5",0.055961620235285
"62227","Numidia","r_0.001","2","1","2","5","5",0.0974713406832174
"62228","Moesia Inferior","r_0.001","2","1","2","5","5",0.131782125916054
"62229","Belgica","r_0.001","2","1","2","5","5",0.132134129445884
"62230","Mauretania Caesariensis","r_0.001","2","1","2","5","5",0.162200987715713
"62231","Pannonia Inferior","r_0.001","2","1","2","5","5",0.163904562761672
"62232","Aquitania","r_0.001","2","1","2","5","5",0.185418990989272
"62233","Dalmatia","r_0.001","2","1","2","5","5",0.19338213633931
"62234","Alpes Maritimae","r_0.001","2","1","2","5","5",0.229011168644649
"62235","Liguria (Regio IX)","r_0.001","2","1","2","5","5",0.301913073847005
"62236","Picenum (Regio V)","r_0.001","2","1","2","5","5",0.360017819406215
"62237","Pannonia Superior","r_0.001","2","1","2","5","5",0.389890009787207
"62238","Lugdunensis","r_0.001","2","1","2","5","5",0.3978445392128
"62239","Umbria (Regio VI)","r_0.001","2","1","2","5","5",0.417967151117753
"62240","Bruttium et Lucania (Regio III)","r_0.001","2","1","2","5","5",0.460258729344544
"62241","Germania Inferior","r_0.001","2","1","2","5","5",0.501211528514476
"62242","Transpadana (Regio XI)","r_0.001","2","1","2","5","5",0.530233605885964
"62243","Aemilia (Regio VIII)","r_0.001","2","1","2","5","5",0.730573233148434
"62244","Hispania Citerior","r_0.001","2","1","2","5","5",0.833924942390927
"62245","Lusitania","r_0.001","2","1","2","5","5",1.08257699702411
"62246","Germania Superior","r_0.001","2","1","2","5","5",1.2582174122658
"62247","Apulia et Calabria (Regio II)","r_0.001","2","1","2","5","5",1.52696219255431
"62248","Narbonensis","r_0.001","2","1","2","5","5",1.71731513747521
"62249","Venetia et Histria (Regio X)","r_0.001","2","1","2","5","5",1.75537901617837
"62250","Latium et Campania (Regio I)","r_0.001","2","1","2","5","5",3.91392110073297
"62251","Asia","r_0.001","2","2","1","1","1",-3.34515868857503
"62252","Bithynia et Pontus","r_0.001","2","2","1","1","1",-1.97271006599548
"62253","Galatia","r_0.001","2","2","1","1","1",-1.94813623475884
"62254","Lycia et Pamphylia","r_0.001","2","2","1","1","1",-1.92008553505404
"62255","Cilicia","r_0.001","2","2","1","1","1",-0.81319502671531
"62256","Sicilia","r_0.001","2","2","1","1","1",-0.79292722130122
"62257","Achaia","r_0.001","2","2","1","1","1",-0.742971822681381
"62258","Aegyptus","r_0.001","2","2","1","1","1",-0.741986190282509
"62259","Africa Proconsularis","r_0.001","2","2","1","1","1",-0.626368011871806
"62260","Macedonia","r_0.001","2","2","1","1","1",-0.616399820426167
"62261","Samnium (Regio IV)","r_0.001","2","2","1","1","1",-0.593437769210692
"62262","Baetica","r_0.001","2","2","1","1","1",-0.590580821942921
"62263","Etruria (Regio VII)","r_0.001","2","2","1","1","1",-0.51805934004
"62264","Creta","r_0.001","2","2","1","1","1",-0.401190642643245
"62265","Epirus","r_0.001","2","2","1","1","1",-0.372873943875193
"62266","Iudaea","r_0.001","2","2","1","1","1",-0.337072655885676
"62267","Cyrene","r_0.001","2","2","1","1","1",-0.325856533620723
"62268","Noricum","r_0.001","2","2","1","1","1",-0.293392863021489
"62269","Thracia","r_0.001","2","2","1","1","1",-0.286100168699006
"62270","Mauretania Tingitana","r_0.001","2","2","1","1","1",-0.198169465314828
"62271","Corsica","r_0.001","2","2","1","1","1",-0.143528792995773
"62272","Alpes Cottiae","r_0.001","2","2","1","1","1",-0.126835936934905
"62273","Arabia","r_0.001","2","2","1","1","1",-0.125562944743447
"62274","Syria","r_0.001","2","2","1","1","1",-0.0801517759641554
"62275","Cappadocia","r_0.001","2","2","1","1","1",-0.0611386072882245
"62276","Alpes Graiae","r_0.001","2","2","1","1","1",-0.0260120157126301
"62277","Dacia","r_0.001","2","2","1","1","1",0.0459974304353224
"62278","Britannia","r_0.001","2","2","1","1","1",0.0479882613925531
"62279","Raetia","r_0.001","2","2","1","1","1",0.0814606475239731
"62280","Mauretania Caesariensis","r_0.001","2","2","1","1","1",0.084766784257695
"62281","Moesia Superior","r_0.001","2","2","1","1","1",0.12699801295345
"62282","Numidia","r_0.001","2","2","1","1","1",0.165689067799796
"62283","Sardinia","r_0.001","2","2","1","1","1",0.18120455446688
"62284","Aquitania","r_0.001","2","2","1","1","1",0.182863438778819
"62285","Pannonia Inferior","r_0.001","2","2","1","1","1",0.201943034100484
"62286","Dalmatia","r_0.001","2","2","1","1","1",0.209075257404479
"62287","Moesia Inferior","r_0.001","2","2","1","1","1",0.210059019420951
"62288","Belgica","r_0.001","2","2","1","1","1",0.230846666726214
"62289","Alpes Maritimae","r_0.001","2","2","1","1","1",0.238434543938363
"62290","Picenum (Regio V)","r_0.001","2","2","1","1","1",0.243392304901372
"62291","Liguria (Regio IX)","r_0.001","2","2","1","1","1",0.268070417720251
"62292","Umbria (Regio VI)","r_0.001","2","2","1","1","1",0.415112498621943
"62293","Pannonia Superior","r_0.001","2","2","1","1","1",0.482365794857569
"62294","Lugdunensis","r_0.001","2","2","1","1","1",0.50138140729063
"62295","Germania Inferior","r_0.001","2","2","1","1","1",0.593551650444714
"62296","Bruttium et Lucania (Regio III)","r_0.001","2","2","1","1","1",0.614200501362568
"62297","Transpadana (Regio XI)","r_0.001","2","2","1","1","1",0.627637781010396
"62298","Aemilia (Regio VIII)","r_0.001","2","2","1","1","1",0.697448976780526
"62299","Hispania Citerior","r_0.001","2","2","1","1","1",0.74772873650817
"62300","Lusitania","r_0.001","2","2","1","1","1",1.12425728846487
"62301","Germania Superior","r_0.001","2","2","1","1","1",1.36905715080396
"62302","Venetia et Histria (Regio X)","r_0.001","2","2","1","1","1",1.54809573981411
"62303","Apulia et Calabria (Regio II)","r_0.001","2","2","1","1","1",1.57214205465754
"62304","Narbonensis","r_0.001","2","2","1","1","1",1.66571602437248
"62305","Latium et Campania (Regio I)","r_0.001","2","2","1","1","1",3.52241784874461
"62306","Asia","r_0.001","2","2","1","1","2",-3.31411581384103
"62307","Bithynia et Pontus","r_0.001","2","2","1","1","2",-1.9647928576266
"62308","Galatia","r_0.001","2","2","1","1","2",-1.92878264560104
"62309","Lycia et Pamphylia","r_0.001","2","2","1","1","2",-1.90937256696017
"62310","Cilicia","r_0.001","2","2","1","1","2",-0.8008134462736
"62311","Sicilia","r_0.001","2","2","1","1","2",-0.779701279999919
"62312","Achaia","r_0.001","2","2","1","1","2",-0.743268179550279
"62313","Aegyptus","r_0.001","2","2","1","1","2",-0.73903386349834
"62314","Macedonia","r_0.001","2","2","1","1","2",-0.604690488411605
"62315","Africa Proconsularis","r_0.001","2","2","1","1","2",-0.590089558969379
"62316","Samnium (Regio IV)","r_0.001","2","2","1","1","2",-0.574985788061243
"62317","Baetica","r_0.001","2","2","1","1","2",-0.567284733111658
"62318","Etruria (Regio VII)","r_0.001","2","2","1","1","2",-0.501678020050314
"62319","Creta","r_0.001","2","2","1","1","2",-0.397118162069433
"62320","Epirus","r_0.001","2","2","1","1","2",-0.377948712732562
"62321","Iudaea","r_0.001","2","2","1","1","2",-0.334073167736456
"62322","Cyrene","r_0.001","2","2","1","1","2",-0.317287396787711
"62323","Thracia","r_0.001","2","2","1","1","2",-0.299553432395928
"62324","Noricum","r_0.001","2","2","1","1","2",-0.299146582878505
"62325","Mauretania Tingitana","r_0.001","2","2","1","1","2",-0.204732215317838
"62326","Corsica","r_0.001","2","2","1","1","2",-0.140265095865681
"62327","Arabia","r_0.001","2","2","1","1","2",-0.137244022270327
"62328","Alpes Cottiae","r_0.001","2","2","1","1","2",-0.130546647384565
"62329","Syria","r_0.001","2","2","1","1","2",-0.0860611199952719
"62330","Cappadocia","r_0.001","2","2","1","1","2",-0.068778364304793
"62331","Alpes Graiae","r_0.001","2","2","1","1","2",-0.0277743338961336
"62332","Dacia","r_0.001","2","2","1","1","2",0.0129019059194203
"62333","Pannonia Inferior","r_0.001","2","2","1","1","2",0.0507727162494401
"62334","Britannia","r_0.001","2","2","1","1","2",0.0548608847075236
"62335","Raetia","r_0.001","2","2","1","1","2",0.0802082086712968
"62336","Mauretania Caesariensis","r_0.001","2","2","1","1","2",0.103970583516965
"62337","Moesia Superior","r_0.001","2","2","1","1","2",0.10921662382019
"62338","Numidia","r_0.001","2","2","1","1","2",0.151918524085657
"62339","Sardinia","r_0.001","2","2","1","1","2",0.176967760160548
"62340","Aquitania","r_0.001","2","2","1","1","2",0.184193512169801
"62341","Moesia Inferior","r_0.001","2","2","1","1","2",0.192836753604014
"62342","Dalmatia","r_0.001","2","2","1","1","2",0.210618223383565
"62343","Alpes Maritimae","r_0.001","2","2","1","1","2",0.231387631383894
"62344","Belgica","r_0.001","2","2","1","1","2",0.237276159852734
"62345","Picenum (Regio V)","r_0.001","2","2","1","1","2",0.257516870058109
"62346","Liguria (Regio IX)","r_0.001","2","2","1","1","2",0.26962508306393
"62347","Umbria (Regio VI)","r_0.001","2","2","1","1","2",0.386565103888621
"62348","Pannonia Superior","r_0.001","2","2","1","1","2",0.474577382143715
"62349","Lugdunensis","r_0.001","2","2","1","1","2",0.509268768754927
"62350","Germania Inferior","r_0.001","2","2","1","1","2",0.580898085924428
"62351","Bruttium et Lucania (Regio III)","r_0.001","2","2","1","1","2",0.606501384163927
"62352","Transpadana (Regio XI)","r_0.001","2","2","1","1","2",0.621907613590853
"62353","Aemilia (Regio VIII)","r_0.001","2","2","1","1","2",0.712282525156771
"62354","Hispania Citerior","r_0.001","2","2","1","1","2",0.764280096241768
"62355","Lusitania","r_0.001","2","2","1","1","2",1.09786933534054
"62356","Germania Superior","r_0.001","2","2","1","1","2",1.36150530082478
"62357","Venetia et Histria (Regio X)","r_0.001","2","2","1","1","2",1.53923239754256
"62358","Apulia et Calabria (Regio II)","r_0.001","2","2","1","1","2",1.56005169975575
"62359","Narbonensis","r_0.001","2","2","1","1","2",1.68968424378318
"62360","Latium et Campania (Regio I)","r_0.001","2","2","1","1","2",3.61024311783148
"62361","Asia","r_0.001","2","2","1","1","3",-3.19837528133175
"62362","Galatia","r_0.001","2","2","1","1","3",-1.90608982398864
"62363","Bithynia et Pontus","r_0.001","2","2","1","1","3",-1.89614192561019
"62364","Lycia et Pamphylia","r_0.001","2","2","1","1","3",-1.8175497915358
"62365","Cilicia","r_0.001","2","2","1","1","3",-0.782249404120741
"62366","Sicilia","r_0.001","2","2","1","1","3",-0.748894770110972
"62367","Aegyptus","r_0.001","2","2","1","1","3",-0.725717356544543
"62368","Achaia","r_0.001","2","2","1","1","3",-0.681296199158305
"62369","Macedonia","r_0.001","2","2","1","1","3",-0.586546493268619
"62370","Baetica","r_0.001","2","2","1","1","3",-0.536339084778892
"62371","Samnium (Regio IV)","r_0.001","2","2","1","1","3",-0.52980136248789
"62372","Etruria (Regio VII)","r_0.001","2","2","1","1","3",-0.459201356602859
"62373","Africa Proconsularis","r_0.001","2","2","1","1","3",-0.417215463309963
"62374","Creta","r_0.001","2","2","1","1","3",-0.382391810553753
"62375","Epirus","r_0.001","2","2","1","1","3",-0.350957049157891
"62376","Noricum","r_0.001","2","2","1","1","3",-0.339681026006988
"62377","Iudaea","r_0.001","2","2","1","1","3",-0.325452257498549
"62378","Cyrene","r_0.001","2","2","1","1","3",-0.2994076613694
"62379","Mauretania Tingitana","r_0.001","2","2","1","1","3",-0.220313777398645
"62380","Thracia","r_0.001","2","2","1","1","3",-0.204755280886293
"62381","Arabia","r_0.001","2","2","1","1","3",-0.175543142792431
"62382","Corsica","r_0.001","2","2","1","1","3",-0.157581936105253
"62383","Alpes Cottiae","r_0.001","2","2","1","1","3",-0.154044924354611
"62384","Syria","r_0.001","2","2","1","1","3",-0.113970110809106
"62385","Cappadocia","r_0.001","2","2","1","1","3",-0.0959775163092525
"62386","Dacia","r_0.001","2","2","1","1","3",-0.0792988233810601
