"","province","m","l_it","s_it","g_it","a_it","r_it","eci"
"62387","Moesia Superior","r_0.001","2","2","1","1","3",-0.0534942132270745
"62388","Alpes Graiae","r_0.001","2","2","1","1","3",-0.0445684707394846
"62389","Britannia","r_0.001","2","2","1","1","3",-0.019028583227421
"62390","Pannonia Inferior","r_0.001","2","2","1","1","3",0.0375755435838891
"62391","Raetia","r_0.001","2","2","1","1","3",0.0529908963797537
"62392","Moesia Inferior","r_0.001","2","2","1","1","3",0.126099041867526
"62393","Belgica","r_0.001","2","2","1","1","3",0.126550305614149
"62394","Mauretania Caesariensis","r_0.001","2","2","1","1","3",0.135401626858287
"62395","Sardinia","r_0.001","2","2","1","1","3",0.138965997132685
"62396","Aquitania","r_0.001","2","2","1","1","3",0.13916234182739
"62397","Dalmatia","r_0.001","2","2","1","1","3",0.154935037481192
"62398","Numidia","r_0.001","2","2","1","1","3",0.164258085240053
"62399","Alpes Maritimae","r_0.001","2","2","1","1","3",0.206020002169175
"62400","Liguria (Regio IX)","r_0.001","2","2","1","1","3",0.264416590302038
"62401","Picenum (Regio V)","r_0.001","2","2","1","1","3",0.272146480012506
"62402","Pannonia Superior","r_0.001","2","2","1","1","3",0.376152159046198
"62403","Umbria (Regio VI)","r_0.001","2","2","1","1","3",0.400707834174623
"62404","Germania Inferior","r_0.001","2","2","1","1","3",0.409956018148553
"62405","Lugdunensis","r_0.001","2","2","1","1","3",0.464255203566149
"62406","Transpadana (Regio XI)","r_0.001","2","2","1","1","3",0.557602097158387
"62407","Bruttium et Lucania (Regio III)","r_0.001","2","2","1","1","3",0.571864645853322
"62408","Aemilia (Regio VIII)","r_0.001","2","2","1","1","3",0.668406875213789
"62409","Hispania Citerior","r_0.001","2","2","1","1","3",0.799595574964843
"62410","Lusitania","r_0.001","2","2","1","1","3",1.04308615680895
"62411","Germania Superior","r_0.001","2","2","1","1","3",1.32729817170352
"62412","Apulia et Calabria (Regio II)","r_0.001","2","2","1","1","3",1.60357067166561
"62413","Venetia et Histria (Regio X)","r_0.001","2","2","1","1","3",1.65081457959924
"62414","Narbonensis","r_0.001","2","2","1","1","3",1.71631591029201
"62415","Latium et Campania (Regio I)","r_0.001","2","2","1","1","3",3.89373705000254
"62416","Asia","r_0.001","2","2","1","1","4",-3.12413831731279
"62417","Galatia","r_0.001","2","2","1","1","4",-1.83746092689006
"62418","Bithynia et Pontus","r_0.001","2","2","1","1","4",-1.83733890892492
"62419","Lycia et Pamphylia","r_0.001","2","2","1","1","4",-1.77141146611562
"62420","Cilicia","r_0.001","2","2","1","1","4",-0.776228257701651
"62421","Aegyptus","r_0.001","2","2","1","1","4",-0.757070679565047
"62422","Sicilia","r_0.001","2","2","1","1","4",-0.743334047438903
"62423","Achaia","r_0.001","2","2","1","1","4",-0.715049359335689
"62424","Macedonia","r_0.001","2","2","1","1","4",-0.616853212036853
"62425","Baetica","r_0.001","2","2","1","1","4",-0.541177425683722
"62426","Samnium (Regio IV)","r_0.001","2","2","1","1","4",-0.495918222852151
"62427","Etruria (Regio VII)","r_0.001","2","2","1","1","4",-0.438090410395779
"62428","Thracia","r_0.001","2","2","1","1","4",-0.399958824692371
"62429","Africa Proconsularis","r_0.001","2","2","1","1","4",-0.397600093616489
"62430","Epirus","r_0.001","2","2","1","1","4",-0.384108988178158
"62431","Creta","r_0.001","2","2","1","1","4",-0.381054692899562
"62432","Cyrene","r_0.001","2","2","1","1","4",-0.361635479360898
"62433","Iudaea","r_0.001","2","2","1","1","4",-0.339379935901571
"62434","Noricum","r_0.001","2","2","1","1","4",-0.329149650819009
"62435","Mauretania Tingitana","r_0.001","2","2","1","1","4",-0.224082130258565
"62436","Arabia","r_0.001","2","2","1","1","4",-0.198005686787446
"62437","Corsica","r_0.001","2","2","1","1","4",-0.16564064628495
"62438","Alpes Cottiae","r_0.001","2","2","1","1","4",-0.141372497697405
"62439","Syria","r_0.001","2","2","1","1","4",-0.124902935593108
"62440","Dacia","r_0.001","2","2","1","1","4",-0.115221965187418
"62441","Cappadocia","r_0.001","2","2","1","1","4",-0.0906510642302208
"62442","Moesia Superior","r_0.001","2","2","1","1","4",-0.0585361858736308
"62443","Alpes Graiae","r_0.001","2","2","1","1","4",-0.0439461210278246
"62444","Britannia","r_0.001","2","2","1","1","4",-0.0176591126922086
"62445","Pannonia Inferior","r_0.001","2","2","1","1","4",0.0250881613048375
"62446","Raetia","r_0.001","2","2","1","1","4",0.0556084045878171
"62447","Moesia Inferior","r_0.001","2","2","1","1","4",0.112751933583929
"62448","Belgica","r_0.001","2","2","1","1","4",0.128981070890866
"62449","Mauretania Caesariensis","r_0.001","2","2","1","1","4",0.13454688793627
"62450","Aquitania","r_0.001","2","2","1","1","4",0.138815238708387
"62451","Sardinia","r_0.001","2","2","1","1","4",0.142566824859132
"62452","Dalmatia","r_0.001","2","2","1","1","4",0.146542369137436
"62453","Numidia","r_0.001","2","2","1","1","4",0.165716739328257
"62454","Alpes Maritimae","r_0.001","2","2","1","1","4",0.195911054633404
"62455","Liguria (Regio IX)","r_0.001","2","2","1","1","4",0.257790086635435
"62456","Picenum (Regio V)","r_0.001","2","2","1","1","4",0.272536473216423
"62457","Pannonia Superior","r_0.001","2","2","1","1","4",0.367478271159304
"62458","Umbria (Regio VI)","r_0.001","2","2","1","1","4",0.409900770844461
"62459","Germania Inferior","r_0.001","2","2","1","1","4",0.42484286076267
"62460","Lugdunensis","r_0.001","2","2","1","1","4",0.462963270639504
"62461","Transpadana (Regio XI)","r_0.001","2","2","1","1","4",0.556305645847427
"62462","Bruttium et Lucania (Regio III)","r_0.001","2","2","1","1","4",0.58056986678119
"62463","Aemilia (Regio VIII)","r_0.001","2","2","1","1","4",0.679232845527639
"62464","Hispania Citerior","r_0.001","2","2","1","1","4",0.81423899792825
"62465","Lusitania","r_0.001","2","2","1","1","4",1.04357851098132
"62466","Germania Superior","r_0.001","2","2","1","1","4",1.31417720663397
"62467","Apulia et Calabria (Regio II)","r_0.001","2","2","1","1","4",1.6383169421363
"62468","Venetia et Histria (Regio X)","r_0.001","2","2","1","1","4",1.66469379068818
"62469","Narbonensis","r_0.001","2","2","1","1","4",1.70991577908949
"62470","Latium et Campania (Regio I)","r_0.001","2","2","1","1","4",3.98390724151211
"62471","Asia","r_0.001","2","2","1","1","5",-3.07715243367876
"62472","Galatia","r_0.001","2","2","1","1","5",-1.85312791981566
"62473","Bithynia et Pontus","r_0.001","2","2","1","1","5",-1.79241783017451
"62474","Lycia et Pamphylia","r_0.001","2","2","1","1","5",-1.74766974622487
"62475","Cilicia","r_0.001","2","2","1","1","5",-0.783459640565351
"62476","Aegyptus","r_0.001","2","2","1","1","5",-0.77069118200045
"62477","Sicilia","r_0.001","2","2","1","1","5",-0.730669216344658
"62478","Achaia","r_0.001","2","2","1","1","5",-0.623502663699536
"62479","Macedonia","r_0.001","2","2","1","1","5",-0.518551293262334
"62480","Samnium (Regio IV)","r_0.001","2","2","1","1","5",-0.479157268164365
"62481","Baetica","r_0.001","2","2","1","1","5",-0.474775041568048
"62482","Etruria (Regio VII)","r_0.001","2","2","1","1","5",-0.42587139611186
"62483","Thracia","r_0.001","2","2","1","1","5",-0.375993430241761
"62484","Cyrene","r_0.001","2","2","1","1","5",-0.370290339705892
"62485","Epirus","r_0.001","2","2","1","1","5",-0.352937695543571
"62486","Africa Proconsularis","r_0.001","2","2","1","1","5",-0.34981377959983
"62487","Noricum","r_0.001","2","2","1","1","5",-0.339739126860595
"62488","Iudaea","r_0.001","2","2","1","1","5",-0.324298173298311
"62489","Creta","r_0.001","2","2","1","1","5",-0.323489055758083
"62490","Mauretania Tingitana","r_0.001","2","2","1","1","5",-0.231610561622893
"62491","Arabia","r_0.001","2","2","1","1","5",-0.2141847828707
"62492","Corsica","r_0.001","2","2","1","1","5",-0.175643016417611
"62493","Dacia","r_0.001","2","2","1","1","5",-0.160992526914858
"62494","Alpes Cottiae","r_0.001","2","2","1","1","5",-0.136878699552515
"62495","Syria","r_0.001","2","2","1","1","5",-0.123244121287137
"62496","Cappadocia","r_0.001","2","2","1","1","5",-0.104701344524793
"62497","Moesia Superior","r_0.001","2","2","1","1","5",-0.0780481183339155
"62498","Alpes Graiae","r_0.001","2","2","1","1","5",-0.0453050900341995
"62499","Pannonia Inferior","r_0.001","2","2","1","1","5",-0.029399772291239
"62500","Britannia","r_0.001","2","2","1","1","5",-0.0272624417195568
"62501","Raetia","r_0.001","2","2","1","1","5",0.0524616298591595
"62502","Moesia Inferior","r_0.001","2","2","1","1","5",0.0830636719092858
"62503","Aquitania","r_0.001","2","2","1","1","5",0.129124662012074
"62504","Sardinia","r_0.001","2","2","1","1","5",0.13748612063039
"62505","Belgica","r_0.001","2","2","1","1","5",0.152003290938394
"62506","Numidia","r_0.001","2","2","1","1","5",0.173993684945327
"62507","Mauretania Caesariensis","r_0.001","2","2","1","1","5",0.178953104981418
"62508","Dalmatia","r_0.001","2","2","1","1","5",0.188991879309099
"62509","Alpes Maritimae","r_0.001","2","2","1","1","5",0.193152413325319
"62510","Liguria (Regio IX)","r_0.001","2","2","1","1","5",0.249326794204127
"62511","Picenum (Regio V)","r_0.001","2","2","1","1","5",0.276594882080316
"62512","Umbria (Regio VI)","r_0.001","2","2","1","1","5",0.351929684166238
"62513","Pannonia Superior","r_0.001","2","2","1","1","5",0.353827952054887
"62514","Bruttium et Lucania (Regio III)","r_0.001","2","2","1","1","5",0.369135852176958
"62515","Germania Inferior","r_0.001","2","2","1","1","5",0.397668939417207
"62516","Lugdunensis","r_0.001","2","2","1","1","5",0.470101881782247
"62517","Transpadana (Regio XI)","r_0.001","2","2","1","1","5",0.521656320822992
"62518","Aemilia (Regio VIII)","r_0.001","2","2","1","1","5",0.627665466934883
"62519","Hispania Citerior","r_0.001","2","2","1","1","5",0.817258242650642
"62520","Lusitania","r_0.001","2","2","1","1","5",1.01790740823573
"62521","Germania Superior","r_0.001","2","2","1","1","5",1.31032342606146
"62522","Apulia et Calabria (Regio II)","r_0.001","2","2","1","1","5",1.37434112804346
"62523","Venetia et Histria (Regio X)","r_0.001","2","2","1","1","5",1.66349316249815
"62524","Narbonensis","r_0.001","2","2","1","1","5",1.71443866349104
"62525","Latium et Campania (Regio I)","r_0.001","2","2","1","1","5",4.23597744565707
"62526","Asia","r_0.001","2","2","1","2","1",-3.45519887229481
"62527","Bithynia et Pontus","r_0.001","2","2","1","2","1",-2.06518292681991
"62528","Galatia","r_0.001","2","2","1","2","1",-2.03848329275587
"62529","Lycia et Pamphylia","r_0.001","2","2","1","2","1",-1.99933499616796
"62530","Cilicia","r_0.001","2","2","1","2","1",-0.826650121555674
"62531","Sicilia","r_0.001","2","2","1","2","1",-0.779467347391613
"62532","Achaia","r_0.001","2","2","1","2","1",-0.732480873804549
"62533","Africa Proconsularis","r_0.001","2","2","1","2","1",-0.706662086433205
"62534","Baetica","r_0.001","2","2","1","2","1",-0.646719553740604
"62535","Samnium (Regio IV)","r_0.001","2","2","1","2","1",-0.629372829072802
"62536","Macedonia","r_0.001","2","2","1","2","1",-0.597734392470852
"62537","Etruria (Regio VII)","r_0.001","2","2","1","2","1",-0.557664940712705
"62538","Aegyptus","r_0.001","2","2","1","2","1",-0.482010079807938
"62539","Creta","r_0.001","2","2","1","2","1",-0.419111391793402
"62540","Epirus","r_0.001","2","2","1","2","1",-0.358791752550276
"62541","Iudaea","r_0.001","2","2","1","2","1",-0.334076477620055
"62542","Noricum","r_0.001","2","2","1","2","1",-0.282224386887124
"62543","Cyrene","r_0.001","2","2","1","2","1",-0.281993265701771
"62544","Mauretania Tingitana","r_0.001","2","2","1","2","1",-0.182892495083527
"62545","Alpes Cottiae","r_0.001","2","2","1","2","1",-0.136359456644865
"62546","Corsica","r_0.001","2","2","1","2","1",-0.135294471353818
"62547","Thracia","r_0.001","2","2","1","2","1",-0.105728730649529
"62548","Arabia","r_0.001","2","2","1","2","1",-0.0744918290307463
"62549","Cappadocia","r_0.001","2","2","1","2","1",-0.0637680631176319
"62550","Syria","r_0.001","2","2","1","2","1",-0.0487778784546007
"62551","Alpes Graiae","r_0.001","2","2","1","2","1",-0.0291596816717715
"62552","Mauretania Caesariensis","r_0.001","2","2","1","2","1",0.0642539821049815
"62553","Britannia","r_0.001","2","2","1","2","1",0.064874321088851
"62554","Raetia","r_0.001","2","2","1","2","1",0.0692899340896906
"62555","Dacia","r_0.001","2","2","1","2","1",0.0969806869309258
"62556","Moesia Superior","r_0.001","2","2","1","2","1",0.131205771693325
"62557","Numidia","r_0.001","2","2","1","2","1",0.142768187487946
"62558","Sardinia","r_0.001","2","2","1","2","1",0.185170566920192
"62559","Dalmatia","r_0.001","2","2","1","2","1",0.217836674950227
"62560","Pannonia Inferior","r_0.001","2","2","1","2","1",0.229713685716027
"62561","Moesia Inferior","r_0.001","2","2","1","2","1",0.231618299775189
"62562","Alpes Maritimae","r_0.001","2","2","1","2","1",0.247590182153104
"62563","Aquitania","r_0.001","2","2","1","2","1",0.258422067747853
"62564","Picenum (Regio V)","r_0.001","2","2","1","2","1",0.26524371924754
"62565","Liguria (Regio IX)","r_0.001","2","2","1","2","1",0.271112678563076
"62566","Belgica","r_0.001","2","2","1","2","1",0.274828998702952
"62567","Umbria (Regio VI)","r_0.001","2","2","1","2","1",0.406397792199993
"62568","Lugdunensis","r_0.001","2","2","1","2","1",0.480654206716047
"62569","Pannonia Superior","r_0.001","2","2","1","2","1",0.520874335952338
"62570","Germania Inferior","r_0.001","2","2","1","2","1",0.592278856029203
"62571","Bruttium et Lucania (Regio III)","r_0.001","2","2","1","2","1",0.607639654126799
"62572","Transpadana (Regio XI)","r_0.001","2","2","1","2","1",0.62395828137826
"62573","Aemilia (Regio VIII)","r_0.001","2","2","1","2","1",0.717508810365191
"62574","Hispania Citerior","r_0.001","2","2","1","2","1",0.733299929415477
"62575","Lusitania","r_0.001","2","2","1","2","1",1.13468745720166
"62576","Germania Superior","r_0.001","2","2","1","2","1",1.3922281503186
"62577","Venetia et Histria (Regio X)","r_0.001","2","2","1","2","1",1.51864246104501
"62578","Apulia et Calabria (Regio II)","r_0.001","2","2","1","2","1",1.53915585890776
"62579","Narbonensis","r_0.001","2","2","1","2","1",1.65468309349383
"62580","Latium et Campania (Regio I)","r_0.001","2","2","1","2","1",3.29671354926557
"62581","Asia","r_0.001","2","2","1","2","2",-3.37644431500195
"62582","Bithynia et Pontus","r_0.001","2","2","1","2","2",-2.00138747962064
"62583","Galatia","r_0.001","2","2","1","2","2",-1.96653254152685
"62584","Lycia et Pamphylia","r_0.001","2","2","1","2","2",-1.94213541347258
"62585","Cilicia","r_0.001","2","2","1","2","2",-0.814489335441853
"62586","Sicilia","r_0.001","2","2","1","2","2",-0.799504118771789
"62587","Aegyptus","r_0.001","2","2","1","2","2",-0.742946877819095
"62588","Achaia","r_0.001","2","2","1","2","2",-0.724621740642456
"62589","Africa Proconsularis","r_0.001","2","2","1","2","2",-0.671255044085683
"62590","Macedonia","r_0.001","2","2","1","2","2",-0.606594114570135
"62591","Samnium (Regio IV)","r_0.001","2","2","1","2","2",-0.605416071918314
"62592","Baetica","r_0.001","2","2","1","2","2",-0.605011848371808
"62593","Etruria (Regio VII)","r_0.001","2","2","1","2","2",-0.538382624400329
"62594","Creta","r_0.001","2","2","1","2","2",-0.398937408755502
"62595","Epirus","r_0.001","2","2","1","2","2",-0.353276651364442
"62596","Cyrene","r_0.001","2","2","1","2","2",-0.337829390043192
"62597","Iudaea","r_0.001","2","2","1","2","2",-0.327699572876485
"62598","Noricum","r_0.001","2","2","1","2","2",-0.29978202240883
"62599","Mauretania Tingitana","r_0.001","2","2","1","2","2",-0.201034065315423
"62600","Corsica","r_0.001","2","2","1","2","2",-0.142431646408173
"62601","Thracia","r_0.001","2","2","1","2","2",-0.134397355762565
"62602","Alpes Cottiae","r_0.001","2","2","1","2","2",-0.133361602594881
"62603","Arabia","r_0.001","2","2","1","2","2",-0.122033733273995
"62604","Syria","r_0.001","2","2","1","2","2",-0.0707641493444189
"62605","Cappadocia","r_0.001","2","2","1","2","2",-0.0618992685084573
"62606","Alpes Graiae","r_0.001","2","2","1","2","2",-0.023531774156761
"62607","Britannia","r_0.001","2","2","1","2","2",0.0431941628079447
"62608","Dacia","r_0.001","2","2","1","2","2",0.0545292655438464
"62609","Mauretania Caesariensis","r_0.001","2","2","1","2","2",0.0692331812645578
"62610","Raetia","r_0.001","2","2","1","2","2",0.0822183067948183
"62611","Moesia Superior","r_0.001","2","2","1","2","2",0.126192785254875
"62612","Numidia","r_0.001","2","2","1","2","2",0.156050211419623
"62613","Sardinia","r_0.001","2","2","1","2","2",0.17363332274763
"62614","Aquitania","r_0.001","2","2","1","2","2",0.179566847757645
"62615","Moesia Inferior","r_0.001","2","2","1","2","2",0.211919116664633
"62616","Dalmatia","r_0.001","2","2","1","2","2",0.215325418841598
"62617","Pannonia Inferior","r_0.001","2","2","1","2","2",0.224995731277405
"62618","Alpes Maritimae","r_0.001","2","2","1","2","2",0.239665280430353
"62619","Picenum (Regio V)","r_0.001","2","2","1","2","2",0.259906690222349
"62620","Liguria (Regio IX)","r_0.001","2","2","1","2","2",0.263950557234568
"62621","Belgica","r_0.001","2","2","1","2","2",0.270563750737787
"62622","Umbria (Regio VI)","r_0.001","2","2","1","2","2",0.398009988673038
"62623","Lugdunensis","r_0.001","2","2","1","2","2",0.503366819970053
"62624","Pannonia Superior","r_0.001","2","2","1","2","2",0.507740829105882
"62625","Bruttium et Lucania (Regio III)","r_0.001","2","2","1","2","2",0.599330033031445
"62626","Germania Inferior","r_0.001","2","2","1","2","2",0.615677652063155
"62627","Transpadana (Regio XI)","r_0.001","2","2","1","2","2",0.627850678410651
"62628","Aemilia (Regio VIII)","r_0.001","2","2","1","2","2",0.677206538942142
"62629","Hispania Citerior","r_0.001","2","2","1","2","2",0.714530634890374
"62630","Lusitania","r_0.001","2","2","1","2","2",1.10288499401267
